year,pourrions_VERB ouvrir_VERB,pourrions_VERB couvrir_VERB
1941,0.0,5.9030051957620344e-09
1942,3.034211770724937e-09,0.0
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,1.3921104269343232e-09,0.0
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,2.174377566888097e-09,0.0
1949,1.9634016634739737e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,9.595261474260042e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,0.0
1953,3.232148326759443e-09,0.0
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,2.815682353940474e-09,0.0
1956,7.849027205963921e-09,0.0
1957,1.7670075402875796e-09,1.7670075402875796e-09
1958,4.1361216673863055e-09,2.4816730892496253e-09
1959,6.200598257066758e-09,2.325224457422337e-09
1960,0.0,0.0
1961,1.042223907177231e-08,0.0
1962,1.9025869768540815e-09,0.0
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,1.2167936658258327e-09,0.0
1965,4.377634699181954e-09,1.6416130677043839e-09
1966,3.8773522170743036e-09,3.3234448526542337e-09
1967,4.930335584241163e-10,0.0
1968,4.491415683816058e-09,5.838840522187638e-09
1969,1.8167031212712459e-09,1.3625273131978588e-09
1970,1.8394900047624674e-09,0.0
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,5.130146862875051e-10,1.0260293725750103e-09
1973,5.513203671370093e-09,2.7566018356850464e-09
1974,4.500457340128605e-09,1.6876715580593782e-09
1975,5.711480177694739e-10,3.4268881066168433e-09
1976,2.285410749536254e-09,5.713526873840635e-10
1977,1.7630346071939584e-09,0.0
1978,5.940591130126904e-09,0.0
1979,1.1703946700691858e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,2.2740602734216964e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,6.828252629986764e-09,6.207502289967692e-10
1983,0.0,0.0
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,0.0
1986,1.1988970927134801e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,0.0
1988,3.597932174415064e-09,5.996553809062277e-10
1989,3.841685636274406e-09,0.0
1990,5.448650863826288e-09,1.089730194969718e-09
1991,6.4476117778156095e-09,0.0
1992,2.7549720282848966e-09,0.0
1993,3.323524566667402e-09,1.1078414852150331e-09
1994,2.1099706426497278e-09,1.0549853213248639e-09
1995,2.7112254663563817e-09,0.0
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,3.3564262480467733e-09,1.438468344439059e-09
1998,7.629006759657386e-09,4.768129224785866e-10
1999,5.484241505371301e-09,9.140402323914998e-10
2000,5.3016377954406835e-09,4.4180314962005696e-10
2001,5.695575122643959e-09,2.6287270138425356e-09
2002,4.81934359086722e-09,1.3143663935011318e-09
2003,2.5001538617175356e-09,1.6667691671301554e-09
2004,4.404791198453495e-09,4.404791253964646e-10
2005,7.205999352777326e-09,1.3511248786457486e-09
2006,9.059357708451898e-09,1.2353669198716943e-09
2007,3.595031605740928e-09,3.994479469415779e-10
2008,5.960415716543821e-09,8.514879357157668e-10
2009,5.245011536203492e-09,1.430457752249481e-09
2010,8.030448306328708e-09,1.8895172093635892e-09
2011,5.353560705856353e-09,1.1471915639660324e-09
2012,6.468080293586809e-09,1.7021263287730903e-09
2013,7.530637446961919e-09,1.9523875849358774e-09
2014,5.197068553286499e-09,8.661780737106994e-10
2015,9.752931795503628e-09,1.7732603163622684e-09
2016,9.735297901158901e-09,1.6570720351438695e-09
2017,9.559323110863716e-09,2.5156112748447867e-09
2018,8.776987137082415e-09,2.581466596041082e-09
2019,8.418259866971312e-09,1.53059265262101e-09
