year,aviez_VERB assez_ADV,aviez_VERB cassé_VERB
1874,9.559374625212058e-09,4.779687312606029e-09
1875,9.7265964171811e-09,0.0
1876,6.650616057868319e-09,1.813804439976252e-09
1877,6.80329748092845e-09,0.0
1878,1.268208649207736e-08,0.0
1879,1.3440515367335593e-08,0.0
1880,5.776061406947974e-09,0.0
1881,5.5780060570498335e-09,0.0
1882,1.7304001787010748e-08,0.0
1883,7.58320695126713e-09,0.0
1884,8.582206056928499e-09,0.0
1885,3.86738152613475e-09,1.933690763067375e-09
1886,2.5813855497602844e-09,0.0
1887,1.9586773092328258e-08,6.528924623161458e-10
1888,3.1703073499755874e-09,0.0
1889,1.8168895721260014e-08,6.265136742733546e-10
1890,5.243509182406569e-09,6.554386478008212e-10
1891,1.3385862196457765e-08,1.9122659011827636e-09
1892,1.6298132621272998e-08,0.0
1893,1.23168328869383e-08,0.0
1894,6.301539290376468e-09,0.0
1895,1.1435367319734269e-08,0.0
1896,2.0049897742069334e-08,0.0
1897,4.078699600285063e-09,5.826713556089658e-10
1898,1.9804241802034994e-08,0.0
1899,4.4220627160029835e-09,2.7637891975018647e-09
1900,5.19105292084987e-09,0.0
1901,5.029864968975062e-09,0.0
1902,4.910283735171106e-09,2.9461704187383475e-09
1903,7.560307935250421e-09,0.0
1904,8.061937784020756e-09,5.374625189347171e-10
1905,1.0837593933388234e-08,0.0
1906,1.4918134283448126e-08,0.0
1907,9.771402353919711e-09,1.028568674676933e-09
1908,1.080505640516094e-08,1.964555629285769e-09
1909,3.850688656825696e-09,0.0
1910,1.068830179917768e-08,0.0
1911,4.788336838146279e-09,5.320374141248863e-10
1912,1.7712032729377825e-08,5.730363294986773e-09
1913,9.545381374209683e-09,0.0
1914,7.366418142140674e-09,0.0
1915,4.712304768617059e-09,0.0
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,3.289927441585405e-09,0.0
1918,0.0,0.0
1919,5.524709134618888e-09,9.207848372660976e-10
1920,1.665890891899835e-08,0.0
1921,1.3630945261411398e-08,0.0
1922,0.0,0.0
1923,2.1231896241147297e-09,0.0
1924,7.734974438733389e-09,0.0
1925,9.898360353588487e-09,0.0
1926,1.3375366592072169e-08,0.0
1927,6.689535148041159e-09,0.0
1928,1.0283437212876834e-08,5.713020723163709e-09
1929,2.0052731031228177e-08,0.0
1930,8.402882833991043e-09,0.0
1931,2.2810713318222042e-09,0.0
1932,8.767629289252454e-09,0.0
1933,8.02946331646126e-09,0.0
1934,5.990790086229936e-09,0.0
1935,7.180970484910176e-09,0.0
1936,1.091224355320719e-08,0.0
1937,1.2591118370153254e-08,0.0
1938,1.2965214457594243e-09,0.0
1939,7.647025235257843e-09,0.0
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,2.2492303131116387e-08,0.0
1945,2.178504043826024e-09,0.0
1946,1.1136883415474585e-08,0.0
1947,1.907339353124371e-08,0.0
1948,9.784699273041042e-09,1.0871887834440486e-09
1949,5.890204768377316e-09,0.0
1950,1.914365022059883e-08,0.0
1951,9.595261474260042e-09,0.0
1952,7.381362632230548e-09,0.0
1953,1.723812381726475e-08,2.1547654771580937e-09
1954,1.172704333640695e-08,0.0
1955,1.407841132561316e-08,0.0
1956,2.0058624983221307e-08,8.72114158667614e-10
1957,7.068030161150318e-09,0.0
1958,1.8198935691771112e-08,8.272243445794913e-10
1959,1.5501495198577686e-08,1.5501495642666896e-09
1960,4.844583401109048e-09,0.0
1961,6.94815938118154e-09,0.0
1962,8.8787386332001e-09,0.0
1963,7.759263453976928e-09,0.0
1964,1.520992043424485e-08,6.083968329129164e-10
1965,1.0396882466068291e-08,5.472043373977442e-10
1966,8.862519607077957e-09,0.0
1967,6.902469706915326e-09,1.4791006197611978e-09
1968,8.982831367632116e-09,2.6948494546985557e-09
1969,9.991866889436096e-09,0.0
1970,1.103694025061941e-08,1.3796175313274261e-09
1971,1.1818314327172175e-08,1.541519245584766e-09
1972,6.669190977248718e-09,5.130146862875051e-10
1973,7.1671650836435674e-09,0.0
1974,3.3753431161187564e-09,5.625571675160757e-10
1975,3.4268881066168433e-09,5.711480177694739e-10
1976,7.998937512354587e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,4.158414057542359e-09,1.7821774056514528e-09
1979,1.0533551808578068e-08,0.0
1980,2.8425752862659692e-09,0.0
1981,6.958104314946922e-09,0.0
1982,5.586751949948621e-09,0.0
1983,1.0104505676622466e-08,0.0
1984,8.118611560803402e-09,0.0
1985,6.617113967877231e-09,6.015558051686298e-10
1986,1.019062523255343e-08,5.994485463567401e-10
1987,3.0554083707556856e-09,0.0
1988,4.197587610832443e-09,5.996553809062277e-10
1989,7.683371272548811e-09,0.0
1990,8.172976073694826e-09,1.6345953479657283e-09
1991,7.033758464558559e-09,5.861465202094962e-10
1992,4.958949695321735e-09,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10
1994,6.857404422078162e-09,0.0
1995,8.133675954979935e-09,0.0
1996,6.4057106285986265e-09,2.135236876199542e-09
1997,8.151320507465698e-09,4.79489448146353e-10
1998,5.72175506974304e-09,0.0
1999,5.0272213059088244e-09,0.0
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,1.0514908055370142e-08,8.762423564512289e-10
2002,4.381221607729913e-09,0.0
2003,6.667076668520622e-09,0.0
2004,7.928623979580607e-09,8.809582507929292e-10
2005,4.954124666056714e-09,0.0
2006,7.823991232669414e-09,4.1178899179428186e-10
2007,8.38840730210677e-09,3.994479469415779e-10
2008,8.940623352771127e-09,1.2772318758180745e-09
2009,9.53638501499654e-09,4.76819250749827e-10
2010,1.6060896612657416e-08,9.447586046817946e-10
2011,1.9502257586623273e-08,0.0
2012,1.6340413466764403e-08,1.0212758416727752e-09
2013,1.8687137171014e-08,4.183687618564136e-09
2014,3.1182409543362155e-08,2.815078836704288e-09
2015,2.1944096317838557e-08,1.329945265027277e-09
2016,2.5477483234226384e-08,2.0713399884186856e-09
2017,2.3646746782901573e-08,2.0124890642847504e-09
2018,2.323320025254816e-08,2.8396134332808742e-09
2019,2.040790292312522e-08,2.04079020349468e-09
