year,aurais_VERB assez_ADV,aurais_VERB cassé_VERB
1875,4.577221712764867e-09,5.721527140956084e-10
1876,3.02300739996042e-09,1.209202959984168e-09
1877,5.566334504436554e-09,0.0
1878,1.0870359723469392e-08,0.0
1879,1.0996785704264767e-08,1.832797580370027e-09
1880,1.0910338410496934e-08,1.9253538763308597e-09
1881,9.761510710859511e-09,6.9725074602899895e-09
1882,8.652000893505374e-09,1.9966155395678697e-09
1883,7.58320695126713e-09,2.211768546089843e-08
1884,3.300848483434038e-09,1.3203393933736152e-09
1885,5.156508553483263e-09,0.0
1886,9.034849313138693e-09,0.0
1887,5.876032105334161e-09,1.9586774424595887e-09
1888,7.60873763994141e-09,1.9021844099853524e-09
1889,2.5060546970934183e-09,1.2530273485467092e-09
1890,7.209825181320184e-09,0.0
1891,3.1871101313640793e-09,1.2748440081367107e-09
1892,6.268512375839919e-10,0.0
1893,5.542574843531156e-09,1.2316833108982905e-09
1894,7.561847148451761e-09,1.8904617871129403e-09
1895,1.8055843487019274e-09,1.8055843487019274e-09
1896,4.1279202278587945e-09,0.0
1897,4.661370844871726e-09,3.4960281336537946e-09
1898,6.7900258748920805e-09,1.6975064687230201e-09
1899,8.291367592505594e-09,2.7637891975018647e-09
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,8.38310842965484e-09,5.588738916095792e-10
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,4.320176216765503e-09,1.0800440541913758e-09
1904,2.1498500757388683e-09,9.13686282189019e-09
1905,4.1286072338664326e-09,4.1286072338664326e-09
1906,3.600929110447737e-09,4.115347618238729e-09
1907,2.5714217422034835e-09,1.5428529565042481e-09
1908,3.437972351250096e-09,9.822778146428846e-10
1909,1.1001967115120692e-09,2.7504918342913243e-09
1910,5.878565634276356e-09,1.068830135508847e-09
1911,5.3203743632934675e-09,3.7242617878519013e-09
1912,5.730363294986773e-09,1.0418842455450772e-09
1913,7.954484182448596e-09,1.590896969716482e-09
1914,8.705766774141921e-09,0.0
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,2.1932848870420685e-09,1.0966424435210342e-09
1918,2.2972752589112133e-09,0.0
1919,9.207848372660976e-10,9.207848372660976e-10
1920,2.2716695191604686e-09,0.0
1921,1.741731914250977e-08,7.572747429129834e-10
1922,1.3280283539529592e-08,0.0
1923,8.492758496458919e-09,4.246379248229459e-09
1924,1.1602462102189293e-08,1.289162443462999e-09
1925,3.299453377181294e-09,3.299453377181294e-09
1926,7.802296586589819e-09,3.343841648018042e-09
1927,1.1149224654616319e-08,1.0034302277972529e-08
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,1.2254447234738564e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,5.7026783295555106e-09,0.0
1932,4.383814644626227e-09,7.6716757391182e-09
1933,2.2941324395731044e-09,2.2941324395731044e-09
1934,0.0,3.5944740517379614e-09
1935,5.98414207075848e-09,5.98414207075848e-09
1936,4.849885826274658e-09,4.849885826274658e-09
1937,6.295559185076627e-09,5.0364472592434595e-09
1938,5.186085783037697e-09,5.186085783037697e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,7.607348528892999e-09,0.0
1941,5.9030051957620344e-09,0.0
1942,6.068423541449874e-09,1.2136847082899749e-08
1943,0.0,0.0
1944,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,4.1763312808029696e-09,2.7842208538686464e-09
1947,9.536696765621855e-09,4.7683483828109274e-09
1948,5.435944139264848e-09,2.174377566888097e-09
1949,7.853606653895895e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,6.381216888229346e-09
1951,8.529121409139861e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,1.0544803918932644e-09
1953,8.619061908632375e-09,8.619061908632375e-09
1954,9.772536557761669e-09,1.172704333640695e-08
1955,9.385607846468247e-09,1.8771215692936494e-09
1956,6.104799332717903e-09,1.3081712602058815e-08
1957,5.301022731885041e-09,3.534015080575159e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,6.200598257066758e-09,1.5501495642666896e-09
1960,1.038124963770315e-08,3.460416619915918e-09
1961,9.72742331128984e-09,5.55852741612739e-09
1962,5.7077609305622445e-09,4.43936931660005e-09
1963,6.466053470433053e-09,9.69907976156037e-09
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,3.2832261354087677e-09,2.188817349590977e-09
1966,9.416426749453422e-09,8.308612464702492e-09
1967,3.451234853457663e-09,2.9582012395223956e-09
1968,4.940557296606585e-09,4.491415683816058e-09
1969,9.083515273289322e-09,5.450109252791435e-09
1970,3.6789800095249348e-09,9.197450023812337e-10
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,3.5911027485013847e-09,4.6171320100540925e-09
1973,7.1671650836435674e-09,2.205281512956958e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,4.569184142155791e-09
1976,1.7140580066410394e-09,2.285410749536254e-09
1977,4.11374712072643e-09,1.7630346071939584e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,5.851973128301324e-09,1.7555920051037788e-09
1980,3.411090521154847e-09,1.7055452605774235e-09
1981,1.8976649140967083e-09,1.2651099057237047e-09
1982,3.7245013739806154e-09,3.1037510339615437e-09
1983,1.89459470334441e-09,1.89459470334441e-09
1984,3.479405208395292e-09,1.739702604197646e-09
1985,7.218669662023558e-09,3.609334831011779e-09
1986,4.196139880008332e-09,2.3977941854269602e-09
1987,1.2221633705067347e-09,3.6664902225425067e-09
1988,4.797243047249822e-09,2.99827696004229e-09
1989,4.939309850016116e-09,2.1952488715726304e-09
1990,4.358920779878872e-09,4.358920779878872e-09
1991,7.033758464558559e-09,3.5168792322792797e-09
1992,2.2039776670368383e-09,1.1019888335184191e-09
1993,6.093128224193833e-09,5.539207426075166e-10
1994,4.747434001473039e-09,2.1099706426497278e-09
1995,5.964695848348356e-09,4.880205572987961e-09
1996,5.3380921904988554e-09,1.6014276571496566e-09
1997,4.794894259418925e-09,1.917957792585412e-09
1998,5.2449422582867555e-09,3.814503379828693e-09
1999,5.941261704833778e-09,2.7421207526856506e-09
2000,2.6508188977203417e-09,3.092622158362701e-09
2001,6.133696661692056e-09,2.190605918883648e-09
2002,5.257465574004527e-09,5.257465574004527e-09
2003,6.250384210204629e-09,3.7502307925763034e-09
2004,4.404791198453495e-09,3.9643119897903034e-09
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,4.529678854225949e-09,2.4707338397433887e-09
2007,4.393927444112933e-09,5.592271090648637e-09
2008,4.6831836186811415e-09,3.405951742863067e-09
2009,1.0013204487790972e-08,5.721831008997924e-09
2010,1.4643758206034363e-08,6.613310343794865e-09
2011,1.4913490886669933e-08,7.265546830836911e-09
2012,1.327658516458996e-08,1.2595735121578855e-08
2013,1.4224537991935904e-08,1.589801357226861e-08
2014,1.5807749775831326e-08,1.017759210242275e-08
2015,1.0196246513771712e-08,1.0639562120218216e-08
2016,1.0149566520567532e-08,1.1599504468051691e-08
2017,1.1571811953103861e-08,1.1571811953103861e-08
2018,2.1684320117287825e-08,1.3681773936013997e-08
2019,1.2499840273960672e-08,1.0459049626376782e-08
