year,citoyens_NOUN ouverts_ADJ,citoyens_NOUN couverts_ADJ
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,7.801356893821776e-09
1804,0.0,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09
1806,0.0,5.76333825108577e-09
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,4.518061036407062e-09
1810,0.0,4.680253518074551e-09
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,2.0130190847567064e-08
1814,0.0,9.440030979135372e-09
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,7.152706427149269e-09
1819,0.0,2.070210003424222e-09
1820,0.0,0.0
1821,0.0,1.3806083387635226e-08
1822,0.0,3.0076847679083585e-09
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,5.284790383086602e-09
1827,0.0,0.0
1828,0.0,1.1006761724274838e-08
1829,0.0,6.858540846366168e-09
1830,0.0,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,1.8669061851994684e-09
1835,0.0,0.0
1836,0.0,0.0
1837,0.0,8.349468672008697e-09
1838,0.0,0.0
1839,0.0,9.088918062616358e-09
1840,0.0,6.3696887764308485e-09
1841,0.0,8.988767952189392e-09
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,3.348136878855712e-09
1846,0.0,0.0
1847,0.0,4.853901280910122e-09
1848,0.0,0.0
1849,0.0,4.1897072478036534e-09
1850,0.0,6.788996032014438e-10
1851,0.0,7.739326512989919e-09
1852,0.0,8.463708844885787e-09
1853,0.0,0.0
1854,0.0,5.195664454227256e-10
1855,0.0,5.306937111981824e-10
1856,0.0,6.212626857404757e-09
1857,0.0,9.763017949637742e-09
1858,0.0,4.893676019968041e-10
1859,0.0,4.582956236731661e-09
1860,0.0,5.492620580582752e-09
1861,0.0,3.3011746669586728e-09
1862,0.0,0.0
1863,0.0,4.994620828036034e-10
1864,0.0,5.274200631788517e-09
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,3.396968040192405e-09
1868,0.0,0.0
1869,0.0,0.0
1870,0.0,2.2936195165357276e-09
1871,0.0,0.0
1872,0.0,1.8142017887967654e-09
1873,0.0,4.190203295451056e-09
1874,0.0,0.0
1875,0.0,0.0
1876,0.0,6.04601479992084e-10
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,0.0
1880,0.0,6.417846254436199e-10
1881,0.0,1.3945015142624584e-09
1882,0.0,1.9966155395678697e-09
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,4.511945039809007e-09
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,0.0
1891,0.0,0.0
1892,0.0,0.0
1893,0.0,1.2316833108982905e-09
1894,0.0,3.780923574225881e-09
1895,0.0,3.611168697403855e-09
1896,0.0,0.0
1897,0.0,4.661370844871726e-09
1898,0.0,3.3950129374460403e-09
1899,0.0,0.0
1900,0.0,0.0
1901,0.0,5.588738916095792e-10
1902,0.0,0.0
1903,0.0,0.0
1904,0.0,0.0
1905,0.0,1.0321518084666081e-09
1906,0.0,1.5432553013283723e-09
1907,0.0,2.5714217422034835e-09
1908,0.0,1.4734167219643268e-09
1909,0.0,1.1001967115120692e-09
1910,0.0,0.0
1911,0.0,3.1922244847493175e-09
1912,0.0,0.0
1913,0.0,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,1.0966424435210342e-09
1918,0.0,9.189101035644853e-09
1919,0.0,1.8415696745321952e-09
1920,0.0,0.0
1921,0.0,0.0
1922,0.0,0.0
1923,0.0,1.0615948120573648e-09
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,2.229227691330493e-09
1927,0.0,0.0
1928,0.0,2.2852082448565625e-09
1929,0.0,0.0
1930,0.0,0.0
1931,0.0,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,0.0,9.817008317369869e-10
1950,0.0,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,1.9545072227344917e-09
1955,0.0,0.0
1956,0.0,0.0
1957,0.0,0.0
1958,0.0,0.0
1959,0.0,7.750747821333448e-10
1960,0.0,0.0
1961,0.0,0.0
1962,0.0,0.0
1963,0.0,0.0
1964,0.0,0.0
1965,0.0,1.6416130677043839e-09
1966,0.0,0.0
1967,0.0,0.0
1968,0.0,0.0
1969,0.0,2.2708788183223305e-09
1970,0.0,0.0
1971,0.0,0.0
1972,0.0,2.565073486948677e-09
1973,0.0,0.0
1974,0.0,0.0
1975,0.0,0.0
1976,0.0,5.713526873840635e-10
1977,0.0,0.0
1978,0.0,5.940591352171509e-10
1979,0.0,0.0
1980,0.0,0.0
1981,6.325549528618524e-10,0.0
1982,0.0,0.0
1983,0.0,0.0
1984,0.0,0.0
1985,0.0,0.0
1986,5.994485463567401e-10,0.0
1987,0.0,0.0
1988,5.996553809062277e-10,0.0
1989,5.488122178931576e-10,5.488122178931576e-10
1990,5.44865097484859e-10,0.0
1991,1.1722930404189924e-09,0.0
1992,0.0,0.0
1993,0.0,1.661762283333701e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,5.422450821690461e-10,0.0
1996,0.0,0.0
1997,4.79489448146353e-10,4.79489448146353e-10
1998,2.3840645013706308e-09,2.3840645013706308e-09
1999,3.1991407301035224e-09,0.0
2000,0.0,0.0
2001,0.0,0.0
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,0.0,0.0
2004,0.0,4.404791253964646e-10
2005,0.0,0.0
2006,2.4707338397433887e-09,0.0
2007,7.988958938831558e-10,1.997239706952314e-09
2008,8.514879357157668e-10,4.257439678578834e-10
2009,4.76819250749827e-10,4.76819250749827e-10
2010,3.3066551718974324e-09,0.0
2011,0.0,3.82397197240536e-10
2012,3.404252713057332e-10,0.0
2013,2.789125042035323e-10,0.0
2014,6.496335691608124e-10,6.496335691608124e-10
2015,4.433150790905671e-10,0.0
2016,4.1426800878596737e-10,0.0
2017,2.515611330355938e-10,2.515611330355938e-10
2018,2.5814667070633845e-10,2.5814667070633845e-10
2019,7.65296326310505e-10,7.65296326310505e-10
