year,as_VERB assez_ADV,as_VERB cassé_VERB
1847,5.177494699637464e-08,1.6179670936367074e-09
1848,6.033916122305527e-08,0.0
1849,3.5193544078993e-08,0.0
1850,5.4311968256115506e-08,0.0
1851,6.384944128967618e-08,0.0
1852,5.338647213193326e-08,6.510545436100301e-10
1853,6.031650912063924e-08,0.0
1854,8.105236304345453e-08,1.558699391779328e-09
1855,6.527533003009012e-08,5.306937111981824e-10
1856,6.160855292591805e-08,0.0
1857,4.1004675210842834e-08,1.4644527812635033e-09
1858,8.417122643322728e-08,4.893676019968041e-10
1859,7.434572779629889e-08,3.5645213447565993e-09
1860,6.957319698130959e-08,1.8308735638683515e-09
1861,6.225072013421595e-08,9.431927461278633e-10
1862,6.551080389272101e-08,4.9697850279528666e-09
1863,6.093437576737415e-08,3.995696662428827e-09
1864,6.664672014267126e-08,5.753673537611803e-09
1865,5.036323358353911e-08,4.706844358715045e-10
1866,7.395731671522299e-08,3.4059290943133647e-09
1867,9.365925990323376e-08,2.91168689159349e-09
1868,5.285665238830006e-08,2.9639244392143382e-09
1869,6.104399119521986e-08,0.0
1870,6.250112960515253e-08,5.734048791339319e-10
1871,8.603153389685758e-08,1.0621177271019633e-09
1872,4.9588180672799353e-08,1.8142017887967654e-09
1873,6.46488516053978e-08,0.0
1874,6.572069821686455e-08,1.1949218281515073e-09
1875,6.865832347102696e-08,9.154443425529735e-09
1876,7.980739269441983e-08,1.813804439976252e-09
1877,7.421779457672528e-08,1.2369631985365004e-09
1878,6.824170384334138e-08,0.0
1879,7.758843167948726e-08,1.832797580370027e-09
1880,6.161132404258751e-08,6.417846254436199e-10
1881,8.715634436384789e-08,6.972507571312292e-10
1882,7.587139094766826e-08,3.3276925659464496e-09
1883,7.393626333396242e-08,1.2638677882037541e-09
1884,4.951272813968899e-08,0.0
1885,7.541393642895855e-08,0.0
1886,5.162771188338411e-08,1.2906927748801422e-09
1887,6.790081386043312e-08,3.264462256069578e-09
1888,7.672143453874014e-08,3.1703073499755874e-09
1889,5.6386230795624215e-08,0.0
1890,5.1124214195397144e-08,0.0
1891,9.625072294738857e-08,1.9122659011827636e-09
1892,7.14610379759506e-08,0.0
1893,6.343169189904074e-08,2.463366621796581e-09
1894,4.978215883966186e-08,2.520615716150587e-09
1895,5.838056083007359e-08,6.6204757231957956e-09
1896,6.486732218036195e-08,4.717623180994224e-09
1897,8.157398667663074e-08,2.9133566670225264e-09
1898,5.8846890027552945e-08,5.6583548957434e-10
1899,4.864268987603282e-08,0.0
1900,5.7620688664883346e-08,1.038210628578895e-09
1901,4.5827658112784775e-08,2.794369402536745e-09
1902,4.615666782115113e-08,2.9461704187383475e-09
1903,6.75027536090056e-08,1.6200660812870638e-09
1904,5.8045952044949445e-08,2.1498500757388683e-09
1905,5.7800502162308476e-08,1.5482277682110634e-09
1906,6.841765554099766e-08,3.600929110447737e-09
1907,7.559980019777868e-08,8.228549397415463e-09
1908,6.188350454294778e-08,1.4734167219643268e-09
1909,5.666013080940502e-08,1.1001967115120692e-09
1910,9.191938943331479e-08,2.67207544979442e-09
1911,6.278041553287039e-08,0.0
1912,6.355493553655833e-08,1.5628263128064646e-09
1913,6.681766961946778e-08,5.30298971401777e-10
1914,6.428874144148722e-08,0.0
1915,4.005459075528961e-08,2.3561523843085297e-09
1916,4.614734194774428e-08,1.0987462051303964e-09
1917,3.070598708632133e-08,0.0
1918,8.270190932080368e-08,3.44591288836682e-09
1919,9.668240608107226e-08,0.0
1920,6.96645301445642e-08,7.572231730534895e-10
1921,6.815472630705699e-08,3.0290989716519334e-09
1922,7.377935418162451e-08,7.377935484775833e-10
1923,7.325004247604738e-08,2.1231896241147297e-09
1924,8.508472149060253e-08,6.445812328337297e-09
1925,8.908524051776112e-08,1.0998177923937646e-09
1926,7.467912865877224e-08,2.229227691330493e-09
1927,1.0814748208076708e-07,8.919379901328739e-09
1928,8.112489524592092e-08,4.570416489713125e-09
1929,9.023729319324048e-08,4.4561625500705304e-09
1930,6.722306267192835e-08,1.0503603542488804e-09
1931,7.86969636124013e-08,1.1405356659111021e-09
1932,8.110057336807586e-08,7.6716757391182e-09
1933,4.817677989876756e-08,9.176529758292418e-09
1934,6.709684896577528e-08,2.3963160344919743e-09
1935,1.0651773152403621e-07,4.787313656606784e-09
1936,7.1535815493462e-08,1.091224355320719e-08
1937,8.310137644684801e-08,3.777335333410292e-09
1938,7.779128452511941e-08,5.186085783037697e-09
1939,7.494084997006212e-08,9.176430282309411e-09
1940,3.296517903095264e-08,5.0715658339584024e-09
1941,7.083606590185809e-08,0.0
1942,6.068423630267716e-08,9.102635090130207e-09
1943,5.2258233296242906e-08,0.0
1944,9.318240046241044e-08,3.2131861615880553e-09
1945,1.0238969139209075e-07,4.357008087652048e-09
1946,1.1693727230976947e-07,1.3921104269343232e-08
1947,8.344609625510202e-08,3.5762612871081956e-09
1948,7.175445659868274e-08,7.610321262063735e-09
1949,9.620668350862616e-08,4.908504269707237e-09
1950,8.720996191868835e-08,9.571825110299415e-09
1951,7.569595084078173e-08,1.1727541604500402e-08
1952,8.014050933979888e-08,4.2179215675730575e-09
1953,7.97263197682696e-08,1.508335856215126e-08
1954,1.0261162941560542e-07,4.788542540268281e-08
1955,6.945349895204345e-08,8.447047505910632e-09
1956,1.0378158776802593e-07,5.232684952005684e-09
1957,8.481636371016066e-08,1.7670075402875796e-09
1958,1.0257581806172311e-07,6.617794756635931e-09
1959,6.433120347537624e-08,2.325224457422337e-09
1960,9.965999936412118e-08,5.536666680683311e-09
1961,9.31053349972899e-08,3.47407969059077e-09
1962,1.0147130069526611e-07,3.170978146727066e-09
1963,1.0798309091342162e-07,5.819448034571906e-09
1964,9.247631993503092e-08,1.3993127545575135e-08
1965,1.0287441654099894e-07,5.47204326295514e-09
1966,9.748771390150068e-08,1.3293779410616935e-08
1967,9.762064223650668e-08,9.367637332502454e-09
1968,7.410836388999087e-08,9.431973424511852e-09
1969,9.446856097383716e-08,9.083515273289322e-09
1970,7.955794245617653e-08,4.598724956395017e-09
1971,6.88545256366524e-08,4.624557625731995e-09
1972,6.361381821307077e-08,6.156176013405457e-09
1973,7.608220897736828e-08,4.9618833486420044e-09
1974,6.806941854620163e-08,3.3753431161187564e-09
1975,6.168398414274634e-08,1.1422960355389478e-09
1976,5.142174330785565e-08,3.4281160132820787e-09
1977,6.111853423362845e-08,9.402850942308305e-09
1978,7.128709711423653e-08,2.970295565063452e-09
1979,7.783124544857856e-08,4.681578680276743e-09
1980,8.243468840873902e-08,6.253665585376211e-09
1981,9.804601575069682e-08,5.060439622894819e-09
1982,7.014477887423709e-08,2.483000915987077e-09
1983,6.69423485533116e-08,3.78918940668882e-09
1984,8.118611560803402e-08,1.0438215625185876e-08
1985,6.857736423171445e-08,1.0226449020933615e-08
1986,7.253327538592202e-08,7.792831269171074e-09
1987,6.294141030593892e-08,9.166225112267057e-09
1988,7.075933439182336e-08,5.99655392008458e-09
1989,7.408964819433095e-08,1.1525056464734007e-08
1990,6.974273247806195e-08,7.083246433836621e-09
1991,5.6856212182765375e-08,5.2753188484189195e-09
1992,6.99762878753063e-08,1.1570882918476855e-08
1993,6.259304541345045e-08,2.7696036575264316e-09
1994,6.382661155157621e-08,3.6924485691258724e-09
1995,6.506940763983948e-08,9.21816667442954e-09
1996,6.245567618634595e-08,3.2028553142993132e-09
1997,6.377209871288869e-08,7.671831170341648e-09
1998,7.056831208274161e-08,6.198567881199324e-09
1999,7.769342147412317e-08,6.398281460207045e-09
2000,7.731554774181859e-08,5.3016377954406835e-09
2001,8.28049024903521e-08,5.695575122643959e-09
2002,8.149071817342701e-08,8.762443215459825e-09
2003,7.625468612104669e-08,1.12506919336397e-08
2004,8.148863628321124e-08,7.488145215006625e-09
2005,5.899912025597587e-08,3.1526248278623825e-09
2006,7.247486166761519e-08,1.1941880373456115e-08
2007,1.5658359586723236e-07,1.837460494868992e-08
2008,1.3964401546218141e-07,1.7881246705542253e-08
2009,1.5973445499639638e-07,2.145686650578682e-08
2010,2.1823923646024923e-07,2.5508482437430757e-08
2011,2.3555666928132268e-07,2.1796640936599943e-08
2012,2.8970191578991944e-07,3.676592896795228e-08
2013,3.330215179175866e-07,4.3510350877795645e-08
2014,3.679091378216981e-07,5.17541387523579e-08
2015,3.728279693859804e-07,4.588311242059717e-08
2016,3.7698387700402236e-07,3.976973061980971e-08
2017,3.828760384294583e-07,5.685281578848844e-08
2018,4.453030157947069e-07,4.956416077561698e-08
2019,4.3137202965226606e-07,4.3366792823462674e-08
