year,certains_DET arts_NOUN,certains_DET quarts_NOUN
1915,3.180805752123206e-08,1.1780761921542648e-09
1916,3.955486249651585e-08,4.394984820521586e-09
1917,3.618920063619413e-08,0.0
1918,5.054005747240353e-08,1.1486376294556067e-09
1919,2.854433056587169e-08,9.207848372660976e-10
1920,5.300562078147664e-08,0.0
1921,3.4077364041706915e-08,0.0
1922,2.8036154731125862e-08,7.377935484775833e-10
1923,2.229349149729387e-08,6.369568872344189e-09
1924,1.933743654092268e-08,1.289162443462999e-09
1925,5.1691436020462334e-08,1.0998177923937646e-09
1926,2.7865346474698072e-08,0.0
1927,2.6758140592164636e-08,4.4596899506643695e-09
1928,5.827281057690925e-08,0.0
1929,3.119313873867213e-08,0.0
1930,6.722306267192835e-08,0.0
1931,4.105928219644284e-08,3.4216069977333063e-09
1932,2.5206933651489294e-08,2.1919073223131136e-09
1933,3.900024991843054e-08,0.0
1934,4.193552882725271e-08,2.3963160344919743e-09
1935,7.420336256558357e-08,2.393656828303392e-09
1936,5.577368789033699e-08,4.849885826274658e-09
1937,5.162358496235697e-08,0.0
1938,3.8895643594827334e-08,3.8895642262559704e-09
1939,4.282334220562234e-08,0.0
1940,3.550096039361961e-08,0.0
1941,3.8369532440185594e-08,5.9030051957620344e-09
1942,2.7307905936524435e-08,1.2136847082899749e-08
1943,3.4838822049465534e-08,0.0
1944,5.46241629706401e-08,0.0
1945,7.189063344625879e-08,0.0
1946,7.517396571898871e-08,0.0
1947,6.318061496202176e-08,0.0
1948,4.022598343311756e-08,1.0871887834440486e-09
1949,5.399354718882421e-08,0.0
1950,5.211327058773918e-08,1.0635361480382244e-09
1951,4.264560815592233e-08,3.1984206394497505e-09
1952,2.741649041126948e-08,2.1089607837865287e-09
1953,5.494651889037527e-08,0.0
1954,4.1044651233335117e-08,0.0
1955,4.411235821066839e-08,0.0
1956,5.407107828148128e-08,4.360570571293465e-09
1957,4.1524676586135456e-08,8.835037701437898e-10
1958,2.4816730004317833e-08,0.0
1959,4.72795602668441e-08,7.750747821333448e-10
1960,3.4604165088936156e-08,0.0
1961,3.613042842687264e-08,2.779263708063695e-09
1962,5.0735651790922986e-08,0.0
1963,3.620989819097531e-08,0.0
1964,4.684655796616255e-08,1.8251904432275978e-09
1965,4.596516456345512e-08,0.0
1966,5.262120983395846e-08,1.6617224263271169e-09
1967,5.4233691315630495e-08,1.4791006197611978e-09
1968,5.7040982270883944e-08,3.1439910674890825e-09
1969,5.5409444976728395e-08,4.5417578031781147e-10
1970,2.2533751947717562e-08,9.197450023812337e-10
1971,2.8775025251448483e-08,0.0
1972,3.231992556917973e-08,0.0
1973,2.5360738176161135e-08,5.513203782392395e-10
1974,2.8127858486826085e-08,2.2502286700643026e-09
1975,3.655347313724633e-08,5.711480177694739e-10
1976,3.5995220803997086e-08,0.0
1977,2.6445518219730957e-08,1.7630346071939584e-09
1978,4.33663159826736e-08,0.0
1979,3.3941445654050995e-08,0.0
1980,2.8994268819193536e-08,5.685150683554241e-10
1981,2.9730081951839793e-08,0.0
1982,2.545075905580063e-08,6.207502289967692e-10
1983,3.157657957331139e-08,0.0
1984,2.8415140906901115e-08,1.1598016991243298e-09
1985,2.105445395805816e-08,0.0
1986,4.3160295448707586e-08,1.7983456945813714e-09
1987,2.8720839484464022e-08,1.8332451112712533e-09
1988,5.516829604257367e-08,1.1993107618124554e-09
1989,3.3477544514326496e-08,0.0
1990,3.705082729510423e-08,0.0
1991,2.1687421913885174e-08,1.1722930404189924e-09
1992,3.8018615367008124e-08,0.0
1993,2.8803878393546256e-08,1.661762283333701e-09
1994,3.16495588625898e-08,5.274926606624319e-10
1995,3.3076949346178e-08,5.422450821690461e-10
1996,3.469759790597493e-08,0.0
1997,3.35642609261555e-08,0.0
1998,3.671459547494038e-08,0.0
1999,5.118625301392399e-08,0.0
2000,4.9481951203134145e-08,4.4180314962005696e-10
2001,4.7317088691656295e-08,4.3812117822561447e-10
2002,4.600282532685185e-08,3.504977197366088e-09
2003,3.041853752216994e-08,4.1669229178253886e-10
2004,3.039305962460048e-08,0.0
2005,3.693074823729603e-08,9.007499190971657e-10
2006,2.923701836188286e-08,4.1178899179428186e-10
2007,4.1942036066444643e-08,3.994479469415779e-10
2008,4.129716524303717e-08,0.0
2009,3.480780375042514e-08,0.0
2010,2.645324093109025e-08,0.0
2011,3.0209378887313676e-08,1.911985902935953e-09
2012,3.131912573728357e-08,3.404252713057332e-10
2013,2.8449075095693388e-08,2.789125042035323e-10
2014,2.7717698469764684e-08,0.0
2015,2.8815479738431016e-08,2.2165753954528356e-10
2016,3.7905521665937414e-08,2.0713400439298368e-10
2017,2.339518501148774e-08,0.0
2018,2.6330960967158035e-08,2.5814667070633845e-10
2019,2.8060864964984944e-08,1.2754939326953263e-09
