year,beaux_ADJ ans_NOUN,beaux_ADJ camps_NOUN
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,2.851209579546321e-08,9.197450023812337e-10
1971,3.648262136835001e-08,5.138397485282553e-10
1972,1.1799337507056862e-08,4.104117490300041e-09
1973,1.8193572870472963e-08,0.0
1974,1.406392957647995e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,5.713526984862938e-09,5.713526873840635e-10
1977,9.990529292736028e-09,5.876781838942691e-10
1978,1.900989232694883e-08,0.0
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.989802811408481e-08,5.685150683554241e-10
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,9.932003663948308e-09,1.8622506869903077e-09
1983,1.2630632539867293e-08,0.0
1984,3.479405208395292e-09,5.799008495621649e-10
1985,7.218669662023558e-09,0.0
1986,1.3787316177626963e-08,0.0
1987,6.110816741511371e-09,0.0
1988,6.596209356501959e-09,0.0
1989,1.1525056464734007e-08,5.488122178931576e-10
1990,9.262707045820662e-09,5.44865097484859e-10
1991,4.68917216167597e-09,0.0
1992,1.2672871640972971e-08,0.0
1993,6.647049133334804e-09,5.539207426075166e-10
1994,1.318731612798274e-08,0.0
1995,1.7351842629409475e-08,5.422450821690461e-10
1996,9.60856638698715e-09,0.0
1997,1.4864173003559245e-08,0.0
1998,1.0489884516573511e-08,4.768129224785866e-10
1999,2.0108885223635298e-08,9.140402323914998e-10
2000,1.2812291672048559e-08,8.836062992401139e-10
2001,1.4896119893137438e-08,0.0
2002,7.009954394732176e-09,1.3143663935011318e-09
2003,6.667076668520622e-09,0.0
2004,1.0571499231559756e-08,0.0
2005,1.306087415997581e-08,0.0
2006,8.64756888319107e-09,1.6471559671771274e-09
2007,2.1969636776475454e-08,3.994479469415779e-10
2008,5.5346713878634546e-09,8.514879357157668e-10
2009,6.198650481792356e-09,4.76819250749827e-10
2010,1.2754241218715379e-08,9.447586046817946e-10
2011,1.911985902935953e-09,7.64794394481072e-10
2012,1.327658516458996e-08,1.3617010852229328e-09
2013,1.0319762822064149e-08,8.367375126105969e-10
2014,1.797319448826329e-08,6.496335691608124e-10
2015,9.087958829923082e-09,8.866301581811342e-10
2016,1.6156452176119274e-08,1.0356699942093428e-09
2017,4.2765391228272165e-09,1.0062445321423752e-09
2018,1.4714360396794746e-08,1.0325866828253538e-09
2019,1.403043281555938e-08,0.0
