year,vieux_ADJ ans_NOUN,vieux_ADJ camps_NOUN
1866,1.0217787149713331e-07,0.0
1867,1.2083501133020036e-07,0.0
1868,1.1756900164527906e-07,0.0
1869,1.0108884396231588e-07,3.906815315701806e-09
1870,1.2500225921030506e-07,1.7202146374017957e-09
1871,1.317025919433945e-07,1.0621177271019633e-09
1872,1.088521059955383e-07,1.2094678591978436e-09
1873,8.260686001904105e-08,1.7958012854535355e-09
1874,9.14115219075029e-08,4.182226565063729e-09
1875,1.2701789842139988e-07,1.716458086775674e-09
1876,6.892457093954363e-08,6.04601479992084e-10
1877,1.4534317926973017e-07,1.2369631985365004e-09
1878,1.2863259257756e-07,1.2078177347163432e-09
1879,1.0508039594014917e-07,3.665595160740054e-09
1880,1.2386443870582298e-07,6.417846254436199e-10
1881,9.831235558976914e-08,0.0
1882,9.716862336972554e-08,6.655385131892899e-09
1883,1.371296605157113e-07,6.319338941018771e-10
1884,6.667713847718915e-08,1.3203393933736152e-09
1885,5.414333870135124e-08,0.0
1886,1.0196472999268735e-07,1.2906927748801422e-09
1887,5.027272109714431e-08,0.0
1888,1.2998259535379475e-07,6.340614699951175e-10
1889,1.0086870361192268e-07,3.132568426877924e-09
1890,7.537544632896243e-08,0.0
1891,5.5455714687013824e-08,1.2748440081367107e-09
1892,9.089342967172342e-08,6.268512375839919e-10
1893,9.545545509581643e-08,0.0
1894,6.679631781025819e-08,0.0
1895,5.838056083007359e-08,0.0
1896,5.366296207398591e-08,0.0
1897,6.5259193604561e-08,0.0
1898,6.846609323929442e-08,1.13167097914868e-09
1899,4.366786754417262e-08,1.6582735185011188e-09
1900,7.527027179321522e-08,0.0
1901,5.86817598957623e-08,2.235495566438317e-09
1902,4.959386856739911e-08,3.437198747846537e-09
1903,5.022204874194358e-08,4.320176216765503e-09
1904,5.0521478556220245e-08,2.1498500757388683e-09
1905,5.934872859825191e-08,2.580379465655369e-09
1906,4.2696733260072506e-08,5.144184522798412e-10
1907,8.279977947722728e-08,8.228549397415463e-09
1908,5.746325371092098e-08,1.964555629285769e-09
1909,6.161101850921114e-08,2.2003934230241384e-09
1910,6.733630186772643e-08,8.01622590529405e-09
1911,5.001151848205154e-08,7.448523575703803e-09
1912,6.042928646365908e-08,0.0
1913,5.3560196278112926e-08,2.6514948014977335e-09
1914,6.562808607668558e-08,2.0090231700464756e-09
1915,4.947920118070215e-08,1.1780761921542648e-09
1916,2.966614687238689e-08,2.197492410260793e-09
1917,5.483212106582869e-08,2.1932848870420685e-09
1918,5.513460621386912e-08,0.0
1919,8.379142002468143e-08,9.207848372660976e-10
1920,3.9375606775138294e-08,0.0
1921,7.118382683302116e-08,7.572747429129834e-10
1922,4.0578644444622114e-08,0.0
1923,9.129715294875496e-08,2.1231896241147297e-09
1924,7.34822620529485e-08,0.0
1925,8.248633776020142e-08,1.0998177923937646e-09
1926,5.127223801082437e-08,4.458455382660986e-09
1927,6.243566019747959e-08,0.0
1928,5.255979118601317e-08,0.0
1929,5.904415445456834e-08,0.0
1930,3.676261073337628e-08,6.302162347537887e-09
1931,3.9918749195066994e-08,2.2810713318222042e-09
1932,4.055028668403793e-08,2.1919073223131136e-09
1933,3.9000251916831985e-08,2.2941324395731044e-09
1934,5.6313425034204556e-08,1.1981580172459871e-09
1935,3.351119559624749e-08,0.0
1936,5.33487423126644e-08,1.2124714565686645e-09
1937,3.1477796369472344e-08,2.5182236296217297e-09
1938,3.5006078036303734e-08,5.186085783037697e-09
1939,2.7529290846928234e-08,0.0
1940,3.296517903095264e-08,0.0
1941,3.836953510472085e-08,0.0
1942,2.730790527039062e-08,0.0
1943,5.516146828199453e-08,0.0
1944,4.819779064746399e-08,0.0
1945,3.921307367704685e-08,2.178504043826024e-09
1946,4.733175273941015e-08,1.3921104269343232e-09
1947,3.814678706248742e-08,0.0
1948,4.566192757238241e-08,2.174377566888097e-09
1949,3.337782672474532e-08,0.0
1950,4.679559140186029e-08,0.0
1951,3.731490494374157e-08,0.0
1952,2.5307528517259925e-08,4.2179215675730575e-09
1953,2.5857186614075545e-08,2.1547654771580937e-09
1954,4.397641362174909e-08,0.0
1955,2.7218263198847126e-08,2.815682353940474e-09
1956,3.9245136917998025e-08,8.72114158667614e-10
1957,2.47381048978923e-08,0.0
1958,4.715178647529683e-08,8.272243445794913e-10
1959,3.5653439312000046e-08,0.0
1960,2.6991250123842292e-08,0.0
1961,4.168895628708924e-08,6.948159270159238e-10
1962,3.9320131151043825e-08,0.0
1963,4.978861056770256e-08,2.5864212993553792e-09
1964,5.2322128851756133e-08,6.083968329129164e-10
1965,5.1984411442163037e-08,5.472043373977442e-10
1966,2.99110034518435e-08,0.0
1967,7.346199737412462e-08,1.4791006197611978e-09
1968,8.66843237190551e-08,0.0
1969,5.313856732414024e-08,4.5417578031781147e-10
1970,4.828661204214768e-08,1.8394900047624674e-09
1971,6.217460679636133e-08,2.569198631618974e-09
1972,4.3093233870195036e-08,4.104117490300041e-09
1973,2.0398854161385316e-08,1.102640756478479e-09
1974,2.025205780853412e-08,4.500457340128605e-09
1975,2.627280792921738e-08,2.2845920710778955e-09
1976,1.9425991482080462e-08,5.713526873840635e-10
1977,3.290997696581144e-08,0.0
1978,3.089107636355948e-08,5.940591352171509e-10
1979,2.808947208166046e-08,5.851973350345929e-10
1980,3.467942022439274e-08,5.685150683554241e-10
1981,3.226030287351023e-08,4.427884725544118e-09
1982,2.855450986771757e-08,4.966001831974154e-09
1983,2.0209011353244932e-08,6.315316047889041e-10
1984,2.2616132966390978e-08,1.1598016991243298e-09
1985,2.5265343595037848e-08,0.0
1986,2.997242631863628e-08,1.1988970927134801e-09
1987,1.8943532964499354e-08,2.4443267410134695e-09
1988,3.358070088665954e-08,1.1993107618124554e-09
1989,2.6342986458871565e-08,0.0
1990,1.5801088437683575e-08,1.089730194969718e-09
1991,2.8721180100887977e-08,1.1722930404189924e-09
1992,2.589673719910479e-08,5.509944167592096e-10
1993,1.661762283333701e-08,1.1078414852150331e-09
1994,1.793475057354499e-08,5.274926606624319e-10
1995,1.8978578708583882e-08,2.7112254663563817e-09
1996,1.7615704450690828e-08,5.338092190498855e-10
1997,1.5823152565985765e-08,0.0
1998,3.2900093316357015e-08,9.536258449571733e-10
1999,1.690974471557638e-08,9.140402323914998e-10
2000,2.9159007652879154e-08,0.0
2001,2.2782300490575835e-08,0.0
2002,1.927737436346888e-08,0.0
2003,1.5417615628621206e-08,1.6667691671301554e-09
2004,1.5416770082765652e-08,4.845270407116686e-09
2005,2.2068373795036678e-08,9.007499190971657e-10
2006,1.2765458912156191e-08,1.6471559671771274e-09
2007,2.2768533725070483e-08,1.1983438685803094e-09
2008,1.7881246705542253e-08,8.514879357157668e-10
2009,2.813233557219519e-08,4.76819250749827e-10
2010,1.7005655550406118e-08,9.447586046817946e-10
2011,7.647943611743813e-09,1.911985902935953e-09
2012,2.0765941854961056e-08,0.0
2013,2.5938863501551168e-08,2.789125042035323e-10
2014,3.572984397237633e-08,2.3819897165822113e-09
2015,5.14245499516619e-08,0.0
2016,6.338300551078646e-08,2.0713399884186856e-09
2017,1.1320251402935355e-08,7.54683426862357e-10
2018,2.090988004965766e-08,7.744400121190154e-10
2019,5.30605461790401e-08,0.0
