year,deux_DET oeufs_NOUN,deux_DET gueux_NOUN
2002,1.79630080254789e-08,3.066854992184176e-09
2003,1.5417615628621206e-08,6.250384654293839e-09
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,2.657212228029948e-08,2.251874686720612e-09
2006,1.5647981743693862e-08,1.2353669198716943e-09
2007,7.589511158423434e-09,1.1983438685803094e-09
2008,1.3198063253394565e-08,2.9802078582719105e-09
2009,1.0966842323156811e-08,3.814554005998616e-09
2010,7.085689646135762e-09,3.7790344187271785e-09
2011,7.265546830836911e-09,3.441574691898097e-09
2012,8.510632198976964e-09,2.0425516833455504e-09
2013,1.1993238013818797e-08,8.367375126105969e-10
2014,9.961047819917468e-09,2.5985342766432495e-09
2015,7.536356275150702e-09,2.6598904884211905e-09
2016,4.97121616094276e-09,1.0356699942093428e-09
2017,3.5218559180094644e-09,4.276539178338368e-09
2018,2.0393587263356494e-08,2.0651733656507076e-09
2019,1.938750648911025e-08,2.2958890344426663e-09
