year,ces_DET os_NOUN,ces_DET gosses_NOUN
1922,2.5158760053045626e-07,2.6560567079059183e-08
1923,2.4841319046231547e-07,4.140219722614802e-08
1924,2.0368766229239554e-07,2.707241097965607e-08
1925,2.8045354838468484e-07,2.3096173862313663e-08
1926,3.243526265350738e-07,1.7833821197577038e-08
1927,2.642366254690387e-07,4.3481976685910695e-08
1928,2.159521805822351e-07,3.88485417168738e-08
1929,2.0164135605682532e-07,6.127223439733598e-08
1930,1.8066198670396716e-07,5.566909999643599e-08
1931,2.3152874106813215e-07,3.649714219733369e-08
1932,2.5535720382663385e-07,3.9454330025279205e-08
1933,2.1450138731893276e-07,4.014731924684156e-08
1934,2.7437818062026054e-07,4.3133690397212376e-08
1935,2.6449907153391905e-07,5.505410793915644e-08
1936,1.8187071759712126e-07,2.667437204451062e-08
1937,2.883366079231564e-07,6.295559051849864e-08
1938,2.3467038712254862e-07,5.4453900499851215e-08
1939,2.202343321044964e-07,3.976453299969762e-08
1940,2.966866041731464e-07,3.296517814277422e-08
1941,3.6893783317282214e-07,1.0625409530007346e-07
1942,2.3060009013420313e-07,7.585529537834645e-08
1943,3.774205836748479e-07,8.709705712206528e-08
1944,2.6669444608273807e-07,7.711646610175649e-08
1945,2.6577749423495334e-07,1.2199622823061418e-07
1946,1.8654279543284247e-07,1.1554516277101357e-07
1947,2.3364907875134122e-07,9.894323049763898e-08
1948,2.6309968959026264e-07,8.914948068650119e-08
1949,1.452917253175201e-07,7.166416260417918e-08
1950,2.244061256817531e-07,9.146410917537651e-08
1951,3.283711720314386e-07,1.2260612081149702e-07
1952,5.13531958290514e-07,7.275914803983596e-08
1953,2.294825200976902e-07,1.1312518566342078e-07
1954,2.277000916706129e-07,1.270429708100096e-07
1955,3.2380345516003217e-07,8.634759218750787e-08
1956,2.4070350335136936e-07,1.2994500764307304e-07
1957,2.685851470118905e-07,9.983592264006802e-08
1958,2.705023653959415e-07,7.941353530327433e-08
1959,2.356227284394663e-07,8.215792668408994e-08
1960,1.3634041451382473e-07,8.581833199627908e-08
1961,2.2789961917624169e-07,9.796904798520245e-08
1962,1.953322623649001e-07,9.38609536760282e-08
1963,1.357871219909157e-07,1.1250932896444965e-07
1964,1.6974270877767594e-07,8.700074705103589e-08
1965,1.8495506637350445e-07,6.894774617904886e-08
1966,2.570130632761902e-07,8.640956394856403e-08
1967,2.06088021315054e-07,8.332266787647313e-08
1968,2.3669760906841475e-07,1.0015857299094932e-07
1969,4.1375414738809013e-07,9.946449708309046e-08
1970,1.5497703209632618e-07,8.369679260766816e-08
1971,1.8087159503465955e-07,8.581123500661647e-08
1972,1.55443444782577e-07,7.438713112151163e-08
1973,1.2404708904512063e-07,1.1963652291058224e-07
1974,1.6201646602098663e-07,6.750685832557224e-08
1975,1.6163489569009926e-07,9.024139036029055e-08
1976,1.7254851414350014e-07,1.0741430145344566e-07
1977,1.2870152410471292e-07,1.1165885194230896e-07
1978,1.6990090756507925e-07,1.0336629241436412e-07
1979,1.3518058317174564e-07,1.1645426845063866e-07
1980,2.3365968715438612e-07,1.0574380304717579e-07
1981,1.4422252903045774e-07,1.3030632395327757e-07
1982,1.396688027455184e-07,1.340820467987669e-07
1983,1.2504325574980157e-07,9.599280215155659e-08
1984,1.6005264136254027e-07,9.452384119867929e-08
1985,1.762558579088136e-07,8.963181663546038e-08
1986,1.624505507891172e-07,9.651121857245926e-08
1987,1.2099417112665378e-07,8.066277867868621e-08
1988,1.4511659962579415e-07,1.1213555861644409e-07
1989,1.9373071324935154e-07,1.1854343640038678e-07
1990,1.1660112875233608e-07,9.916544918553427e-08
1991,1.254353563240329e-07,9.788646604391715e-08
1992,1.438095402761519e-07,1.101988829077527e-07
1993,1.390341015650165e-07,1.096763035945969e-07
1994,1.4769794454139173e-07,1.0602602706910602e-07
1995,1.4369494749644218e-07,1.019420770020929e-07
1996,1.2491135947811927e-07,1.1637040842060742e-07
1997,1.2226981027652073e-07,1.126800182049692e-07
1998,1.1824960388651107e-07,1.0060752941853934e-07
1999,1.93776521939526e-07,7.769342325048001e-08
2000,1.6302536920420607e-07,1.0161472729919296e-07
2001,1.3099823092943552e-07,9.331980876936541e-08
2002,1.4063721209822688e-07,9.726311844815427e-08
2003,1.3334153692312611e-07,1.0792330229492109e-07
2004,1.0923882065583257e-07,1.1188169857234698e-07
2005,1.0673886663425947e-07,1.0403661487856652e-07
2006,1.7748105562986893e-07,1.1530091637013129e-07
2007,1.5179022305744638e-07,1.481951930060177e-07
2008,1.1154492263187876e-07,1.5795101049320692e-07
2009,1.316021158714875e-07,1.6974765237876e-07
2010,1.8658982625652243e-07,2.30521095545555e-07
2011,1.430165550431184e-07,2.432046173339586e-07
2012,1.8961687331398025e-07,3.159146650943967e-07
2013,1.6874206387740287e-07,3.0317789523337524e-07
2014,1.4876608034342098e-07,3.423568948335287e-07
2015,2.221008479352804e-07,2.713088242956019e-07
2016,2.2204766025879508e-07,2.665814697877522e-07
2017,2.1760037505202945e-07,3.1545766887575155e-07
2018,1.6263240887326447e-07,2.674399581792386e-07
2019,2.0739529738023066e-07,2.727005927738446e-07
