year,beaux_ADJ âges_NOUN,beaux_ADJ gages_NOUN
1886,1.5488312854472497e-08,5.162771099520569e-09
1887,9.793386546164129e-09,4.570247291724172e-09
1888,1.268122939990235e-08,3.804368819970705e-09
1889,1.3156786771162388e-08,3.759081934617825e-09
1890,9.176140736144589e-09,2.6217545912032847e-09
1891,9.561330394092238e-09,0.0
1892,7.522214851007902e-09,2.5074049503359674e-09
1893,4.310891643655168e-09,1.2316833108982905e-09
1894,6.301539290376468e-09,4.411077725308132e-09
1895,9.629783193076946e-09,4.213029924926559e-09
1896,1.0614652268259306e-08,0.0
1897,6.409385022720926e-09,5.826713556089658e-10
1898,6.224190496340043e-09,2.26334195829736e-09
1899,9.39688327150634e-09,1.1055156790007459e-09
1900,5.710158568206225e-09,8.30568502863116e-09
1901,7.265360757457984e-09,3.912117296778206e-09
1902,2.9461704187383475e-09,1.9641135384773634e-09
1903,3.7801539676252105e-09,1.2420506401156217e-08
1904,1.4511488011237361e-08,3.2247751136083025e-09
1905,3.096455536422127e-09,3.6125313851442797e-09
1906,5.144184633820714e-09,3.600929110447737e-09
1907,8.742834012309686e-09,4.114274698707732e-09
1908,1.5716445034286153e-08,3.437972351250096e-09
1909,1.4302557360679202e-08,1.6502950117569526e-09
1910,3.206490406526541e-09,5.878565634276356e-09
1911,5.852411444351446e-09,3.7242617878519013e-09
1912,5.2094213387476884e-09,7.814131564032323e-09
1913,7.954484182448596e-09,2.6514948014977335e-09
1914,1.1384464038144415e-08,7.366418142140674e-09
1915,4.712304768617059e-09,5.890381071793627e-09
1916,1.648119329900055e-08,2.7468654906215306e-08
1917,1.315970976634162e-08,1.5352993543160665e-08
1918,2.2972752589112133e-09,8.040463406189247e-09
1919,1.012863304339362e-08,3.6831393490643904e-09
1920,6.057785384427916e-09,5.300562211374427e-09
1921,7.572747429129834e-10,1.1359120755116692e-08
1922,2.951174193910333e-09,3.6889677978990676e-09
1923,8.492758496458919e-09,3.1847844361720945e-09
1924,1.4180787211159895e-08,7.734974438733389e-09
1925,9.898360353588487e-09,6.598906754362588e-09
1926,4.458455382660986e-09,5.57306911730393e-09
1927,6.689535148041159e-09,1.0034302277972529e-08
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,5.570202965543558e-09,8.912325100141061e-09
1930,3.1510811737689437e-09,0.0
1931,5.7026783295555106e-09,5.7026783295555106e-09
1932,3.287861094491973e-09,6.575722188983946e-09
1933,1.1470662197865522e-09,9.176529758292418e-09
1934,1.1981580172459871e-09,2.3963160344919743e-09
1935,0.0,2.393656828303392e-09
1936,0.0,7.274828739411987e-09
1937,5.0364472592434595e-09,8.813782592653752e-09
1938,3.8895642262559704e-09,0.0
1939,1.3764645423464117e-08,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,0.0,1.4757512545315876e-08
1942,6.068423541449874e-09,0.0
1943,5.806470415592457e-09,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,4.357008087652048e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,2.3841741914054637e-09,0.0
1948,1.0871888278529696e-08,3.2615663503321457e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,2.1270722960764488e-09,1.0635361480382244e-09
1951,1.3859822622919182e-08,4.264560704569931e-09
1952,7.381362632230548e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,0.0
1954,2.9317608341017376e-09,4.886268278880834e-09
1955,3.754243138587299e-09,4.6928039232341234e-09
1956,9.593255967388359e-09,0.0
1957,7.951533653738352e-09,4.417518795207798e-09
1958,1.6544486891589827e-09,0.0
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.920833350854139e-10,2.076250060767393e-09
1961,6.948159270159238e-10,2.08444772553662e-09
1962,1.9025869768540815e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,0.0
1964,2.4335873316516654e-09,0.0
1965,1.6416130677043839e-09,1.6416130677043839e-09
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,3.451234853457663e-09,9.860671168482327e-10
1968,5.3896989093971115e-09,2.245707841908029e-09
1969,4.541757636644661e-09,1.8167031212712459e-09
1970,4.1388523719376735e-09,1.3796175313274261e-09
1971,3.5968783507200897e-09,1.0276794970565106e-09
1972,4.6171320100540925e-09,3.0780880067027283e-09
1973,7.1671650836435674e-09,1.102640756478479e-09
1974,0.0,0.0
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,5.713526873840635e-10
1977,1.7630346071939584e-09,1.7630346071939584e-09
1978,5.940591352171509e-10,0.0
1979,4.681578680276743e-09,0.0
1980,5.685150683554241e-10,0.0
1981,0.0,0.0
1982,1.8622506869903077e-09,2.483000915987077e-09
1983,1.89459470334441e-09,0.0
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,6.015558051686298e-10,1.8046674155058895e-09
1986,0.0,5.994485463567401e-10
1987,1.8332451112712533e-09,0.0
1988,1.1993107618124554e-09,0.0
1989,1.0976244357863152e-09,0.0
1990,2.179460389939436e-09,0.0
1991,5.861465202094962e-10,1.1722930404189924e-09
1992,4.4079553340736766e-09,1.1019888335184191e-09
1993,1.661762283333701e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,3.164955852952289e-09
1995,2.1689803286761844e-09,1.626735190995987e-09
1996,1.6014276571496566e-09,5.338092190498855e-10
1997,9.58978896292706e-10,0.0
1998,1.9072516899143466e-09,4.768129224785866e-10
1999,3.1991407301035224e-09,0.0
2000,3.092622158362701e-09,4.418031274155965e-09
2001,0.0,1.3143635069212678e-09
2002,0.0,4.38122149670761e-10
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,1.3214374039449694e-09,0.0
2005,4.5037495954858286e-10,4.5037495954858286e-10
2006,4.1178899179428186e-10,8.235779835885637e-10
2007,3.994479469415779e-10,0.0
2008,0.0,8.514879357157668e-10
2009,2.384096253749135e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,7.64794394481072e-10,1.1471915639660324e-09
2012,1.3617010852229328e-09,1.3617010852229328e-09
2013,8.367375126105969e-10,2.5102124823206395e-09
2014,6.496335691608124e-10,1.9489005964601347e-09
2015,2.21657536769726e-09,1.994917786518613e-09
2016,4.142679976837371e-09,3.5212781579474495e-09
2017,7.54683426862357e-10,1.7609279590047322e-09
2018,1.5488800242380307e-09,3.3559066636712487e-09
2019,1.02039510174734e-09,7.65296326310505e-10
