year,quelques_DET arts_NOUN,quelques_DET gares_NOUN
1861,2.923897596263103e-08,4.2443675241088386e-09
1862,3.3884898442693157e-08,1.3553959066214816e-09
1863,2.1476870060155306e-08,4.495158911765884e-09
1864,5.8495679411407764e-08,1.0548401263577034e-08
1865,3.43599646512871e-08,2.8241065486156458e-08
1866,2.6274309505858184e-08,9.731225825149181e-10
1867,3.34843974769683e-08,6.79393608038481e-09
1868,1.9265508632848594e-08,3.4579118457500613e-09
1869,3.125452263663675e-08,6.348574999037737e-09
1870,3.325748254567884e-08,5.734048791339319e-10
1871,3.080141297573391e-08,2.1242354542039266e-09
1872,2.1770421909650395e-08,3.265563219834178e-08
1873,4.3099231017418305e-08,6.584604861359367e-09
1874,4.480956716790274e-08,1.7923827755339516e-08
1875,3.089624556196213e-08,2.8607636259891933e-09
1876,3.929909553335165e-08,6.04601479992084e-09
1877,2.5976227391311113e-08,2.4739263970730008e-09
1878,4.589707458535486e-08,4.22736201599605e-09
1879,2.8713828426063515e-08,1.221865053580018e-09
1880,1.7328185109022343e-08,7.059631101924424e-09
1881,2.719277958362909e-08,9.064259565150223e-09
1882,1.3976308776975088e-08,1.3310770263785798e-08
1883,4.4235374030421326e-08,1.2638677937548692e-08
1884,4.555170995956814e-08,7.2618666635548834e-09
1885,3.931837810888794e-08,9.023890079618013e-09
1886,2.0005737511041843e-08,3.872078213618124e-09
1887,2.6768590899450828e-08,1.1752064210668323e-08
1888,2.282621380800265e-08,1.0144983297877275e-08
1889,2.7566601445982997e-08,1.3783300722991498e-08
1890,1.5075089287996946e-08,1.4419650362640368e-08
1891,1.3385862196457765e-08,7.0116419337296065e-09
1892,3.19694137829174e-08,1.4417578686476418e-08
1893,2.2786141196107224e-08,1.7859407730469457e-08
1894,1.3863386882917439e-08,2.8987080291642542e-08
1895,9.027921521465032e-09,2.4676319432259675e-08
1896,4.717623180994224e-09,6.486732040400511e-09
1897,1.5149455023788505e-08,2.0976169468056582e-08
1898,6.790025763869778e-09,1.527755810748488e-08
1899,2.4874102777516782e-08,1.1055156790007459e-08
1900,2.284063338464648e-08,1.7130474816440255e-08
1901,2.179608138419553e-08,3.2973560104565536e-08
1902,7.365426046845869e-09,1.6694965410124496e-08
1903,5.400220270956879e-09,1.5120615870500842e-08
1904,8.061937784020756e-09,8.599400302955473e-09
1905,1.0321518084666081e-08,1.0321517696088023e-08
1906,5.658602919567102e-09,1.388929860013377e-08
1907,2.005708904517789e-08,1.8514235478050978e-08
1908,4.911388851169818e-09,1.4243028090277221e-08
1909,1.6502950117569526e-08,1.3752458727367411e-08
1910,5.34415089958884e-09,9.619471441624228e-09
1911,6.384448858476333e-09,1.0640748726586935e-08
1912,1.1981668990301841e-08,1.041884239993962e-08
1913,1.643926872407775e-08,9.015082902408267e-09
1914,2.4777952134513725e-08,1.0714789944188396e-08
1915,3.534228465440492e-09,2.00272951556002e-08
1916,9.888715624128963e-09,1.6481192410822132e-08
1917,1.315970976634162e-08,0.0
1918,8.040463406189247e-09,3.44591288836682e-09
1919,1.4732557396257562e-08,1.1970202606903513e-08
1920,9.843901693784574e-09,3.786115865267448e-09
1921,9.087297137000405e-09,6.8154727417280014e-09
1922,1.3280283539529592e-08,9.591316185719734e-09
1923,1.1677542488541803e-08,9.554353752605493e-09
1924,1.289162443462999e-09,7.734974660777993e-09
1925,1.2097995494286806e-08,1.5397448649423495e-08
1926,7.802297141701331e-09,8.916910765321973e-09
1927,8.919379901328739e-09,7.804457302640344e-09
1928,1.4853853147478446e-08,1.82816659588525e-08
1929,1.8938690837799754e-08,4.4561625500705304e-09
1930,9.453243521306831e-09,9.453243188239924e-09
1931,1.8248570654577634e-08,9.124285327288817e-09
1932,1.3151444377967891e-08,6.575722188983946e-09
1933,1.7205992852709073e-08,5.735331320977366e-09
1934,7.188948103475923e-09,4.7926320689839486e-09
1935,4.787313656606784e-09,9.574627313213568e-09
1936,9.699771652549316e-09,4.849885826274658e-09
1937,3.777335444432595e-09,8.813782592653752e-09
1938,1.2965214457594243e-08,5.186085672015395e-09
1939,7.647025235257843e-09,6.117620188206274e-09
1940,3.803674397673262e-08,1.5214697057785997e-08
1941,2.066051862925633e-08,2.9515025978810172e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,1.161294105322952e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,0.0,1.6705325123211878e-08
1947,8.344609447874518e-09,5.960435700558264e-09
1948,8.697510267552389e-09,2.174377566888097e-09
1949,3.9268033269479474e-09,2.3560819850665382e-08
1950,8.508289184305795e-09,4.2541445921528975e-09
1951,1.4925962688039363e-08,9.595261474260042e-09
1952,1.265376459169687e-08,8.435843135146115e-09
1953,8.619061908632375e-09,4.3095309543161875e-09
1954,1.1727043558451555e-08,4.886268278880834e-09
1955,9.385608290557457e-09,3.754243138587299e-09
1956,6.104799110673298e-09,8.72114158667614e-10
1957,2.032058654677371e-08,7.068030161150318e-09
1958,8.272243445794913e-10,7.445019267748876e-09
1959,5.425523585955716e-09,4.650448581777766e-09
1960,8.997083578154985e-09,5.536666680683311e-09
1961,5.558527582660844e-09,4.86371165564492e-09
1962,8.878739188311613e-09,3.805173953708163e-09
1963,5.172842487688456e-09,5.819447923549603e-09
1964,6.083968440151466e-09,6.692365217553231e-09
1965,6.019247544841733e-09,2.188817405102128e-09
1966,1.6617224152248866e-08,3.8773522170743036e-09
1967,1.133977206579928e-08,4.437302081328198e-09
1968,1.8863946849023705e-08,7.186265360559219e-09
1969,1.8621206215874153e-08,3.1792304344691047e-09
1970,1.1496812390987543e-08,6.438214850135182e-09
1971,1.2845993824228685e-08,4.1107179882260425e-09
1972,1.3851396807318395e-08,8.208234980600082e-09
1973,6.064523994098181e-09,5.513203671370093e-09
1974,5.6255716751607565e-09,2.2502286700643026e-09
1975,1.0851811893530794e-08,9.709516302081056e-09
1976,9.141642942633865e-09,3.4281160132820787e-09
1977,5.289103821581875e-09,5.876781838942691e-10
1978,1.0693064211864112e-08,5.346532105932056e-09
1979,7.022368020415115e-09,5.851973350345929e-10
1980,1.762396639737318e-08,7.390696110665118e-09
1981,1.012087885721158e-08,2.5302198114474095e-09
1982,7.449002858983533e-09,3.103751144983846e-09
1983,1.0736037059366765e-08,5.052252838311233e-09
1984,6.958810083723677e-09,4.059305891424003e-09
1985,5.414002135495366e-09,1.8046674155058895e-09
1986,5.994485352545098e-09,2.3977942409381114e-09
1987,5.49973533381376e-09,6.721898593298192e-09
1988,1.2592763165564236e-08,5.996553809062277e-10
1989,4.939309850016116e-09,1.6464366536794728e-09
1990,8.717841670780047e-09,6.538381169818308e-09
1991,3.5168792322792797e-09,5.2753188484189195e-09
1992,7.713921945651236e-09,2.754972083796048e-09
1993,9.970573700002205e-09,3.3235244556450994e-09
1994,5.274926662135471e-09,6.857404755145069e-09
1995,4.3379608238858225e-09,1.0844901643380922e-09
1996,5.871901409548741e-09,4.270473752399084e-09
1997,2.3974471297094624e-09,2.8769365778558154e-09
1998,8.105819793158275e-09,7.152193948201102e-09
1999,1.4167623435534793e-08,3.6561609850771504e-09
2000,7.068850504943214e-09,3.97622823555821e-09
2001,1.0514907999858991e-08,5.257454027685071e-09
2002,1.0514931592098264e-08,6.571832411594869e-09
2003,4.166922806803086e-09,4.166922806803086e-09
2004,7.488144965206445e-09,2.2023955992267474e-09
2005,5.404499514582994e-09,4.954124666056714e-09
2006,9.47114670024618e-09,6.58862386870851e-09
2007,7.1900631282151295e-09,4.393927444112933e-09
2008,3.405951742863067e-09,5.960415716543821e-09
2009,1.192048149079028e-08,4.768192729542875e-09
2010,7.558069059498962e-09,1.0864723787307184e-08
2011,8.030340808984349e-09,3.82397197240536e-09
2012,7.82978132329859e-09,5.4468042298694286e-09
2013,5.857162421740725e-09,6.972812771621761e-09
2014,5.630157631775212e-09,7.579058158846408e-09
2015,7.53635653882867e-09,4.433150790905671e-09
2016,8.492494263379058e-09,1.0149565909944869e-08
2017,4.2765391228272165e-09,4.024978267347379e-09
2018,5.6792268665617485e-09,6.9699601645822895e-09
2019,6.887667103327999e-09,4.336679348959649e-09
