year,six_DET os_NOUN,six_DET gosses_NOUN
1938,5.186085783037697e-09,6.482607339819424e-09
1939,0.0,3.058810094103137e-09
1940,2.028626333583361e-08,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,0.0
1943,8.709705845433291e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,0.0
1945,2.178504043826024e-09,2.178504043826024e-09
1946,8.352662561605939e-09,2.227376683094917e-08
1947,2.3841741914054637e-09,1.1920870957027319e-08
1948,1.5220643190261285e-08,6.523132700664291e-09
1949,0.0,2.945102384188658e-09
1950,2.1270722960764488e-09,5.317680518146517e-09
1951,2.4521224162299404e-08,0.0
1952,9.490323193972472e-09,9.490323193972472e-09
1953,6.464296653518886e-09,3.232148326759443e-09
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,8.447047505910632e-09,9.385607846468247e-10
1956,8.72114158667614e-10,3.488456634670456e-09
1957,8.835037701437898e-10,5.301022731885041e-09
1958,1.6544486891589827e-09,5.790570245522986e-09
1959,6.975672928177801e-09,3.8753737996444215e-09
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,4.86371165564492e-09,8.337791068679934e-09
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,0.0,4.526237162849611e-09
1964,6.083968329129164e-10,4.867174663303331e-09
1965,1.6416130677043839e-09,6.0192477668863376e-09
1966,3.8773522170743036e-09,4.431259692516676e-09
1967,1.4791006197611978e-09,4.437302081328198e-09
1968,5.389698881641536e-09,5.38969885388596e-09
1969,1.0900218838649778e-08,7.720988071113766e-09
1970,5.058597540852361e-09,1.0577067582895339e-08
1971,1.0276794526475896e-08,2.569198720436816e-08
1972,1.5903455441446113e-08,3.0780880067027283e-09
1973,1.6539611902288698e-09,7.718485461882807e-09
1974,9.00091468025721e-09,1.0126029015289362e-08
1975,6.8537762132336866e-09,6.282628195464213e-09
1976,2.856763492431469e-09,1.0284348483935446e-08
1977,5.876782005476144e-09,4.113747231748732e-09
1978,1.1881182704343018e-09,5.940591130126904e-09
1979,0.0,8.192762912528906e-09
1980,3.411090521154847e-09,1.0233271119375331e-08
1981,2.5302198114474095e-09,2.5302198669585607e-09
1982,0.0,7.449002747961231e-09
1983,1.8945948143667124e-09,9.472974182855864e-09
1984,2.3196033982486597e-09,2.8995041922996734e-09
1985,2.4062232206745193e-09,6.015557829641693e-09
1986,2.3977941854269602e-09,5.3950369172106605e-09
1987,2.4443267965246207e-09,6.110816741511371e-09
1988,4.797243047249822e-09,5.99655392008458e-09
1989,1.6464366536794728e-09,6.036934174780129e-09
1990,2.724325431913144e-09,4.358920779878872e-09
1991,1.7584396161396398e-09,8.20605094986604e-09
1992,5.509944167592096e-10,6.060938417817852e-09
1993,2.2156830259412175e-09,4.985286850001103e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,3.253470381991974e-09,3.253470381991974e-09
1996,5.3380921904988554e-09,5.3380921904988554e-09
1997,1.917957792585412e-09,3.835915585170824e-09
1998,9.536258449571733e-10,7.629006648635084e-09
1999,4.570201023179621e-09,1.0511462811280126e-08
2000,2.2090157481002848e-09,3.97622823555821e-09
2001,3.5049693702937645e-09,6.1336963841363e-09
2002,3.066854992184176e-09,3.9430991805033955e-09
2003,4.583615265119079e-09,6.250384210204629e-09
2004,2.642874807889939e-09,3.0833539332864035e-09
2005,9.007499190971657e-10,3.6029997874109654e-09
2006,2.4707338397433887e-09,4.941467679486777e-09
2007,3.994479413904628e-09,6.7906151812735516e-09
2008,8.514879357157668e-10,1.1069342997771514e-08
2009,5.245011980292702e-09,6.198650481792356e-09
2010,2.3618964561933353e-09,9.919964960580785e-09
2011,5.353560705856353e-09,9.942326739675877e-09
2012,4.425528443707805e-09,1.3276585497656868e-08
2013,3.904775058849452e-09,1.6455838025564162e-08
2014,1.9489005964601347e-09,1.4725027530637647e-08
2015,3.768178130636457e-09,1.0639561787151308e-08
2016,4.971216327476213e-09,1.1185236514776875e-08
2017,4.024978128569501e-09,7.798395040836681e-09
2018,3.614053500911041e-09,8.518840410864925e-09
2019,3.8264816870636764e-09,7.397864321134762e-09
