year,plusieurs_DET âges_NOUN,plusieurs_DET ages_NOUN,plusieurs_DET gages_NOUN
1853,2.6276500753041887e-08,5.971931837933653e-10,0.0
1854,3.792835201466005e-08,0.0,2.0782657816909023e-09
1855,4.6701046585440054e-08,0.0,1.0613874223963649e-09
1856,2.9509978016761806e-08,0.0,5.177189232874468e-10
1857,3.270611159678083e-08,0.0,2.9289055625270066e-09
1858,1.8106600663259087e-08,4.893676019968041e-10,0.0
1859,5.0412516827691434e-08,0.0,6.110608019582742e-09
1860,3.524431591017674e-08,0.0,4.577183909670879e-10
1861,5.423358251377408e-08,0.0,0.0
1862,3.6595690033891515e-08,9.035972525772706e-10,9.035972525772706e-10
1863,3.596127129412707e-08,4.994620828036034e-10,1.4983863039219614e-09
1864,4.411149845395812e-08,0.0,4.794727948009836e-10
1865,5.17752880568878e-08,0.0,3.294791106611683e-09
1866,4.670988573707291e-08,4.865612912574591e-10,1.4596839292835284e-09
1867,6.890992665375961e-08,4.85281148598915e-10,1.455843445796745e-09
1868,5.3350639794835786e-08,0.0,1.4819622196071691e-09
1869,2.6859355628516823e-08,4.883519144627257e-10,0.0
1870,3.55511033944822e-08,5.734048791339319e-10,0.0
1871,2.0180236370848093e-08,0.0,0.0
1872,7.680120805986235e-08,0.0,7.861540751719076e-09
1873,3.591602748542755e-08,0.0,0.0
1874,3.883495836021211e-08,0.0,2.9873046258899194e-09
1875,4.462791147741285e-08,0.0,5.721527140956084e-10
1876,6.408775998778538e-08,6.04601479992084e-10,2.418405919968336e-09
1877,5.442638084662832e-08,6.184815992682502e-10,6.184815992682502e-10
1878,3.623453265211296e-08,0.0,0.0
1879,4.826366861720999e-08,0.0,0.0
1880,4.6208492143762214e-08,0.0,1.2835692508872398e-09
1881,4.2532295907449225e-08,0.0,0.0
1882,1.4641846846075168e-08,0.0,0.0
1883,2.1485751844352308e-08,0.0,0.0
1884,3.300848305798354e-08,1.9805090900604227e-09,0.0
1885,3.93183761104865e-08,0.0,1.933690763067375e-09
1886,7.744156427236248e-09,1.2906927748801422e-09,3.2267319927115068e-09
1887,2.3504128421336645e-08,1.9586774424595887e-09,0.0
1888,2.599652049184442e-08,0.0,9.510921827882157e-09
1889,3.5084767091575486e-08,6.265136742733546e-10,3.759081934617825e-09
1890,2.4906668727453507e-08,0.0,2.6217545912032847e-09
1891,2.2309770031370135e-08,6.374220040683554e-10,6.374220040683554e-10
1892,2.6954603882245465e-08,0.0,3.761107425503951e-09
1893,2.894455697344256e-08,6.158416554491453e-10,1.2316833108982905e-09
1894,3.4028310835765296e-08,0.0,1.8904617871129403e-09
1895,2.046328972937772e-08,0.0,1.8055843487019274e-09
1896,2.181900704556483e-08,0.0,5.89702897624278e-10
1897,1.981082675683865e-08,0.0,5.826713556089658e-10
1898,2.546259736391221e-08,0.0,2.26334195829736e-09
1899,1.7688250864011934e-08,5.527578395003729e-10,2.7637891975018647e-09
1900,1.4015843263770478e-08,5.191053142894475e-10,4.15284251431558e-09
1901,1.0059730159994729e-08,5.588738916095792e-10,6.706486921359556e-09
1902,2.3078333910575566e-08,0.0,5.892340837476695e-09
1903,2.2680925582108102e-08,5.400220270956879e-10,3.2401321625741275e-09
1904,1.3436562973367927e-08,0.0,6.449550227216605e-09
1905,2.2191263937543226e-08,0.0,0.0
1906,1.0802787109298606e-08,5.144184522798412e-10,3.0865106026567446e-09
1907,1.491424583832668e-08,5.142843373384665e-10,2.057137349353866e-09
1908,1.2278472460991452e-08,0.0,1.4734167219643268e-09
1909,2.0353638774395222e-08,1.1001967115120692e-09,1.6502950117569526e-09
1910,1.3894791983659616e-08,1.068830135508847e-09,1.068830135508847e-09
1911,2.2345570727111408e-08,0.0,0.0
1912,2.5526164293410147e-08,0.0,1.5628263128064646e-09
1913,1.0075680734189518e-08,5.30298971401777e-10,5.30298971401777e-10
1914,1.339348720819089e-08,6.696743715117748e-10,2.0090231700464756e-09
1915,9.424609537234119e-09,0.0,7.068456930880984e-09
1916,6.592477230782379e-09,0.0,1.0987462051303964e-09
1917,1.973956464951243e-08,0.0,0.0
1918,1.2635013924011673e-08,0.0,3.44591288836682e-09
1919,1.841569702287771e-08,0.0,9.207848372660976e-10
1920,6.057785384427916e-09,0.0,0.0
1921,3.4077363153528495e-08,7.572747429129834e-10,0.0
1922,2.1396012073182646e-08,0.0,3.6889677978990676e-09
1923,1.4862327812892318e-08,0.0,1.0615948120573648e-09
1924,1.804827398643738e-08,0.0,0.0
1925,2.1996355625830688e-08,0.0,4.399271169575059e-09
1926,2.229227646921572e-08,0.0,2.229227691330493e-09
1927,2.1183527820767267e-08,0.0,1.1149224876660924e-09
1928,2.399468712610542e-08,0.0,1.1426041224282812e-09
1929,2.4508894469477127e-08,0.0,7.798284684668033e-09
1930,1.7856125467119455e-08,0.0,0.0
1931,1.8248570654577634e-08,0.0,1.1405356659111021e-09
1932,1.3151443933878681e-08,0.0,1.0959536611565568e-09
1933,1.8353059072495626e-08,0.0,0.0
1934,2.156684431042777e-08,0.0,1.1981580172459871e-09
1935,2.5133396697185617e-08,1.196828414151696e-09,0.0
1936,2.182448710641438e-08,0.0,1.2124714565686645e-09
1937,2.6441348666139675e-08,0.0,0.0
1938,1.2965214679638848e-08,0.0,0.0
1939,3.6705721129237645e-08,0.0,0.0
1940,1.2678914806940611e-08,0.0,0.0
1941,1.4757513433494296e-08,0.0,0.0
1942,2.4273694165799498e-08,0.0,3.034211770724937e-09
1943,2.0322646676618206e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,3.2131861615880553e-09
1945,3.485606470121638e-08,0.0,6.535512131478072e-09
1946,1.6705325123211878e-08,1.3921104269343232e-09,4.1763312808029696e-09
1947,2.0265479960812627e-08,0.0,2.3841741914054637e-09
1948,1.7395020535104777e-08,0.0,3.2615663503321457e-09
1949,1.2762110479513922e-08,0.0,0.0
1950,1.808011518278363e-08,0.0,2.1270722960764488e-09
1951,2.0256663901818683e-08,5.330700769690111e-09,0.0
1952,3.4797853487589236e-08,0.0,1.0544803918932644e-09
1953,3.5553629373907825e-08,0.0,1.0773827385790469e-09
1954,3.4203876841942815e-08,0.0,9.772536113672459e-10
1955,2.2525458831523792e-08,9.385607846468247e-10,1.8771215692936494e-09
1956,2.2674967681268754e-08,8.72114158667614e-10,8.72114158667614e-10
1957,2.4738105619537265e-08,8.835037701437898e-10,1.7670075402875796e-09
1958,1.9026160202884057e-08,8.272243445794913e-10,0.0
1959,1.9376870330489737e-08,7.750747821333448e-10,3.100299128533379e-09
1960,1.7994165935064643e-08,0.0,2.076250060767393e-09
1961,2.014966149488373e-08,6.948159270159238e-10,6.948159270159238e-10
1962,2.346523797491784e-08,0.0,1.9025869768540815e-09
1963,2.7804028301936512e-08,6.466053248388448e-10,0.0
1964,1.8251904820854037e-08,6.083968329129164e-10,0.0
1965,1.4774516721161035e-08,0.0,1.0944086747954884e-09
1966,1.3293779743683842e-08,1.6617224263271169e-09,1.1078149508847446e-09
1967,3.204718201921253e-08,0.0,1.9721342336964653e-09
1968,2.4253646091487724e-08,0.0,1.3474247273492779e-09
1969,2.2708788960379422e-08,4.5417578031781147e-10,9.083515606356229e-10
1970,2.713247759800197e-08,0.0,4.5987250119061684e-10
1971,2.6719666479380066e-08,0.0,1.0276794970565106e-09
1972,2.975485102751918e-08,5.130146862875051e-10,5.130146862875051e-10
1973,2.0950174484113404e-08,5.513203782392395e-10,0.0
1974,1.912694358452427e-08,0.0,3.3753431161187564e-09
1975,1.313640396460869e-08,0.0,1.1422960355389478e-09
1976,1.9997344169464526e-08,5.713526873840635e-10,1.7140580066410394e-09
1977,1.704266816560107e-08,5.876781838942691e-10,5.876781838942691e-10
1978,2.3762364520507617e-08,5.940591352171509e-10,1.1881182704343018e-09
1979,2.3993090181306798e-08,0.0,1.7555920051037788e-09
1980,1.3644361418485573e-08,0.0,1.1370301367108482e-09
1981,1.518131853561755e-08,6.325549528618524e-10,0.0
1982,1.3656505259973528e-08,6.207502289967692e-10,1.8622506869903077e-09
1983,1.6419821946556112e-08,6.315316047889041e-10,6.315316047889041e-10
1984,2.4355836458767044e-08,0.0,1.739702604197646e-09
1985,1.5038894574104233e-08,0.0,1.2031116103372597e-09
1986,1.678455885389951e-08,0.0,0.0
1987,1.7110287964250404e-08,0.0,1.2221633705067347e-09
1988,1.7989661094119924e-08,5.996553809062277e-10,2.398621523624911e-09
1989,2.140367572067703e-08,0.0,3.2928733073589456e-09
1990,1.1442167213715493e-08,0.0,5.44865097484859e-10
1991,1.2309076702354815e-08,5.861465202094962e-10,2.344586080837985e-09
1992,1.1019888113139586e-08,0.0,1.65298330578878e-09
1993,1.1078414630105726e-08,0.0,5.539207426075166e-10
1994,1.1077346040444525e-08,0.0,2.637463358823311e-09
1995,2.0063067651676647e-08,0.0,1.626735190995987e-09
1996,1.0676184158953106e-08,0.0,0.0
1997,1.2466725429760572e-08,0.0,4.79489448146353e-10
1998,1.5258013741359377e-08,0.0,4.768129224785866e-10
1999,2.3765046652801658e-08,0.0,2.285100553223174e-09
2000,1.3254094710646314e-08,0.0,3.092622158362701e-09
2001,2.015357480900093e-08,0.0,3.066848330846028e-09
2002,1.4019908789464353e-08,4.38122149670761e-10,1.3143663935011318e-09
2003,2.750169142418102e-08,4.1669229178253886e-10,2.9168460979889232e-09
2004,1.9821560226507273e-08,0.0,1.7619165015858584e-09
2005,1.8915748967174295e-08,0.0,1.8014998381943315e-09
2006,1.9765871772658983e-08,8.235779835885637e-10,3.706100981659688e-09
2007,1.9173502258107433e-08,0.0,1.997239706952314e-09
2008,1.2772319285536682e-08,0.0,2.1287198670449925e-09
2009,2.050322822633177e-08,0.0,4.76819250749827e-10
2010,1.6533275637442557e-08,0.0,3.7790344187271785e-09
2011,2.0267051981104345e-08,0.0,1.1471915639660324e-09
2012,1.1574459612972987e-08,0.0,1.0212758416727752e-09
2013,1.1714325509615264e-08,0.0,4.462600067256517e-09
2014,1.4725026933892771e-08,0.0,7.145969149746634e-09
2015,1.4186082711309389e-08,0.0,4.43315073539452e-09
2016,1.6570719907349485e-08,4.1426800878596737e-10,6.214019965256057e-09
2017,1.4842107098900215e-08,0.0,4.2765391228272165e-09
2018,1.2132893745242512e-08,0.0,2.0651733656507076e-09
2019,1.7856913892000392e-08,0.0,4.3366790158927415e-09
