year,mêmes_ADJ arts_NOUN,mêmes_ADJ gares_NOUN
1855,3.449509122788186e-08,0.0
1856,1.604928606679934e-08,0.0
1857,2.8312753475034924e-08,0.0
1858,2.3489644007668176e-08,0.0
1859,4.68479939286226e-08,6.110608019582742e-09
1860,4.211009141386057e-08,4.577183909670879e-10
1861,1.131831339762357e-08,9.431927461278633e-10
1862,2.981871105589562e-08,4.517986262886353e-10
1863,2.7969877081091e-08,0.0
1864,1.1986819536957682e-08,1.9178911792039344e-09
1865,2.3063536858103362e-08,4.706844358715045e-10
1866,2.4814625465552353e-08,3.4059290943133647e-09
1867,1.747012134956094e-08,1.94112459439566e-09
1868,2.8157282727647726e-08,1.975949626142892e-09
1869,4.346331894389266e-08,4.883519144627257e-10
1870,2.8096838633473453e-08,2.2936195165357276e-09
1871,3.18635318130589e-09,1.4869648623516696e-08
1872,2.4794090336399677e-08,9.071008832961525e-09
1873,1.1972009161809183e-08,5.387403856360606e-09
1874,8.364453130127458e-09,8.364453130127458e-09
1875,1.3159512146643237e-08,5.149374260327022e-09
1876,2.6602466007830117e-08,3.627608879952504e-09
1877,3.958282268623492e-08,1.4225077116236662e-08
1878,2.2344627481629686e-08,7.2469061862534545e-09
1879,1.710611030603104e-08,0.0
1880,2.8238524407697696e-08,3.8507077526617195e-09
1881,2.370652651961791e-08,1.8128519130300447e-08
1882,2.1962771157291172e-08,5.989846840748214e-09
1883,3.033282780506852e-08,8.21514056781325e-09
1884,2.0465260597291035e-08,7.922036360241691e-09
1885,1.0313017106966527e-08,6.445635691854079e-10
1886,7.744156760303156e-09,7.744156427236248e-09
1887,3.133883863526421e-08,9.793386546164129e-09
1888,2.1558089535744784e-08,5.07249175996094e-09
1889,1.4409814674820609e-08,4.385595886446936e-09
1890,1.9007720730712663e-08,7.865263995654459e-09
1891,1.4023283867459213e-08,5.736798147637501e-09
1892,1.7551833764173352e-08,8.775916882086676e-09
1893,9.853466487186324e-09,3.695050043717174e-09
1894,1.764431090123253e-08,5.041231432301174e-09
1895,5.416753268150387e-09,8.426059849853118e-09
1896,4.717623180994224e-09,8.255840455717589e-09
1897,1.6897470089816125e-08,6.409385022720926e-09
1898,8.487532454637403e-09,7.921697076085366e-09
1899,9.949641111006713e-09,9.949641111006713e-09
1900,8.824790675987515e-09,1.9206897405865675e-08
1901,1.2854099118442264e-08,2.6267072072982955e-08
1902,7.365425602756659e-09,2.258730624760119e-08
1903,1.0260418292773466e-08,1.9440793863623185e-08
1904,1.0749250378694342e-08,2.6873125946735854e-09
1905,6.192911072844254e-09,6.708986699521802e-09
1906,6.173021205313489e-09,2.3148830408104004e-08
1907,1.0799970695529737e-08,1.491424583832668e-08
1908,9.331638795018193e-09,2.4065807124884486e-08
1909,2.475442606453271e-08,1.6502950117569526e-08
1910,1.870452770447173e-08,2.0842188419578633e-08
1911,6.916486494645824e-09,8.51259862599818e-09
1912,7.293189607793238e-09,2.0837684910901544e-09
1913,1.4318072560914885e-08,1.96210621083992e-08
1914,9.37544131218715e-09,9.37544086809794e-09
1915,1.8849219074468238e-08,2.238344798399794e-08
1916,8.789969641043172e-09,4.2851102222130066e-08
1917,9.869781991689308e-09,7.676496771580332e-09
1918,1.1486376294556067e-09,9.189101035644853e-09
1919,3.6831393490643904e-09,3.6831393490643904e-09
1920,3.786115865267448e-09,6.815008557481406e-09
1921,5.300923255902035e-09,2.0446417892117097e-08
1922,9.591316185719734e-09,1.770704471937279e-08
1923,4.246379248229459e-09,1.6985516992917837e-08
1924,2.7072411756812187e-08,7.734974438733389e-09
1925,6.598906754362588e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,1.1149224654616319e-08
1928,1.0283437212876834e-08,6.8556245125250825e-09
1929,8.912325100141061e-09,2.785101571589621e-08
1930,1.470504518152893e-08,1.1553964007759987e-08
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,2.1919073223131136e-09,8.767629289252454e-09
1933,1.1470662197865522e-08,2.408838994938378e-08
1934,3.5944740517379614e-09,1.0783422155213884e-08
1935,1.0771455727365264e-08,4.787313656606784e-09
1936,3.6374143697059935e-09,2.9099314957647948e-08
1937,1.2591118148108649e-09,2.6441348666139675e-08
1938,7.779128452511941e-09,1.1668692678767911e-08
1939,3.058810094103137e-09,6.117620188206274e-09
1940,1.2678914806940611e-08,3.550096039361961e-08
1941,8.854508237732261e-09,0.0
1942,2.4273694831933312e-08,9.102635090130207e-09
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,9.639558484764166e-09
1945,8.714016175304096e-09,8.714016175304096e-09
1946,6.960552134671616e-09,2.7842208538686464e-09
1947,1.549713246618012e-08,5.960435700558264e-09
1948,2.5005341797168512e-08,1.3046265401328583e-08
1949,1.0798709482173763e-08,6.8719057111366055e-09
1950,1.701657836861159e-08,7.444753258312176e-09
1951,1.2793682557799002e-08,9.595261474260042e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,3.9090144454689835e-09,1.07497895029951e-08
1955,3.754243138587299e-09,7.508486277174597e-09
1956,6.104798888628693e-09,3.488456634670456e-09
1957,1.0602045297236629e-08,1.7670075402875796e-09
1958,4.9633461784992505e-09,4.1361216673863055e-09
1959,6.975672928177801e-09,4.650448914844674e-09
1960,6.2287499602575735e-09,4.844583401109048e-09
1961,4.16889545107324e-09,4.16889545107324e-09
1962,2.5367825617905737e-09,1.1415521861124489e-08
1963,3.2330267352165265e-09,5.1728425987107585e-09
1964,4.867174663303331e-09,3.6503808864551957e-09
1965,2.188817405102128e-09,1.0944086747954884e-09
1966,1.0524241922382771e-08,5.539074754423723e-10
1967,1.7749207881223583e-08,0.0
1968,1.8414804320299183e-08,5.838840522187638e-09
1969,9.991866889436096e-09,3.6334062425424918e-09
1970,1.1496812751810026e-08,4.598724956395017e-09
1971,9.762954999992246e-09,4.624557625731995e-09
1972,1.179933784012377e-08,4.104117490300041e-09
1973,1.4885650490015223e-08,1.6539611902288698e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,2.8557400888473694e-09
1976,5.7135269293517865e-09,1.142705374768127e-09
1977,1.7630346071939584e-09,2.938390863960194e-09
1978,3.5643548113029055e-09,1.1881182704343018e-09
1979,3.511183899185255e-09,5.851973350345929e-10
1980,7.959210845953635e-09,3.411090521154847e-09
1981,3.1627747087981106e-09,1.8976649140967083e-09
1982,2.483000915987077e-09,3.7245013739806154e-09
1983,6.94684787472255e-09,6.315316047889041e-10
1984,1.333771981748555e-08,2.3196033982486597e-09
1985,5.4140022465176685e-09,0.0
1986,4.7955883708539204e-09,1.7983456945813714e-09
1987,8.55514348252484e-09,4.888653482026939e-09
1988,4.197587610832443e-09,1.798966087207532e-09
1989,6.585746614717891e-09,1.0976244357863152e-09
1990,4.90378582185258e-09,1.089730194969718e-09
1991,7.033758464558559e-09,2.344586080837985e-09
1992,1.1019888335184191e-09,2.7549720282848966e-09
1993,6.0931280021492285e-09,2.7696036575264316e-09
1994,8.967375231261343e-09,1.5824779264761446e-09
1995,9.218166119318028e-09,4.337960657352369e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,8.630810288678958e-09,4.794894259418925e-09
1998,3.337690568372409e-09,1.9072516899143466e-09
1999,8.683382013430219e-09,1.3710603763428253e-09
2000,1.1486882001143783e-08,8.836062992401139e-10
2001,5.257454110951798e-09,4.3812117822561447e-10
2002,7.00995456126563e-09,8.76244299341522e-10
2003,4.583615265119079e-09,2.5001538617175356e-09
2004,9.250061522303454e-09,2.642874807889939e-09
2005,5.404499514582994e-09,2.251874686720612e-09
2006,4.117890028965121e-09,1.6471559671771274e-09
2007,4.393927444112933e-09,2.7961355453243186e-09
2008,7.237647453584017e-09,2.9802078582719105e-09
2009,6.198650259747751e-09,4.76819250749827e-09
2010,4.2514138876015295e-09,7.085689368580006e-09
2011,9.177532483972684e-09,1.911985902935953e-09
2012,6.127654827992046e-09,5.1063788752969685e-09
2013,2.2313000336282585e-09,2.2313000336282585e-09
2014,6.712880029624557e-09,3.031623174720721e-09
2015,7.536356344539641e-09,5.54143841924315e-09
2016,5.59261792432153e-09,2.278474076078396e-09
2017,3.5218559180094644e-09,4.2765391228272165e-09
2018,4.3884935685412074e-09,1.8070267504555204e-09
2019,4.08158040698936e-09,3.826481798085979e-09
