year,nos_DET arts_NOUN,nos_DET gares_NOUN
1882,1.956683171044915e-07,3.527354053289855e-08
1883,2.8437024701677416e-07,3.349249766415596e-08
1884,3.2678400785357553e-07,1.7824581810543805e-08
1885,1.643637115300578e-07,3.867381265232339e-08
1886,1.664993745098542e-07,2.2587123282846733e-08
1887,1.717107175336352e-07,4.570247114088488e-08
1888,1.9148657059986363e-07,4.818867349598577e-08
1889,2.2366537866247427e-07,4.573549716724301e-08
1890,1.8942176299718838e-07,1.2060071397090866e-07
1891,2.8301537646768793e-07,5.099376210182527e-08
1892,1.748914986166028e-07,2.7581453565517222e-08
1893,1.8598417833581848e-07,5.173069816954978e-08
1894,1.8022402148432093e-07,4.348062021541921e-08
1895,1.8296587511734685e-07,4.754705407172821e-08
1896,2.4118848918064373e-07,4.6586530577652496e-08
1897,1.6606134012331353e-07,7.283391600942934e-08
1898,2.1671498950937007e-07,5.714938566825367e-08
1899,1.86279388358912e-07,4.4220627160029835e-08
1900,1.8428239145773517e-07,3.0108109116966375e-08
1901,1.7660414708409178e-07,5.476963971240423e-08
1902,1.4976366036201227e-07,4.9593865902863854e-08
1903,2.068284372658269e-07,5.346217957225008e-08
1904,1.8649949851123893e-07,4.245953988402107e-08
1905,1.6411214098788207e-07,6.296126286997605e-08
1906,2.0782504761562848e-07,4.3211151101729683e-08
1907,1.4708531348439635e-07,6.994267032212065e-08
1908,2.2395934617946978e-07,6.728602830463615e-08
1909,2.123379602703146e-07,5.005895048482145e-08
1910,1.945270775571828e-07,6.199214941382536e-08
1911,2.2132757115933543e-07,7.076097452429764e-08
1912,2.443218523051627e-07,5.626174787165539e-08
1913,2.7469486241216146e-07,6.257528106790033e-08
1914,2.1697449303914595e-07,5.6922320634811285e-08
1915,2.8038212462888623e-07,1.1898569507451384e-07
1916,2.9446398785992756e-07,1.3624453032434758e-07
1917,3.476356527087887e-07,1.2721052655706444e-07
1918,2.7682167580422856e-07,1.6999836915942979e-07
1919,2.495326918983132e-07,1.4456321428824026e-07
1920,2.370108482807609e-07,1.128262554495052e-07
1921,2.582306929399536e-07,4.392193631019836e-08
1922,2.670812599414596e-07,5.016996240669869e-08
1923,2.0594939131868273e-07,5.414133408265798e-08
1924,2.1657929716312196e-07,4.512068541018266e-08
1925,2.3206155774779802e-07,3.519416935660047e-08
1926,1.6607746755603614e-07,3.009457216762712e-08
1927,2.2632926510723905e-07,5.128643598695248e-08
1928,2.3766165035965514e-07,3.7705934374798744e-08
1929,1.8604478202455255e-07,3.78773812315103e-08
1930,1.8696414416652374e-07,8.087774405751702e-08
1931,1.779235621057751e-07,3.307553342324354e-08
1932,1.600092351949911e-07,3.3974561830518724e-08
1933,1.812364562869817e-07,1.9500125736371388e-08
1934,1.5815686538189766e-07,1.677421224144382e-08
1935,1.7952426389911125e-07,1.0771455727365264e-08
1936,1.4185916663578269e-07,1.6974600836050513e-08
1937,1.3976141044480528e-07,2.7700460147883632e-08
1938,1.750303919578755e-07,7.779128452511941e-09
1939,2.3246956271094632e-07,2.5999886688055085e-08
1940,1.6736167895992082e-07,3.803674530900025e-08
1941,2.5382921808869696e-07,1.4757512545315876e-08
1942,2.518395767481252e-07,1.8205270180260413e-08
1943,1.9741999435218816e-07,1.1612940831184915e-08
1944,1.9279117680071067e-07,3.534504600111177e-08
1945,1.4378126955705284e-07,2.178504132643866e-08
1946,2.422272178392859e-07,3.48027615615365e-08
1947,1.6570010674676894e-07,2.026548062694644e-08
1948,1.435089145296331e-07,3.044128504825494e-08
1949,1.1093219054458814e-07,3.2396128224476683e-08
1950,1.2868787369058055e-07,2.9779013033248702e-08
1951,1.6951628722949863e-07,1.8124382994422206e-08
1952,1.0861147803353788e-07,2.214408867384776e-08
1953,1.1743471595160315e-07,1.6160740301529586e-08
1954,1.3388374320300045e-07,2.0522326504845978e-08
1955,1.1638153951665231e-07,1.220129064449793e-08
1956,1.2558443907018102e-07,1.3953826538681824e-08
1957,1.1573899194594617e-07,1.1485549400447326e-08
1958,8.189520706025633e-08,1.7371711180658167e-08
1959,1.426137536952865e-07,1.3951345856355601e-08
1960,1.2249874936642868e-07,8.305000243069571e-09
1961,1.0074831191531075e-07,1.320150300188061e-08
1962,1.4205982745707502e-07,1.1415521861124489e-08
1963,1.5130564090526377e-07,1.0345685086399214e-08
1964,1.308053247939256e-07,6.0839683291291635e-09
1965,1.3023463463213147e-07,1.094408652591028e-08
1966,1.3681514277052997e-07,1.772503954722282e-08
1967,1.355842309536115e-07,1.9228308612007083e-08
1968,1.679789585207203e-07,1.392338955241712e-08
1969,1.6168658145687687e-07,1.7258679263498777e-08
1970,1.3336302517874543e-07,7.817832603507213e-09
1971,1.7624702985941099e-07,9.762954888969944e-09
1972,2.021277903940799e-07,6.156176013405457e-09
1973,1.0750747536647509e-07,6.064523994098181e-09
1974,9.507215814608116e-08,1.2938814519802833e-08
1975,9.766630881813398e-08,9.138368284311582e-09
1976,1.005580738677736e-07,8.570290255249802e-09
1977,1.1165885638320105e-07,2.9383909194713453e-09
1978,9.148510538015131e-08,8.910887250301869e-09
1979,1.4454374586136964e-07,1.1118749698724173e-08
1980,7.333844465051698e-08,7.95921106799824e-09
1981,8.602747048058745e-08,1.138598904049104e-08
1982,1.173217938355009e-07,1.1173503899897241e-08
1983,9.788739774307942e-08,1.3893695083311286e-08
1984,9.974294812309381e-08,1.4497521405587577e-08
1985,9.444426463112165e-08,7.820225467192188e-09
1986,9.351397256551763e-08,6.593933843390687e-09
1987,8.494035141914935e-08,8.555143260480236e-09
1988,1.0254107141172142e-07,5.99655392008458e-09
1989,7.90289598207039e-08,7.683371272548811e-09
1990,7.519138423006666e-08,7.083246433836621e-09
1991,8.147436680872033e-08,7.619904984768056e-09
1992,9.642402520881888e-08,8.815910668147353e-09
1993,1.0524494076236124e-07,6.647049133334804e-09
1994,1.1446590475472362e-07,1.2659824188965274e-08
1995,8.838594756088725e-08,8.133675954979935e-09
1996,6.138805996869223e-08,1.014237493990322e-08
1997,6.137465113909002e-08,1.006927874414032e-08
1998,7.056831252683082e-08,1.0013071261028017e-08
1999,8.54627615343162e-08,6.398281460207045e-09
2000,1.0205652900552309e-07,1.0603275590881367e-08
2001,9.813914303435922e-08,1.1391150245287918e-08
2002,8.543381779801962e-08,8.324320510677552e-09
2003,7.542130342486075e-08,5.41700001521761e-09
2004,7.135761481702474e-08,6.166707589017051e-09
2005,8.422011443798283e-08,9.45787370643103e-09
2006,9.306430981403935e-08,1.1941880373456115e-08
2007,8.66802076782136e-08,7.190063211481856e-09
2008,7.493094011934431e-08,5.108927503272298e-09
2009,7.581426020308868e-08,9.53638501499654e-09
2010,7.274641583565611e-08,5.668551683601919e-09
2011,4.818204557555106e-08,5.353560705856353e-09
2012,7.693611062120631e-08,6.1276548835031974e-09
2013,6.080292508370277e-08,6.693900100884775e-09
2014,7.795602341431618e-08,9.74450338475652e-09
2015,8.134831741557491e-08,4.43315073539452e-09
2016,1.2303759522325208e-07,1.532791626956964e-08
2017,4.125602554028163e-08,1.0062445099379147e-08
2018,5.550153436839622e-08,7.228107001822082e-09
2019,6.224410059596508e-08,6.632568272380013e-09
