year,seuls_ADJ yeux_NOUN,seuls_ADJ dieux_NOUN
1883,8.21514056781325e-09,8.215140845369007e-09
1884,3.9610181801208455e-09,1.1883054540362536e-08
1885,2.5782542767416317e-09,5.80107206715752e-09
1886,9.034849313138693e-09,5.162771099520569e-09
1887,1.8933882017790893e-08,2.6115698492645834e-09
1888,2.1558090423923204e-08,2.53624587998047e-09
1889,1.628935564212952e-08,2.5060546970934183e-09
1890,1.1142456735058204e-08,1.3108772956016423e-09
1891,1.0198752065093686e-08,8.286486163910922e-09
1892,1.3163876211308434e-08,8.149066310636499e-09
1893,1.1085149687062312e-08,6.158416554491453e-10
1894,1.0082462864602348e-08,6.301539290376468e-09
1895,1.745398137131815e-08,7.824199066419624e-09
1896,3.2433661090180976e-08,1.7691086373616827e-09
1897,1.1653426668090106e-08,4.661370844871726e-09
1898,1.584339415217073e-08,4.526683805572418e-09
1899,1.326618814800895e-08,5.527578395003729e-10
1900,9.863001082521805e-09,6.22926377147337e-09
1901,1.5648469187112823e-08,7.265360812969135e-09
1902,8.838511256215043e-09,6.383369166584885e-09
1903,8.640352433531007e-09,4.860198465905796e-09
1904,1.1286712897629059e-08,3.7622376325430196e-09
1905,1.7030505006232488e-08,9.28936660926638e-09
1906,1.3374879870298173e-08,4.629765903985117e-09
1907,1.131425531042396e-08,5.65712765521198e-09
1908,1.817213934884876e-08,4.911389073214423e-10
1909,1.7053048750881317e-08,3.850688434781091e-09
1910,1.8170112525695004e-08,1.6032452032632705e-09
1911,2.8197982615552064e-08,5.320374141248863e-10
1912,1.40654377034366e-08,5.209421227725386e-10
1913,3.075734156254839e-08,2.6514948014977335e-09
1914,1.0045115850232378e-08,3.348371857558874e-09
1915,2.0027295377644805e-08,2.3561523843085297e-09
1916,7.69122365795738e-09,1.0987462051303964e-09
1917,3.070598708632133e-08,1.0966424213165737e-08
1918,1.9526840588923733e-08,4.594550517822427e-09
1919,2.3940405213807026e-08,9.207848372660976e-10
1920,2.0445025228355007e-08,3.786115865267448e-09
1921,1.5145495524393482e-08,3.7863738810983705e-09
1922,2.951174238319254e-08,3.688967686876765e-09
1923,3.1847843473542525e-08,4.246379248229459e-09
1924,3.2229060309418855e-08,6.445812106292692e-09
1925,2.639562701745035e-08,1.0998177923937646e-09
1926,4.346993875969929e-08,8.916910432255065e-09
1927,2.2298449309232637e-08,1.1149224876660924e-09
1928,3.5420729460611255e-08,3.4278122562625413e-09
1929,2.4508894469477127e-08,5.570202965543558e-09
1930,2.10072066408884e-08,2.100720708497761e-09
1931,2.8513390759599133e-08,4.5621426636444085e-09
1932,2.301502632917618e-08,6.575721855917038e-09
1933,2.523545639121494e-08,2.2941324395731044e-09
1934,2.3963160344919743e-08,1.0783422155213884e-08
1935,1.9149254626427137e-08,3.590485242455088e-09
1936,2.5461901032031165e-08,1.091224266502877e-08
1937,4.0291578073947676e-08,5.0364472592434595e-09
1938,1.4261735792331365e-08,1.1668692678767911e-08
1939,2.9058696782158222e-08,7.647025235257843e-09
1940,2.028626333583361e-08,0.0
1941,2.6563522936839945e-08,8.854507793643052e-09
1942,4.8547388331598995e-08,9.102635090130207e-09
1943,4.645176332473966e-08,2.9032352077962287e-09
1944,2.8918675454292497e-08,3.2131861615880553e-09
1945,2.832055301382752e-08,1.089252066321933e-08
1946,4.037120149291695e-08,2.7842208538686464e-09
1947,3.457052599742383e-08,2.3841741914054637e-09
1948,3.913879709216417e-08,8.697510489596993e-09
1949,4.0249734212238764e-08,8.835307596655184e-09
1950,4.0414374069541736e-08,3.190608444114673e-09
1951,3.0918066329377325e-08,2.1322803522849654e-09
1952,4.5342655852209646e-08,1.4762725264461096e-08
1953,3.663101466599983e-08,7.54167928107563e-09
1954,2.8340354063516315e-08,1.9545072227344917e-09
1955,2.440258128899586e-08,1.8771215692936494e-09
1956,3.401245152190313e-08,4.360570571293465e-09
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,1.7371711180658167e-08,4.9633461784992505e-09
1959,1.6276571201956358e-08,2.325224457422337e-09
1960,2.629916728835724e-08,4.152500010512483e-09
1961,2.153929301584867e-08,5.55852741612739e-09
1962,2.0928455413127267e-08,3.170978146727066e-09
1963,3.0390449268224984e-08,7.1126584622049904e-09
1964,2.981144575642247e-08,1.1559539880856562e-08
1965,2.6265809083270142e-08,2.7360217424998723e-09
1966,1.0524241922382771e-08,3.3234448526542337e-09
1967,2.1200442290592036e-08,1.4791006197611978e-09
1968,2.380450325745187e-08,8.982831700699023e-10
1969,2.043791091921321e-08,1.8167030935156703e-09
1970,2.851209579546321e-08,1.8394900047624674e-09
1971,2.6205826841874114e-08,4.624557625731995e-09
1972,2.1033601527165047e-08,5.643161382629103e-09
1973,2.1501493918663073e-08,1.2129048487796723e-08
1974,2.6440186928766707e-08,9.56347201430674e-09
1975,2.056132863970106e-08,2.8557400888473694e-09
1976,2.4568166168137395e-08,3.9994687561772935e-09
1977,2.4682483612537e-08,4.7014254711541525e-09
1978,1.3663360221016774e-08,5.346532105932056e-09
1979,1.8141117053005473e-08,2.3407893401383717e-09
1980,1.762396628635088e-08,1.1370301367108482e-09
1981,2.783241725978769e-08,5.692994575756671e-09
1982,2.5450759721934446e-08,2.483000915987077e-09
1983,2.1472073896688926e-08,1.89459470334441e-09
1984,2.7835241667162336e-08,2.319603453759811e-09
1985,2.5866899733273385e-08,5.4140022465176685e-09
1986,1.8582904104391673e-08,7.79283104712647e-09
1987,2.0776777631681398e-08,7.332980445085013e-09
1988,2.6984492862425213e-08,9.594485983477341e-09
1989,2.1952487827547884e-08,3.2928733073589456e-09
1990,2.7788120249283565e-08,4.903786043897185e-09
1991,2.5204300868608698e-08,0.0
1992,2.5345743281945943e-08,6.060938528840154e-09
1993,2.1048988330107932e-08,2.769603768548734e-09
1994,2.3737170451454404e-08,1.5824779264761446e-09
1995,2.331653803366862e-08,5.9646960148818096e-09
1996,3.202855225481471e-08,2.135236876199542e-09
1997,2.924885578181602e-08,1.0069278078006505e-08
1998,2.1456582288692516e-08,1.43043876743576e-09
1999,2.6050146928469076e-08,5.4842413388378475e-09
2000,2.6066386382694873e-08,3.5344251969604557e-09
2001,2.4534786646768225e-08,4.381211837767296e-09
2002,3.417352800738627e-08,3.504977141854937e-09
2003,2.2918076325595393e-08,7.917153710401692e-09
2004,3.303593487657963e-08,6.607186797680242e-09
2005,3.0175122844866564e-08,2.702249757291497e-09
2006,2.594270576139479e-08,1.6471559671771274e-09
2007,3.674920989737984e-08,3.994479552682506e-09
2008,3.15050527888161e-08,1.7029758714315335e-09
2009,3.4330987830344384e-08,1.907277002999308e-09
2010,4.156937905008817e-08,3.3066552274085836e-09
2011,2.2179037273417634e-08,1.5295887612065684e-09
2012,2.7574447614142628e-08,7.489356135259584e-09
2013,3.5979713430833726e-08,2.789124986524172e-09
2014,4.309235990263005e-08,3.248167845804062e-09
2015,3.3913604369217865e-08,3.989835684059528e-09
2016,3.355570754592918e-08,3.935546222244568e-09
2017,3.3960752432449226e-08,3.5218558347427376e-09
2018,2.710540059069899e-08,1.8070266949443692e-09
2019,3.3673039467885246e-08,6.12237061048404e-09
