year,aies_VERB eu_VERB,aies_VERB dû_VERB
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.2277611816102763e-08,5.338092190498855e-10
1997,1.2466725429760572e-08,0.0
1998,1.4304387896402204e-08,1.9072516899143466e-09
1999,1.0054442611817649e-08,0.0
2000,1.6346715980830595e-08,8.836062992401139e-10
2001,1.8839211080035057e-08,3.5049694258049158e-09
2002,1.62105191492401e-08,8.76244299341522e-10
2003,2.2918076325595393e-08,1.2500769308587678e-09
2004,1.3654853248112886e-08,8.809582507929292e-10
2005,1.7564623533417034e-08,4.053374524914943e-09
2006,2.3471972809829822e-08,2.4707338397433887e-09
2007,3.914589896680809e-08,1.6377365241737607e-08
2008,5.492097088222181e-08,1.4901038625225738e-08
2009,6.389377915638761e-08,2.813233557219519e-08
2010,8.975207066441726e-08,2.5980861906305108e-08
2011,8.833374920413917e-08,2.600300952337875e-08
2012,1.1234033792106857e-07,4.085103100237575e-08
2013,1.2104803204238124e-07,4.183687707381978e-08
2014,1.3360796913275408e-07,5.326995022869596e-08
2015,1.336594976919514e-07,5.873924635579897e-08
2016,1.4354387189996487e-07,6.649001704772672e-08
2017,1.4087423494402174e-07,7.421053282996581e-08
2018,1.7605603375159262e-07,9.086762986498798e-08
2019,1.6045713380208326e-07,7.168275573121718e-08
