year,es_VERB en_ADP,es_VERB dans_ADP
1999,4.2959889867688617e-08,1.0145846732201314e-07
2000,3.976228413193894e-08,1.0691635932147392e-07
2001,4.600272518473503e-08,1.0777781112025764e-07
2002,4.5126579806265e-08,8.631006398474028e-08
2003,6.333722524232144e-08,9.208899598434073e-08
2004,4.801222530659288e-08,9.514349025296909e-08
2005,5.044199724579812e-08,1.0899073743519949e-07
2006,6.094477100759832e-08,1.0418261409128604e-07
2007,6.91044945710928e-08,1.334156103371953e-07
2008,7.365370890966005e-08,1.5582229684341087e-07
2009,7.343016505956257e-08,1.616417319993957e-07
2010,1.1100913610562202e-07,1.946202664027119e-07
2011,1.189255272038281e-07,2.3173270491394504e-07
2012,1.3548925892337138e-07,2.7642532954286203e-07
2013,1.584222957262682e-07,2.6719817469711415e-07
2014,1.7063707957731822e-07,3.0576086085254417e-07
2015,1.6380492695589055e-07,3.047791157229085e-07
2016,1.7047128153535596e-07,2.850163958179053e-07
2017,1.9546300222827995e-07,3.7859951318441887e-07
2018,2.0987324944599095e-07,3.6347051701746125e-07
2019,1.9974234533037816e-07,3.617300731728612e-07
