year,auras_VERB eu_VERB,auras_VERB dû_VERB
1992,8.815910668147353e-09,0.0
1993,9.416652346772025e-09,0.0
1994,8.439882570598911e-09,1.0549853213248639e-09
1995,7.0491861237087505e-09,0.0
1996,6.939520069693117e-09,1.6014276571496566e-09
1997,5.274384040632185e-09,4.79489448146353e-10
1998,7.152193948201102e-09,0.0
1999,5.941261704833778e-09,0.0
2000,3.97622823555821e-09,0.0
2001,7.0099388516098315e-09,1.3143635069212678e-09
2002,8.762443215459825e-09,4.38122149670761e-10
2003,9.167230530238157e-09,1.6667691671301554e-09
2004,7.488145215006625e-09,4.404791253964646e-10
2005,5.854874363109275e-09,0.0
2006,8.64756888319107e-09,8.235779835885637e-10
2007,1.7176262190332636e-08,1.1983438685803094e-09
2008,1.1495087548496485e-08,1.7029758714315335e-09
2009,1.8119131084404216e-08,9.53638501499654e-10
2010,2.220182793166714e-08,1.8895172093635892e-09
2011,1.9502257586623273e-08,7.64794394481072e-10
2012,1.9063815415165664e-08,0.0
2013,2.3149738126448938e-08,2.789125042035323e-10
2014,3.2265134564113396e-08,1.5158115873603606e-09
2015,2.7263876489769245e-08,4.433150790905671e-10
2016,2.9620162322885335e-08,1.86420612280358e-09
2017,2.8174847344075715e-08,2.264050280587071e-09
2018,3.639868140226099e-08,3.614053500911041e-09
2019,2.9081260066732284e-08,1.53059265262101e-09
