year,derniers_ADJ yeux_NOUN,derniers_ADJ dieux_NOUN
1883,6.319338941018771e-10,6.319338941018771e-10
1884,6.601696966868076e-10,1.3203393933736152e-09
1885,3.2228177904158883e-09,0.0
1886,6.453463874400711e-10,1.2906927748801422e-09
1887,2.6115698492645834e-09,6.528924623161458e-10
1888,0.0,4.4384300679212174e-09
1889,4.385595886446936e-09,1.8795410228200637e-09
1890,5.898947996740844e-09,4.5880703680722945e-09
1891,1.2748440081367107e-09,1.9122659011827636e-09
1892,1.2537024751679837e-09,0.0
1893,8.005941687372342e-09,6.15841644346915e-09
1894,4.411077725308132e-09,1.2603078580752936e-09
1895,3.0093072478365457e-09,1.8055843487019274e-09
1896,5.89702897624278e-10,4.127920338881097e-09
1897,0.0,5.826713556089658e-10
1898,2.8291773368493978e-09,4.52668391659472e-09
1899,3.8693048765026106e-09,0.0
1900,0.0,4.6719478286050276e-09
1901,2.794369402536745e-09,5.588738916095792e-10
1902,0.0,4.419255628107521e-09
1903,0.0,5.400220270956879e-10
1904,2.6873125946735854e-09,1.0749250378694342e-09
1905,5.160759042333041e-10,5.160759042333041e-10
1906,5.144184522798412e-10,4.115347562727578e-09
1907,2.5714217422034835e-09,3.599990305858114e-09
1908,0.0,3.437972351250096e-09
1909,1.6502950117569526e-09,2.750491723269022e-09
1910,5.344150677544235e-10,0.0
1911,2.6601871816467337e-09,0.0
1912,3.125652625612929e-09,1.0418842455450772e-09
1913,0.0,5.30298971401777e-10
1914,1.3393487430235496e-09,0.0
1915,7.068456930880984e-09,0.0
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,1.4256351654751143e-08,9.869782324756216e-09
1918,1.1486376294556067e-09,4.594550517822427e-09
1919,0.0,0.0
1920,7.572231730534895e-10,0.0
1921,0.0,8.330022227553968e-09
1922,7.377935484775833e-10,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,0.0,0.0
1925,0.0,3.299453377181294e-09
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,0.0
1929,0.0,1.1140406375176326e-09
1930,0.0,0.0
1931,2.2810713318222042e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,0.0
1933,0.0,2.2941324395731044e-09
1934,0.0,0.0
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,2.424942913137329e-09
1937,3.777335333410292e-09,1.2591118148108649e-09
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,3.034211770724937e-09,0.0
1943,0.0,0.0
1944,0.0,3.2131861615880553e-09
1945,2.178504043826024e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,0.0,2.174377566888097e-09
1949,9.817008317369869e-10,8.835307152565974e-09
1950,1.3825969702452312e-08,7.444753258312176e-09
1951,7.462981344019681e-09,2.1322803522849654e-09
1952,5.2724018928529404e-08,0.0
1953,0.0,6.464296431474281e-09
1954,5.863521668203475e-09,1.9545072227344917e-09
1955,7.508486277174597e-09,2.815682353940474e-09
1956,2.616342476002842e-09,0.0
1957,2.6505113659425206e-09,8.835037701437898e-10
1958,0.0,0.0
1959,2.325224457422337e-09,3.8753740216890264e-09
1960,0.0,3.4604167309382206e-09
1961,6.948159270159238e-10,6.948159270159238e-10
1962,4.43936931660005e-09,5.7077609305622445e-09
1963,5.819448034571906e-09,1.2932106496776896e-09
1964,0.0,6.083968329129164e-10
1965,5.472043373977442e-10,4.924838870046244e-09
1966,2.215629901769489e-09,0.0
1967,3.944268467392931e-09,2.465167847631733e-09
1968,2.245707841908029e-09,2.245707841908029e-09
1969,9.083515606356229e-10,9.083515606356229e-10
1970,4.5987250119061684e-10,4.5987250119061684e-10
1971,1.541519245584766e-09,4.624557625731995e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,2.205281512956958e-09,4.961883570686609e-09
1974,0.0,3.937900228123681e-09
1975,1.1422960355389478e-09,0.0
1976,5.713526873840635e-10,7.998937512354587e-09
1977,0.0,2.938390863960194e-09
1978,0.0,1.7821774056514528e-09
1979,2.3407893401383717e-09,0.0
1980,1.1370301367108482e-09,6.2536656408873625e-09
1981,6.325549528618524e-10,3.1627747087981106e-09
1982,6.207502289967692e-10,2.483000915987077e-09
1983,1.89459470334441e-09,2.526126308133314e-09
1984,2.8995041922996734e-09,1.1598016991243298e-09
1985,0.0,1.2031116103372597e-09
1986,2.3977941854269602e-09,1.7983456945813714e-09
1987,0.0,1.8332451112712533e-09
1988,1.1993107618124554e-09,1.1993107618124554e-09
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,0.0,1.634595292454577e-09
1991,5.861465202094962e-10,5.2753188484189195e-09
1992,1.65298330578878e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,1.661762283333701e-09
1994,5.274926606624319e-10,2.637463358823311e-09
1995,0.0,0.0
1996,5.338092190498855e-10,3.2028553142993132e-09
1997,4.79489448146353e-10,3.3564262480467733e-09
1998,0.0,4.7681290027412615e-09
1999,9.140402323914998e-10,2.7421207526856506e-09
2000,4.4180314962005696e-10,4.859834756842929e-09
2001,4.3812117822561447e-10,3.94309060403053e-09
2002,1.752488598683044e-09,1.752488598683044e-09
2003,0.0,2.9168460979889232e-09
2004,4.404791253964646e-10,4.404791198453495e-09
2005,9.007499190971657e-10,9.007499190971657e-10
2006,8.235779835885637e-10,3.294311934354255e-09
2007,0.0,7.988958938831558e-10
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,2.384096253749135e-09,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,7.64794394481072e-10,3.82397197240536e-10
2012,0.0,2.042551627834399e-09
2013,2.2313000336282585e-09,2.2313000336282585e-09
2014,1.0827225782605865e-09,2.598534235009886e-09
2015,1.5516027351836215e-09,1.994917855907552e-09
2016,2.278474076078396e-09,2.071340043929837e-09
2017,1.2578056374223934e-09,1.0062445598979508e-09
2018,7.744400121190154e-10,1.8070267504555204e-09
2019,7.65296326310505e-10,1.275493877184175e-09
