year,aurez_VERB ôté_VERB,aurez_VERB doté_VERB
1852,1.7578472011337e-08,3.2552727180501506e-09
1853,1.3735443005202796e-08,0.0
1854,1.1950028522278444e-08,4.1565315633818045e-09
1855,5.306937111981824e-09,1.1675261646360013e-08
1856,4.141751386299575e-09,0.0
1857,3.905207268672939e-09,0.0
1858,6.8511463169329545e-09,0.0
1859,1.2221216039165483e-08,0.0
1860,9.15436793036406e-09,9.154367819341758e-10
1861,5.659156698811785e-09,1.8863854922557266e-09
1862,1.1294965851504912e-08,1.3553959066214816e-09
1863,5.9935452156878455e-09,9.989241656072068e-10
1864,1.3904711160250827e-08,0.0
1865,2.3534221238463715e-09,1.4120533631256649e-09
1866,8.75810357570117e-09,0.0
1867,5.82337378318698e-09,0.0
1868,5.433861360870651e-09,0.0
1869,4.395167341186834e-09,3.906815315701806e-09
1870,5.160643912205387e-09,6.880858549607183e-09
1871,8.496941816815706e-09,1.0621177271019633e-09
1872,7.256807155187062e-09,0.0
1873,5.028243776905583e-08,1.1972008939764578e-09
1874,5.974609251779839e-09,5.377148060148329e-09
1875,2.2313955128083762e-08,3.432916173551348e-09
1876,1.0882827083946722e-08,0.0
1877,3.0924081073635534e-09,6.184815992682502e-10
1878,1.1474268646338714e-08,0.0
1879,9.163987790827832e-09,4.27652757650776e-09
1880,4.492492600149944e-09,0.0
1881,3.4862537301449947e-09,0.0
1882,1.3310770263785798e-08,1.3310770263785798e-09
1883,3.791603475633565e-09,0.0
1884,7.922036360241691e-09,2.6406787867472303e-09
1885,4.511945039809007e-09,0.0
1886,7.744156427236248e-09,6.453463874400711e-10
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,7.60873763994141e-09,0.0
1889,6.891650361495749e-09,6.265136742733546e-10
1890,1.9663159989136147e-09,6.554386478008212e-10
1891,6.374220040683554e-10,5.099376032546843e-09
1892,1.002961980134387e-08,0.0
1893,1.2932674486876294e-08,0.0
1894,2.520615716150587e-09,0.0
1895,8.426059849853118e-09,1.1435367319734269e-08
1896,1.7691086373616827e-09,4.1279202278587945e-09
1897,0.0,2.330685422435863e-09
1898,1.6975064687230201e-09,2.26334195829736e-09
1899,6.633094074004475e-09,2.2110313580014918e-09
1900,5.191053142894475e-10,2.07642125715779e-09
1901,3.912117296778206e-09,2.794369402536745e-09
1902,2.455141867585553e-09,2.9461704187383475e-09
1903,4.860198465905796e-09,4.320176216765503e-09
1904,1.0749250378694342e-09,3.2247751136083025e-09
1905,4.1286072338664326e-09,5.160759042333041e-10
1906,3.0865106026567446e-09,0.0
1907,2.5714217422034835e-09,5.142843373384665e-10
1908,4.911389073214423e-10,1.964555629285769e-09
1909,1.1001967115120692e-09,3.300590023513905e-09
1910,5.344150677544235e-10,5.878565634276356e-09
1911,2.128149656499545e-09,5.320374141248863e-10
1912,4.167536982180309e-09,2.0837684910901544e-09
1913,6.363587878865928e-09,1.060597942803554e-09
1914,2.0090231700464756e-09,2.0090231700464756e-09
1915,2.3561523843085297e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,1.0966424435210342e-09,0.0
1918,0.0,0.0
1919,0.0,0.0
1920,1.514446346106979e-09,0.0
1921,4.543648568500203e-09,2.2718242842501013e-09
1922,0.0,0.0
1923,2.1231896241147297e-09,2.1231896241147297e-09
1924,9.02413699321869e-09,0.0
1925,1.0998177923937646e-09,0.0
1926,2.229227691330493e-09,0.0
1927,2.2298449753321847e-09,0.0
1928,0.0,0.0
1929,6.684243825105796e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,1.1405356659111021e-09,0.0
1932,0.0,0.0
1933,0.0,0.0
1934,2.3963160344919743e-09,0.0
1935,3.590485242455088e-09,0.0
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,1.2235240376412548e-08,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,1.1920870957027319e-09
1948,0.0,0.0
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,3.190608444114673e-09,0.0
1951,1.0661401761424827e-09,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,0.0,0.0
1955,0.0,0.0
1956,1.744228317335228e-09,8.72114158667614e-10
1957,0.0,0.0
1958,0.0,0.0
1959,1.5501495642666896e-09,0.0
1960,0.0,6.920833350854139e-10
1961,6.948159270159238e-10,0.0
1962,0.0,0.0
1963,2.5864212993553792e-09,0.0
1964,3.041984220075733e-09,6.083968329129164e-10
1965,2.188817349590977e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,0.0
1967,1.9721342336964653e-09,0.0
1968,2.6948494546985557e-09,0.0
1969,6.358460868938209e-09,0.0
1970,2.2993624781975086e-09,0.0
1971,3.5968783507200897e-09,5.138397485282553e-10
1972,1.5390440033513642e-09,5.130146862875051e-10
1973,7.718485406371656e-09,1.102640756478479e-09
1974,4.500457340128605e-09,0.0
1975,3.4268881066168433e-09,0.0
1976,5.713526873840635e-10,0.0
1977,1.1753563677885381e-09,0.0
1978,7.128709622605811e-09,0.0
1979,1.1703946700691858e-09,0.0
1980,0.0,0.0
1981,3.795329828193417e-09,0.0
1982,3.1037510339615437e-09,0.0
1983,1.2630632095778083e-09,0.0
1984,1.739702604197646e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,1.2221633705067347e-09,0.0
1988,0.0,1.798966087207532e-09
1989,1.6464366536794728e-09,0.0
1990,0.0,5.44865097484859e-10
1991,1.7584396161396398e-09,0.0
1992,0.0,5.509944167592096e-10
1993,2.7696036575264316e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,1.0844901643380922e-09,0.0
1996,5.338092190498855e-10,0.0
1997,1.438468344439059e-09,0.0
1998,9.536258449571733e-10,0.0
1999,4.570201161957499e-10,0.0
2000,2.2090156370779823e-09,0.0
2001,4.3812117822561447e-10,0.0
2002,1.752488598683044e-09,0.0
2003,4.1669229178253886e-10,0.0
2004,1.3214374039449694e-09,0.0
2005,2.251874686720612e-09,9.007499190971657e-10
2006,2.4707338397433887e-09,0.0
2007,3.595031605740928e-09,3.994479469415779e-10
2008,1.2772318758180745e-09,4.257439678578834e-10
2009,3.337734755248789e-09,0.0
2010,3.3066551718974324e-09,4.723793023408973e-10
2011,3.4415748029203996e-09,0.0
2012,4.765953853791416e-09,0.0
2013,7.530637446961919e-09,0.0
2014,9.094869746206768e-09,0.0
2015,7.75801378694041e-09,2.2165753954528356e-10
2016,7.042556315894899e-09,4.1426800878596737e-10
2017,3.773417134311785e-09,0.0
2018,3.614053500911041e-09,0.0
2019,1.581612352197226e-08,0.0
