year,grandes_ADJ oies_NOUN,grandes_ADJ noix_NOUN
2006,7.823991010624809e-09,0.0
2007,2.7961355453243186e-09,3.994479469415779e-10
2008,5.108927503272298e-09,4.257439678578834e-10
2009,5.721831008997924e-09,9.53638501499654e-10
2010,5.668551850135373e-09,9.447586046817946e-10
2011,9.55992973672437e-09,3.82397197240536e-10
2012,5.106378986319271e-09,6.808505426114664e-10
2013,1.1156500168141292e-08,1.9523875849358774e-09
2014,1.0394137106572998e-08,1.7323561474213989e-09
2015,7.093041182182347e-09,4.433150790905671e-10
2016,9.528164313099552e-09,2.0713400439298368e-10
2017,9.307762255383878e-09,2.515611330355938e-10
2018,8.26069346260283e-09,2.5814667070633845e-10
2019,7.90806181649728e-09,2.55098775436835e-10
