year,gros_ADJ oeufs_NOUN,gros_ADJ noeuds_NOUN
1969,3.1792304344691047e-09,4.5417578031781147e-10
1970,7.3579600190498695e-09,2.2993624781975086e-09
1971,4.1107179882260425e-09,2.569198631618974e-09
1972,2.0520587451500205e-09,2.565073486948677e-09
1973,3.3079223804577396e-09,1.102640756478479e-09
1974,6.1881286761433785e-09,2.2502286700643026e-09
1975,6.8537762132336866e-09,1.7134440533084216e-09
1976,7.427584769459372e-09,5.713526873840635e-10
1977,4.11374712072643e-09,2.3507127355770763e-09
1978,6.534650598410963e-09,1.7821774056514528e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,3.97960553399912e-09
1981,6.325549417596221e-09,4.427884725544118e-09
1982,1.2415004579935385e-09,0.0
1983,4.4207211225000265e-09,1.2630632095778083e-09
1984,3.479405208395292e-09,2.3196033982486597e-09
1985,9.02333674446254e-09,2.4062232206745193e-09
1986,3.5966913891627428e-09,2.997242676272549e-09
1987,3.0554083707556856e-09,3.0554083707556856e-09
1988,7.795519785247507e-09,1.798966087207532e-09
1989,1.2073869015694072e-08,3.2928733073589456e-09
1990,3.2691906959314565e-09,4.90378582185258e-09
1991,2.344586080837985e-09,4.68917216167597e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,4.4313659408601325e-09,3.323524566667402e-09
1994,3.164955852952289e-09,3.164955852952289e-09
1995,8.133675954979935e-09,3.795715741716776e-09
1996,2.6690460952494277e-09,2.135236876199542e-09
1997,2.876936688878118e-09,2.3974471297094624e-09
1998,2.3840645013706308e-09,3.814503379828693e-09
1999,9.140402323914998e-10,4.570201161957499e-10
2000,1.3254094488601709e-09,1.3254094488601709e-09
2001,1.7524847129024579e-09,1.7524847129024579e-09
2002,8.76244299341522e-10,1.752488598683044e-09
2003,1.6667691671301554e-09,2.5001538617175356e-09
2004,1.7619165015858584e-09,0.0
2005,2.251874686720612e-09,4.5037495954858286e-10
2006,2.8825228870488218e-09,8.235779835885637e-10
2007,1.5977917877663117e-09,1.1983438685803094e-09
2008,1.7029758714315335e-09,2.1287198670449925e-09
2009,1.907277002999308e-09,9.53638501499654e-10
2010,9.447586046817946e-10,0.0
2011,3.823971805871906e-09,0.0
2012,1.3617010630184723e-08,3.404252713057332e-10
2013,4.741512515948898e-09,2.7891249310130206e-09
2014,3.2481677347817595e-09,1.2992671383216248e-09
2015,3.103205470367243e-09,1.329945265027277e-09
2016,6.006886099640951e-09,8.285360175719347e-10
2017,2.7671724911471074e-09,0.0
2018,6.711813327342497e-09,2.0651733656507076e-09
2019,1.02039510174734e-09,1.2754939326953263e-09
