year,six_DET os_NOUN,six_DET noces_NOUN
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,0.0
1939,0.0,0.0
1940,2.028626333583361e-08,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,2.178504043826024e-09,0.0
1946,8.352662561605939e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,1.5220643190261285e-08,0.0
1949,0.0,0.0
1950,2.1270722960764488e-09,0.0
1951,2.4521224162299404e-08,0.0
1952,9.490323193972472e-09,0.0
1953,6.464296653518886e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,8.447047505910632e-09,0.0
1956,8.72114158667614e-10,0.0
1957,8.835037701437898e-10,0.0
1958,1.6544486891589827e-09,0.0
1959,6.975672928177801e-09,0.0
1960,1.3841666701708277e-09,6.920833350854139e-10
1961,4.86371165564492e-09,1.3896318540318475e-09
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,0.0,0.0
1964,6.083968329129164e-10,0.0
1965,1.6416130677043839e-09,0.0
1966,3.8773522170743036e-09,0.0
1967,1.4791006197611978e-09,0.0
1968,5.389698881641536e-09,1.7965663401398047e-09
1969,1.0900218838649778e-08,1.3625273131978588e-09
1970,5.058597540852361e-09,0.0
1971,1.0276794526475896e-08,0.0
1972,1.5903455441446113e-08,0.0
1973,1.6539611902288698e-09,0.0
1974,9.00091468025721e-09,0.0
1975,6.8537762132336866e-09,0.0
1976,2.856763492431469e-09,0.0
1977,5.876782005476144e-09,0.0
1978,1.1881182704343018e-09,0.0
1979,0.0,0.0
1980,3.411090521154847e-09,5.685150683554241e-10
1981,2.5302198114474095e-09,0.0
1982,0.0,6.207502289967692e-10
1983,1.8945948143667124e-09,0.0
1984,2.3196033982486597e-09,0.0
1985,2.4062232206745193e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,2.4443267965246207e-09,0.0
1988,4.797243047249822e-09,0.0
1989,1.6464366536794728e-09,5.488122178931576e-10
1990,2.724325431913144e-09,5.44865097484859e-10
1991,1.7584396161396398e-09,0.0
1992,5.509944167592096e-10,0.0
1993,2.2156830259412175e-09,1.1078414852150331e-09
1994,1.5824779264761446e-09,0.0
1995,3.253470381991974e-09,0.0
1996,5.3380921904988554e-09,0.0
1997,1.917957792585412e-09,0.0
1998,9.536258449571733e-10,4.768129224785866e-10
1999,4.570201023179621e-09,0.0
2000,2.2090157481002848e-09,0.0
2001,3.5049693702937645e-09,0.0
2002,3.066854992184176e-09,0.0
2003,4.583615265119079e-09,4.1669229178253886e-10
2004,2.642874807889939e-09,0.0
2005,9.007499190971657e-10,0.0
2006,2.4707338397433887e-09,0.0
2007,3.994479413904628e-09,0.0
2008,8.514879357157668e-10,0.0
2009,5.245011980292702e-09,0.0
2010,2.3618964561933353e-09,0.0
2011,5.353560705856353e-09,0.0
2012,4.425528443707805e-09,0.0
2013,3.904775058849452e-09,2.789125042035323e-10
2014,1.9489005964601347e-09,2.1654451842767486e-10
2015,3.768178130636457e-09,0.0
2016,4.971216327476213e-09,4.1426800878596737e-10
2017,4.024978128569501e-09,2.515611330355938e-10
2018,3.614053500911041e-09,7.744400121190154e-10
2019,3.8264816870636764e-09,0.0
