year,meilleurs_ADJ yeux_NOUN,meilleurs_ADJ vieux_NOUN
1948,1.848220954059343e-08,1.0871887834440486e-09
1949,8.835307596655184e-09,9.817008317369869e-10
1950,1.0635361036293034e-08,0.0
1951,2.4521224162299404e-08,1.0661401761424827e-09
1952,7.381362632230548e-09,0.0
1953,2.1547654327491728e-08,1.0773827385790469e-09
1954,2.6385848173049453e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,1.657016923672927e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,2.6471179026543723e-08,0.0
1959,1.8601795659378695e-08,7.750747821333448e-10
1960,1.6610000486139143e-08,0.0
1961,2.153929301584867e-08,0.0
1962,2.219684702708946e-08,0.0
1963,1.681173777967615e-08,6.466053248388448e-10
1964,2.6161064425878067e-08,6.083968329129164e-10
1965,1.641613067704384e-08,0.0
1966,1.8832853498906843e-08,0.0
1967,1.9721342781053863e-08,0.0
1968,2.1558795637588446e-08,0.0
1969,2.0892086283197386e-08,0.0
1970,1.5635665207014426e-08,4.5987250119061684e-10
1971,2.980270608077262e-08,1.541519245584766e-09
1972,1.128632298730281e-08,1.0260293725750103e-09
1973,8.821126051827832e-09,0.0
1974,5.625571564138454e-09,0.0
1975,1.028066431985053e-08,0.0
1976,4.570821499072508e-09,5.713526873840635e-10
1977,1.1165885105413054e-08,0.0
1978,1.7227714366185864e-08,0.0
1979,1.6385525825057812e-08,0.0
1980,1.3644362084619388e-08,0.0
1981,6.325549417596221e-09,0.0
1982,6.2075020679230875e-09,0.0
1983,1.705135410645653e-08,0.0
1984,1.275781880138993e-08,0.0
1985,1.3835783185811579e-08,0.0
1986,9.591176741707841e-09,0.0
1987,7.332980445085013e-09,0.0
1988,5.396898483667201e-09,0.0
1989,9.878619700032232e-09,1.0976244357863152e-09
1990,7.628111475810329e-09,5.44865097484859e-10
1991,8.20605094986604e-09,5.861465202094962e-10
1992,6.060938417817852e-09,5.509944167592096e-10
1993,9.416652346772025e-09,5.539207426075166e-10
1994,1.2132331583813993e-08,0.0
1995,1.572510655023507e-08,0.0
1996,1.014237493990322e-08,1.067618438099771e-09
1997,6.7128524960935465e-09,9.58978896292706e-10
1998,7.629006759657386e-09,0.0
1999,1.1425503210205079e-08,4.570201161957499e-10
2000,1.0161472552283612e-08,8.836062992401139e-10
2001,6.571817756650944e-09,8.762423564512289e-10
2002,1.3581786362237835e-08,0.0
2003,1.0417307017007715e-08,8.333845835650777e-10
2004,1.1011977996133737e-08,4.404791253964646e-10
2005,1.261049931144953e-08,0.0
2006,1.2765458912156191e-08,0.0
2007,7.589511241690161e-09,0.0
2008,8.940623352771127e-09,0.0
2009,1.3350939020995156e-08,0.0
2010,1.2754241218715379e-08,0.0
2011,1.414869643667771e-08,0.0
2012,1.974466634635519e-08,0.0
2013,2.4544300814000053e-08,0.0
2014,4.1143458417991496e-08,0.0
2015,2.5933932334964993e-08,0.0
2016,2.4648945995409122e-08,0.0
2017,1.8363962794865074e-08,0.0
2018,2.2975052971219156e-08,0.0
2019,4.183619850550713e-08,0.0
