year,beaux_ADJ ans_NOUN,beaux_ADJ vents_NOUN
1871,2.973929724703339e-08,0.0
1872,2.116568786902917e-08,0.0
1873,3.95076291681562e-08,5.986004469882289e-10
1874,1.4936523129449597e-08,1.1949218281515073e-09
1875,3.3757011408397375e-08,0.0
1876,5.38095328295185e-08,0.0
1877,6.741449709579683e-08,0.0
1878,4.7104890654736664e-08,0.0
1879,4.948553566919145e-08,6.10932526790009e-10
1880,4.941741593711413e-08,6.417846254436199e-10
1881,3.834879080955034e-08,0.0
1882,5.856738738430067e-08,0.0
1883,4.107570461542309e-08,1.2638677882037541e-09
1884,3.4328824227713994e-08,0.0
1885,3.93183761104865e-08,1.2891271383708158e-09
1886,8.002295004416737e-08,0.0
1887,1.2404957061562527e-08,1.9586774424595887e-09
1888,2.0924028731883482e-08,0.0
1889,2.6313573542324775e-08,0.0
1890,2.8839300725280737e-08,0.0
1891,1.7210394887001712e-08,0.0
1892,1.5044429702015805e-08,2.5074049503359674e-09
1893,1.4164357686752282e-08,0.0
1894,1.9534772022211655e-08,0.0
1895,2.768562623600701e-08,6.018614495673091e-10
1896,2.6536630670648265e-08,0.0
1897,1.5732126712464378e-08,0.0
1898,2.9423445013776472e-08,0.0
1899,9.949641111006713e-09,0.0
1900,3.9971109089265155e-08,5.191053142894475e-10
1901,8.38310842965484e-09,0.0
1902,1.178468167495339e-08,0.0
1903,1.7820726228023887e-08,0.0
1904,1.4511488011237361e-08,0.0
1905,3.4061010012464976e-08,0.0
1906,3.600929110447737e-09,0.0
1907,2.7771354993433306e-08,2.5714217422034835e-09
1908,1.080505640516094e-08,0.0
1909,3.355599886845084e-08,0.0
1910,2.672075360976578e-08,0.0
1911,1.702519725199636e-08,0.0
1912,2.5005221004903433e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,2.4777952134513725e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,0.0
1916,6.592477230782379e-09,0.0
1917,1.2063066989753679e-08,1.0966424435210342e-09
1918,2.067547733020092e-08,0.0
1919,3.591060959706738e-08,0.0
1920,1.3630017114962811e-08,0.0
1921,1.2873671018098776e-08,0.0
1922,3.6151885041135756e-08,0.0
1923,4.458698299458774e-08,1.0615948120573648e-09
1924,3.351822286390416e-08,0.0
1925,1.6497267552040284e-08,0.0
1926,2.452150482668003e-08,0.0
1927,5.4631200896437804e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,2.33948540540041e-08,0.0
1930,5.2518016602221e-09,0.0
1931,3.5356606531422585e-08,1.1405356659111021e-09
1932,9.863582839386709e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,3.4411986593596566e-09
1934,1.0783422155213884e-08,0.0
1935,2.2739740757060645e-08,0.0
1936,1.4549657478823974e-08,1.2124714565686645e-09
1937,1.7627565185307503e-08,0.0
1938,5.704694316932546e-08,0.0
1939,2.5999884911698246e-08,0.0
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,0.0
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,4.357008087652048e-09,6.535512131478072e-09
1946,5.4292307538617024e-08,1.1136883415474585e-08
1947,3.5762614203349585e-08,0.0
1948,1.848220954059343e-08,0.0
1949,2.2579119018928395e-08,0.0
1950,4.679559140186029e-08,4.2541445921528975e-09
1951,2.2388944032059044e-08,0.0
1952,2.2144087452602434e-08,0.0
1953,9.69644453618912e-09,0.0
1954,2.34540866728139e-08,0.0
1955,1.407841132561316e-08,0.0
1956,3.314033847345854e-08,0.0
1957,6.184526224473075e-09,2.6505113659425206e-09
1958,3.3088973339090444e-08,3.3088973783179654e-09
1959,1.3951345856355601e-08,3.100299128533379e-09
1960,2.6991250123842292e-08,0.0
1961,2.431855783413539e-08,4.16889545107324e-09
1962,3.7417542841922113e-08,1.2683912808952869e-09
1963,1.4225316924409981e-08,0.0
1964,2.311907998375773e-08,6.083968329129164e-10
1965,4.268193976031398e-08,2.73602163147757e-09
1966,2.326411419062424e-08,0.0
1967,3.747054933000982e-08,0.0
1968,2.7397636159776084e-08,2.6948494546985557e-09
1969,7.2668124850849836e-09,4.5417578031781147e-10
1970,2.851209579546321e-08,0.0
1971,3.648262136835001e-08,1.0276794970565106e-09
1972,1.1799337507056862e-08,0.0
1973,1.8193572870472963e-08,0.0
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.1422960355389478e-08,5.711480177694739e-10
1976,5.713526984862938e-09,5.713526873840635e-10
1977,9.990529292736028e-09,0.0
1978,1.900989232694883e-08,1.1881182704343018e-09
1979,1.462993370893173e-08,5.851973350345929e-10
1980,1.989802811408481e-08,0.0
1981,1.5181319312773667e-08,6.325549528618524e-10
1982,9.932003663948308e-09,3.1037510339615437e-09
1983,1.2630632539867293e-08,0.0
1984,3.479405208395292e-09,0.0
1985,7.218669662023558e-09,0.0
1986,1.3787316177626963e-08,5.994485463567401e-10
1987,6.110816741511371e-09,0.0
1988,6.596209356501959e-09,0.0
1989,1.1525056464734007e-08,0.0
1990,9.262707045820662e-09,0.0
1991,4.68917216167597e-09,0.0
1992,1.2672871640972971e-08,0.0
1993,6.647049133334804e-09,1.1078414852150331e-09
1994,1.318731612798274e-08,1.0549853213248639e-09
1995,1.7351842629409475e-08,0.0
1996,9.60856638698715e-09,2.6690460952494277e-09
1997,1.4864173003559245e-08,4.79489448146353e-10
1998,1.0489884516573511e-08,9.536258449571733e-10
1999,2.0108885223635298e-08,4.570201161957499e-10
2000,1.2812291672048559e-08,0.0
2001,1.4896119893137438e-08,0.0
2002,7.009954394732176e-09,8.76244299341522e-10
2003,6.667076668520622e-09,4.1669229178253886e-10
2004,1.0571499231559756e-08,0.0
2005,1.306087415997581e-08,0.0
2006,8.64756888319107e-09,0.0
2007,2.1969636776475454e-08,0.0
2008,5.5346713878634546e-09,0.0
2009,6.198650481792356e-09,0.0
2010,1.2754241218715379e-08,4.723793023408973e-10
2011,1.911985902935953e-09,0.0
2012,1.327658516458996e-08,0.0
2013,1.0319762822064149e-08,0.0
2014,1.797319448826329e-08,2.1654451842767486e-10
2015,9.087958829923082e-09,0.0
2016,1.6156452176119274e-08,4.1426800878596737e-10
2017,4.2765391228272165e-09,2.515611330355938e-10
2018,1.4714360396794746e-08,2.5814667070633845e-10
2019,1.403043281555938e-08,2.55098775436835e-10
