year,deux_DET îles_NOUN,deux_DET iles_NOUN,deux_DET villes_NOUN
1919,6.721729267633592e-08,6.445493860862683e-09,3.9777904881077575e-07
1920,8.783788763011557e-08,9.086678076641874e-09,4.16472742514884e-07
1921,6.739745006534292e-08,3.0290989716519334e-09,3.88481938173868e-07
1922,1.1140682276700176e-07,8.115729144275718e-09,3.4897635892150447e-07
1923,4.246379381456222e-08,3.1847844361720945e-09,4.978879797334912e-07
1924,6.83256118350073e-08,5.156649773851996e-09,4.2929108090561385e-07
1925,1.0558250940206904e-07,1.5397449537601915e-08,3.772374945754109e-07
1926,6.353298909189675e-08,7.802296808634424e-09,3.7228101490427434e-07
1927,8.250426319911242e-08,4.4596899506643695e-09,3.8687809933435346e-07
1928,1.0968999353266895e-07,5.713020723163709e-09,3.542072839479715e-07
1929,8.800920880958074e-08,1.0026365737658693e-08,4.05510789391883e-07
1930,9.033098891109148e-08,1.2604324250986565e-08,4.1384197402294376e-07
1931,1.0949142570382264e-07,7.983749661377715e-09,3.889226611875074e-07
1932,1.1726704063352855e-07,9.863582839386709e-09,3.8029590498922516e-07
1933,9.520649735250686e-08,1.8353059516584835e-08,4.003261055984808e-07
1934,1.72534756259779e-07,2.3963160344919743e-08,3.989866321774116e-07
1935,1.1250187181843785e-07,1.3165112555668657e-08,3.5785171093039025e-07
1936,1.2003467553256542e-07,1.9399543305098632e-08,3.5767908102002366e-07
1937,1.1835650814973064e-07,8.813782481631449e-09,3.626241955601017e-07
1938,9.853562854544862e-08,1.5558257460135394e-08,3.409851494495797e-07
1939,9.482311202901883e-08,1.5294050470515685e-09,3.854100683042816e-07
1940,1.0396709626547818e-07,2.0286263113789005e-08,3.778316681746219e-07
1941,1.0625409219144899e-07,1.1806010391524069e-08,5.106099436602562e-07
1942,7.282108316353231e-08,9.102635090130207e-09,5.279528494384067e-07
1943,7.258088219330716e-08,5.806470415592457e-09,4.0354969321754197e-07
1944,1.3816700850100005e-07,1.2852744646352221e-08,4.402064917030657e-07
1945,1.1763921747842687e-07,4.357008087652048e-09,3.834167205951644e-07
1946,1.030161707049615e-07,2.7842208538686464e-09,4.092804601896205e-07
1947,8.463818335080475e-08,9.536696765621855e-09,3.9696499598562696e-07
1948,7.39288372741953e-08,6.523132700664291e-09,3.7834170818484836e-07
1949,1.128955959828204e-07,3.9268033269479474e-09,4.3685686534900015e-07
1950,9.99723981376377e-08,9.571825110299415e-09,3.7649178352694435e-07
1951,1.066140189465159e-07,7.462981232997379e-09,3.400987260704369e-07
1952,7.486811059997933e-08,4.2179215675730575e-09,3.479785402049629e-07
1953,1.1635733221382338e-07,3.2321482157371406e-09,4.0940543755141334e-07
1954,1.1140691213995524e-07,1.074978994708431e-08,3.4008425231490946e-07
1955,1.1356585893906868e-07,7.508486277174597e-09,3.688544012447892e-07
1956,1.1773540808945882e-07,9.593255523299149e-09,3.9245136562726657e-07
1957,7.774832999629666e-08,5.3010225653515874e-09,3.834406427927206e-07
1958,7.279574543161971e-08,3.3088973783179654e-09,3.5322479519095396e-07
1959,8.758344938186724e-08,6.200598479111363e-09,4.0613919338738924e-07
1960,1.0865708577334487e-07,8.304999965513815e-09,4.4085709660635075e-07
1961,1.174238932755145e-07,1.3896318873385383e-08,4.564940567775011e-07
1962,1.0971584796237721e-07,8.878738855244706e-09,3.843225524491345e-07
1963,1.0410345918643316e-07,5.1728423766661535e-09,4.875404258086746e-07
1964,1.472320305673236e-07,1.034274621503073e-08,5.17137316080607e-07
1965,8.91943088277003e-08,9.849678184181698e-09,5.083528336058407e-07
1966,9.084082641663827e-08,1.0524241811360469e-08,5.406137013608259e-07
1967,1.0008581252662907e-07,1.627010748350699e-08,4.5556301486726625e-07
1968,1.064465555700167e-07,1.077939790206095e-08,5.865789276526812e-07
1969,7.039724514434909e-08,7.26681231855153e-09,5.182145770277202e-07
1970,9.565347847129146e-08,1.0577067277584007e-08,4.4883555716523915e-07
1971,1.0225410829178827e-07,1.0276795192609711e-08,4.855785498136811e-07
1972,1.1542830513633362e-07,6.156176124427759e-09,4.806947693225538e-07
1973,1.0530218874649222e-07,1.488565032348177e-08,4.851619372914229e-07
1974,1.1926212017954185e-07,1.5751600412894362e-08,5.164274874402963e-07
1975,1.0452008503136767e-07,1.77055889949429e-08,5.534424154518547e-07
1976,9.99867171280755e-08,6.856232415142216e-09,4.570821623417487e-07
1977,9.461618510897551e-08,3.526069047854463e-09,4.942373479366324e-07
1978,8.613857227501853e-08,9.504946163474415e-09,5.025740286157543e-07
1979,1.0240953152163002e-07,1.1118749254634963e-08,4.786914260535013e-07
1980,1.0233270941739647e-07,5.68515062804309e-09,4.980192080950019e-07
1981,1.037390129354776e-07,5.692994575756671e-09,4.6682554710741897e-07
1982,1.1421804302358396e-07,9.311253434951539e-09,5.543299579358063e-07
1983,1.1367568575337827e-07,5.68378455412244e-09,5.001730229992063e-07
1984,1.1887967232837582e-07,1.0438215403141271e-08,5.021941298366528e-07
1985,1.1489716200685507e-07,1.0828004493035337e-08,5.029006509005285e-07
1986,1.5166048594750237e-07,1.0790073612376716e-08,4.9034891702604e-07
1987,1.1060578231081308e-07,5.49973533381376e-09,4.82754536790253e-07
1988,1.091372818784464e-07,5.396898372644898e-09,5.354922549827279e-07
1989,1.2183631525886085e-07,5.488122289953878e-09,5.433241163643743e-07
1990,1.2640870972191465e-07,7.62811153132148e-09,5.328780758873108e-07
1991,1.3246911301223463e-07,2.9307326565586322e-09,5.873187944871461e-07
1992,1.4656451075012455e-07,4.407955389584828e-09,5.482394200839735e-07
1993,1.0801454752851214e-07,5.539207537097468e-09,5.699844223272521e-07
1994,1.3398313392087857e-07,4.7474339459618875e-09,6.087265305154688e-07
1995,1.72976174717121e-07,3.2534704930142766e-09,7.21728184771564e-07
1996,1.6227800969659256e-07,5.871901409548741e-09,6.320300940387824e-07
1997,1.3809295573707914e-07,1.438468344439059e-09,5.56687265174105e-07
1998,1.3112355912170415e-07,5.244942036242151e-09,6.107973291591406e-07
1999,1.2156734907620148e-07,1.3710603485872497e-09,6.060086619186222e-07
2000,1.3740077520196792e-07,3.97622823555821e-09,6.764006243997756e-07
2001,1.6122860024836427e-07,5.257454249729676e-09,5.971591505726792e-07
2002,1.283697885767765e-07,4.8193437018895224e-09,5.879599385139045e-07
2003,1.5667630304250224e-07,2.500153750695233e-09,6.725413435049177e-07
2004,1.6650111334115536e-07,2.2023956547378987e-09,6.0830165082848e-07
2005,1.1934936061663848e-07,4.503749706508131e-09,5.156793285721051e-07
2006,1.4083184218804945e-07,3.7061009261485367e-09,5.797989253153446e-07
2007,1.426029241358151e-07,3.994479441660204e-09,5.276707604195963e-07
2008,1.6816887082882204e-07,3.831695738476526e-09,5.521899488769577e-07
2009,1.3446303093189726e-07,2.860915504498962e-09,5.221171015534765e-07
2010,1.634432393871066e-07,4.723792967897822e-09,5.191448551045141e-07
2011,1.9808174478441742e-07,7.64794394481072e-10,5.062938974731424e-07
2012,1.7940411378702947e-07,3.404252713057332e-10,4.745528237037888e-07
2013,1.366671305014222e-07,0.0,3.7457948920405215e-07
2014,1.4984880714052906e-07,6.496335691608124e-10,3.9129593254472184e-07
2015,2.5025136807244053e-07,1.5516027768169849e-09,4.721305728594416e-07
2016,1.733711583185027e-07,1.657072062899445e-09,4.596303533332957e-07
2017,1.3056022218904673e-07,1.0062445321423752e-09,4.490366194431772e-07
2018,1.5282282550543869e-07,1.0325866828253538e-09,4.349771387524015e-07
2019,1.4744708831671005e-07,1.2754939326953263e-09,3.9871938106728066e-07
