year,avais_VERB ôté_VERB,avais_VERB voté_VERB
1894,3.780923574225881e-09,6.301539290376468e-10
1895,5.416753268150387e-09,1.2037228991346183e-09
1896,1.7691086373616827e-09,5.89702897624278e-10
1897,2.330685422435863e-09,1.7480140668268973e-09
1898,5.6583548957434e-10,2.26334195829736e-09
1899,1.1055156790007459e-09,2.7637891975018647e-09
1900,1.5573159428683425e-09,2.07642125715779e-09
1901,0.0,1.676621730339889e-09
1902,0.0,0.0
1903,2.7001101354784396e-09,1.6200660812870638e-09
1904,6.449550227216605e-09,3.2247751136083025e-09
1905,1.5482277682110634e-09,1.5482277682110634e-09
1906,1.5432553013283723e-09,1.5432553013283723e-09
1907,2.5714217422034835e-09,1.5428529565042481e-09
1908,1.4734167219643268e-09,0.0
1909,7.701377313651392e-09,1.6502950117569526e-09
1910,1.6032452032632705e-09,1.6032452032632705e-09
1911,3.7242617878519013e-09,5.320374141248863e-10
1912,3.646594803896619e-09,5.209421227725386e-10
1913,4.242391771214216e-09,0.0
1914,2.0090231700464756e-09,1.3393487430235496e-09
1915,8.246533234057551e-09,0.0
1916,3.2962386153911893e-09,0.0
1917,2.1932848870420685e-09,2.1932848870420685e-09
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,0.0
1920,4.543339038320937e-09,0.0
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,5.902348387820666e-09,0.0
1923,3.1847844361720945e-09,2.1231896241147297e-09
1924,7.734974438733389e-09,0.0
1925,7.698724324711748e-09,0.0
1926,7.802296586589819e-09,1.1146138456652466e-09
1927,7.804457524684949e-09,0.0
1928,1.1426041224282812e-09,1.1426041224282812e-09
1929,5.570202965543558e-09,0.0
1930,8.402882833991043e-09,0.0
1931,1.1405356659111021e-08,0.0
1932,3.287861094491973e-09,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,4.787313656606784e-09,0.0
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,5.0364472592434595e-09,1.2591118148108649e-09
1938,1.2965214457594243e-09,0.0
1939,1.070583532936098e-08,1.5294050470515685e-09
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,1.1920870957027319e-09,3.5762612871081956e-09
1948,7.610321262063735e-09,0.0
1949,8.835307596655184e-09,0.0
1950,7.444753258312176e-09,7.444753258312176e-09
1951,3.1984206394497505e-09,3.1984206394497505e-09
1952,3.1634410646574906e-09,0.0
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,6.840775057526116e-09,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,4.360570571293465e-09,0.0
1957,8.835037701437898e-10,0.0
1958,2.4816730892496253e-09,8.272243445794913e-10
1959,3.100299128533379e-09,0.0
1960,7.612916519406099e-09,0.0
1961,6.25334317660986e-09,1.3896318540318475e-09
1962,3.170978146727066e-09,6.341956404476434e-10
1963,6.466053470433053e-09,0.0
1964,3.041984220075733e-09,6.083968329129164e-10
1965,1.0944086747954884e-09,5.472043373977442e-10
1966,4.431259803538978e-09,0.0
1967,3.944268467392931e-09,9.860671168482327e-10
1968,3.1439910674890825e-09,4.4914158503495116e-10
1969,5.904285060864822e-09,9.083515606356229e-10
1970,2.2993624781975086e-09,1.3796175313274261e-09
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,2.565073486948677e-09,1.0260293725750103e-09
1973,2.7566018356850464e-09,0.0
1974,5.625571564138454e-09,0.0
1975,2.2845920710778955e-09,0.0
1976,5.713526873840635e-10,1.142705374768127e-09
1977,2.938390863960194e-09,0.0
1978,4.158414057542359e-09,0.0
1979,3.5111840102075575e-09,5.851973350345929e-10
1980,3.97960553399912e-09,2.2740602734216964e-09
1981,3.1627747087981106e-09,1.2651099057237047e-09
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,3.78918940668882e-09,1.2630632095778083e-09
1984,1.739702604197646e-09,5.799008495621649e-10
1985,3.0077789148208467e-09,0.0
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,3.6664902225425067e-09,6.110816852533674e-10
1988,2.99827696004229e-09,0.0
1989,2.7440609784434855e-09,5.488122178931576e-10
1990,0.0,0.0
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,3.856960972825618e-09,0.0
1993,2.2156829704300662e-09,0.0
1994,5.274926606624319e-10,0.0
1995,4.337960657352369e-09,1.0844901643380922e-09
1996,4.270473752399084e-09,0.0
1997,9.58978896292706e-10,4.79489448146353e-10
1998,4.291316191284977e-09,0.0
1999,5.484241505371301e-09,1.8280804647829996e-09
2000,5.3016377954406835e-09,8.836062992401139e-10
2001,4.381211837767296e-09,1.3143635069212678e-09
2002,2.1906108038649563e-09,0.0
2003,3.333538334260311e-09,0.0
2004,3.523833003171717e-09,4.404791253964646e-10
2005,5.404499514582994e-09,1.3511248786457486e-09
2006,3.706100981659688e-09,8.235779835885637e-10
2007,5.192823504529542e-09,7.988958938831558e-10
2008,4.257439734089985e-09,4.257439678578834e-10
2009,3.337734755248789e-09,1.430457752249481e-09
2010,7.085689368580006e-09,4.723793023408973e-10
2011,4.206369030868018e-09,0.0
2012,8.170206733382201e-09,6.808505426114664e-10
2013,1.0040849929282558e-08,1.1156500168141292e-09
2014,1.1260315346817151e-08,1.0827225782605865e-09
2015,1.0196246513771712e-08,8.866301581811342e-10
2016,9.735297901158901e-09,6.214020409345267e-10
2017,1.3081178806828575e-08,1.7609279590047322e-09
2018,1.523065407127433e-08,1.8070267504555204e-09
2019,1.3010037491767434e-08,1.02039510174734e-09
