year,aurez_VERB ôté_VERB,aurez_VERB voté_VERB
1849,2.8490010350878947e-08,6.871120206142223e-08
1850,7.467895635215882e-09,3.869727649430388e-08
1851,1.805842941848823e-08,9.029214709244116e-09
1852,1.7578472011337e-08,9.114764054629632e-09
1853,1.3735443005202796e-08,6.569124799682413e-09
1854,1.1950028522278444e-08,2.0782657816909023e-09
1855,5.306937111981824e-09,2.1227748447927297e-09
1856,4.141751386299575e-09,7.765783571755946e-09
1857,3.905207268672939e-09,1.4644527812635033e-09
1858,6.8511463169329545e-09,1.468102750479261e-09
1859,1.2221216039165483e-08,5.601390462572908e-09
1860,9.15436793036406e-09,4.577183909670879e-10
1861,5.659156698811785e-09,2.8295783494058924e-09
1862,1.1294965851504912e-08,5.421583626485926e-09
1863,5.9935452156878455e-09,4.994620828036034e-10
1864,1.3904711160250827e-08,1.342523781033833e-08
1865,2.3534221238463715e-09,1.5061901947888146e-08
1866,8.75810357570117e-09,1.897589108068587e-08
1867,5.82337378318698e-09,1.5043715606566366e-08
1868,5.433861360870651e-09,1.432563490055827e-08
1869,4.395167341186834e-09,4.883519366671862e-09
1870,5.160643912205387e-09,1.490852596930381e-08
1871,8.496941816815706e-09,2.6552942955504477e-08
1872,7.256807155187062e-09,6.47065334646868e-08
1873,5.028243776905583e-08,3.6514627765882324e-08
1874,5.974609251779839e-09,5.914862910572083e-08
1875,2.2313955128083762e-08,6.007603303714859e-08
1876,1.0882827083946722e-08,4.0508300713781864e-08
1877,3.0924081073635534e-09,1.2369632429454214e-08
1878,1.1474268646338714e-08,1.6305540029293297e-08
1879,9.163987790827832e-09,1.7717043832021773e-08
1880,4.492492600149944e-09,1.1552122813895949e-08
1881,3.4862537301449947e-09,4.671580100534811e-08
1882,1.3310770263785798e-08,2.1962771157291172e-08
1883,3.791603475633565e-09,4.802697617378726e-08
1884,7.922036360241691e-09,2.9047466654219534e-08
1885,4.511945039809007e-09,3.674012205578947e-08
1886,7.744156427236248e-09,2.5813855941692054e-08
1887,2.6115698492645834e-09,4.570247114088488e-08
1888,7.60873763994141e-09,3.6775563927449184e-08
1889,6.891650361495749e-09,3.3831739187917265e-08
1890,1.9663159989136147e-09,2.4906668727453507e-08
1891,6.374220040683554e-10,4.9081492647928826e-08
1892,1.002961980134387e-08,4.8894396087462155e-08
1893,1.2932674486876294e-08,7.020594949835868e-08
1894,2.520615716150587e-09,2.2055386850183822e-08
1895,8.426059849853118e-09,1.9861428057765806e-08
1896,1.7691086373616827e-09,2.1229304536518612e-08
1897,0.0,4.1952336715667116e-08
1898,1.6975064687230201e-09,1.9238406423482957e-08
1899,6.633094074004475e-09,2.5426860617017155e-08
1900,5.191053142894475e-10,2.491705508589348e-08
1901,3.912117296778206e-09,4.526878427668635e-08
1902,2.455141867585553e-09,2.2096276808269977e-08
1903,4.860198465905796e-09,4.212171944573129e-08
1904,1.0749250378694342e-09,3.6009989656804464e-08
1905,4.1286072338664326e-09,2.4771644291377015e-08
1906,3.0865106026567446e-09,1.18316245689698e-08
1907,2.5714217422034835e-09,3.239991386294605e-08
1908,4.911389073214423e-10,2.0627833663411366e-08
1909,1.1001967115120692e-09,2.585462333115629e-08
1910,5.344150677544235e-10,2.3514262537105424e-08
1911,2.128149656499545e-09,1.3300935464144459e-08
1912,4.167536982180309e-09,1.719108944087111e-08
1913,6.363587878865928e-09,8.484783542428431e-09
1914,2.0090231700464756e-09,2.6117300322425763e-08
1915,2.3561523843085297e-09,2.3561524287174507e-08
1916,3.2962386153911893e-09,2.8567400889301098e-08
1917,1.0966424435210342e-09,1.7546279096336548e-08
1918,0.0,1.2635013924011673e-08
1919,0.0,1.8415697411455767e-08
1920,1.514446346106979e-09,1.590168707821249e-08
1921,4.543648568500203e-09,1.8931869405491852e-08
1922,0.0,1.549366501762961e-08
1923,2.1231896241147297e-09,1.2739137744688378e-08
1924,9.02413699321869e-09,3.480738541838946e-08
1925,1.0998177923937646e-09,1.0998178368026856e-08
1926,2.229227691330493e-09,2.3406890647947876e-08
1927,2.2298449753321847e-09,1.2264147031260109e-08
1928,0.0,1.0283437212876834e-08
1929,6.684243825105796e-09,1.7824650200282122e-08
1930,1.0503603542488804e-09,1.7856125467119455e-08
1931,1.1405356659111021e-09,2.0529641986399838e-08
1932,0.0,1.0959536389520963e-08
1933,0.0,6.882397318719313e-09
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,3.590485242455088e-09,0.0
1936,0.0,1.576212937948185e-08
1937,0.0,1.2591118370153254e-08
1938,0.0,1.2965214457594243e-09
1939,1.2235240376412548e-08,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,0.0
1944,3.2131861615880553e-09,3.2131861615880553e-09
1945,0.0,0.0
1946,0.0,5.568441707737293e-09
1947,0.0,9.536696765621855e-09
1948,0.0,1.4133454406817236e-08
1949,9.817008317369869e-10,6.8719057111366055e-09
1950,3.190608444114673e-09,4.2541445921528975e-09
1951,1.0661401761424827e-09,6.396841278899501e-09
1952,0.0,4.2179215675730575e-09
1953,0.0,3.232148326759443e-09
1954,0.0,9.772536113672459e-10
1955,0.0,9.385607846468247e-10
1956,1.744228317335228e-09,3.488456634670456e-09
1957,0.0,4.417518795207798e-09
1958,0.0,1.6544486891589827e-09
1959,1.5501495642666896e-09,7.750747599288843e-09
1960,0.0,5.536666680683311e-09
1961,6.948159270159238e-10,1.3896318540318475e-09
1962,0.0,8.244543714397423e-09
1963,2.5864212993553792e-09,1.2932106496776896e-09
1964,3.041984220075733e-09,6.083968440151466e-09
1965,2.188817349590977e-09,3.830430195250756e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,1.9721342336964653e-09,1.9721342336964653e-09
1968,2.6948494546985557e-09,5.3896989093971115e-09
1969,6.358460868938209e-09,6.8126366770115965e-09
1970,2.2993624781975086e-09,1.3336302728816918e-08
1971,3.5968783507200897e-09,3.083038491169532e-09
1972,1.5390440033513642e-09,1.0260293725750103e-09
1973,7.718485406371656e-09,4.410563025913916e-09
1974,4.500457340128605e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,2.2845920710778955e-09
1976,5.713526873840635e-10,2.856763492431469e-09
1977,1.1753563677885381e-09,2.3507127355770763e-09
1978,7.128709622605811e-09,1.7821774056514528e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,0.0,2.8425752862659692e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,3.1037510339615437e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,2.4062232206745193e-09,1.2031116103372597e-09
1986,2.3977941854269602e-09,5.994485463567401e-10
1987,1.2221633705067347e-09,0.0
1988,0.0,2.398621523624911e-09
1989,1.6464366536794728e-09,1.0976244357863152e-09
1990,0.0,3.2691906959314565e-09
1991,1.7584396161396398e-09,1.1722930404189924e-09
1992,0.0,2.2039776670368383e-09
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,3.164955852952289e-09
1995,1.0844901643380922e-09,0.0
1996,5.338092190498855e-10,4.270473752399084e-09
1997,1.438468344439059e-09,2.876936688878118e-09
1998,9.536258449571733e-10,4.768129224785866e-10
1999,4.570201161957499e-10,2.7421207526856506e-09
2000,2.2090156370779823e-09,0.0
2001,4.3812117822561447e-10,4.381211837767296e-09
2002,1.752488598683044e-09,2.1906108038649563e-09
2003,4.1669229178253886e-10,4.1669229178253886e-10
2004,1.3214374039449694e-09,0.0
2005,2.251874686720612e-09,2.702249757291497e-09
2006,2.4707338397433887e-09,8.235779835885637e-10
2007,3.595031605740928e-09,3.1955835755326234e-09
2008,1.2772318758180745e-09,3.8316958494988285e-09
2009,3.337734755248789e-09,9.53638501499654e-10
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,4.765953853791416e-09,1.0212758416727752e-09
2013,7.530637446961919e-09,5.578250084070646e-10
2014,9.094869746206768e-09,1.0827225782605865e-09
2015,7.75801378694041e-09,8.866301581811342e-10
2016,7.042556315894899e-09,1.0356699942093428e-09
2017,3.773417134311785e-09,2.264050280587071e-09
2018,3.614053500911041e-09,1.0325866828253538e-09
2019,1.581612352197226e-08,2.806086474294034e-09
