year,vos_DET ans_NOUN,vos_DET vents_NOUN
1908,1.9154416719402434e-08,0.0
1909,1.430255680556769e-08,0.0
1910,6.412980813053082e-09,0.0
1911,1.4365010514438836e-08,0.0
1912,1.66701485393439e-08,3.646594803896619e-09
1913,9.545381374209683e-09,0.0
1914,4.68772043404897e-09,1.3393487430235496e-09
1915,1.1780762143587253e-08,0.0
1916,3.2962386153911893e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,1.5653341733923298e-08,1.8415696745321952e-09
1920,4.543339038320937e-09,0.0
1921,2.2718242842501013e-09,1.5145494858259667e-09
1922,2.0658220023506146e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,1.804827398643738e-08,0.0
1925,5.499089184013428e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,0.0
1927,5.574612438330462e-09,0.0
1928,5.713020723163709e-09,1.1426041224282812e-09
1929,1.3368487650211591e-08,0.0
1930,2.100720708497761e-09,0.0
1931,1.0264820993199919e-08,2.2810713318222042e-09
1932,1.0959536389520963e-08,0.0
1933,3.4411986593596566e-09,0.0
1934,2.3963160344919743e-09,0.0
1935,1.0771455727365264e-08,7.180970484910176e-09
1936,1.2124714565686645e-09,0.0
1937,1.510934133364117e-08,0.0
1938,3.8895642262559704e-09,0.0
1939,1.6823455517567254e-08,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,0.0
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,1.0728784083369192e-08,0.0
1948,2.174377566888097e-09,0.0
1949,6.8719057111366055e-09,0.0
1950,4.2541445921528975e-09,1.0635361480382244e-09
1951,1.0661401539380222e-08,0.0
1952,4.2179215675730575e-09,0.0
1953,7.54167928107563e-09,0.0
1954,3.224936762080688e-08,2.9317608341017376e-09
1955,2.815682353940474e-09,2.815682353940474e-09
1956,6.976913269340912e-09,0.0
1957,7.068030161150318e-09,0.0
1958,1.5717262158432277e-08,5.790570467567591e-09
1959,3.8753737996444215e-09,1.5501495642666896e-09
1960,1.5225833038812198e-08,0.0
1961,6.948159103625784e-09,2.08444772553662e-09
1962,3.170978146727066e-09,0.0
1963,1.1638896069143811e-08,0.0
1964,6.6923653285755336e-09,2.433587276140514e-09
1965,1.2038495533772675e-08,5.472043373977442e-10
1966,7.200797291773142e-09,1.6617224263271169e-09
1967,1.7256175155466735e-08,1.9721342336964653e-09
1968,2.3804503673785504e-08,4.4914158503495116e-10
1969,8.629339909305145e-09,1.8167031212712459e-09
1970,1.3796174869185052e-08,0.0
1971,1.2845993713206383e-08,1.541519245584766e-09
1972,1.3338381954497436e-08,1.5390440588625154e-09
1973,8.821126051827832e-09,5.513203782392395e-10
1974,5.625571564138454e-09,0.0
1975,5.711480177694739e-09,0.0
1976,2.285410749536254e-09,0.0
1977,1.23412418062685e-08,0.0
1978,5.346532105932056e-09,1.7821774056514528e-09
1979,8.777960247563499e-09,4.0963813452421505e-09
1980,3.97960553399912e-09,0.0
1981,5.69299452024552e-09,1.2651099057237047e-09
1982,9.311253101884631e-09,1.2415004579935385e-09
1983,3.157658134966823e-09,0.0
1984,6.958810416790584e-09,5.799008495621649e-10
1985,3.609334831011779e-09,0.0
1986,7.1933827783254856e-09,1.1988970927134801e-09
1987,7.332980445085013e-09,6.110816852533674e-10
1988,2.398621523624911e-09,2.99827696004229e-09
1989,2.7440609784434855e-09,1.0976244357863152e-09
1990,6.538381391862913e-09,0.0
1991,5.2753188484189195e-09,2.344586080837985e-09
1992,2.2039776670368383e-09,1.6529832502776287e-09
1993,2.7696036575264316e-09,5.539207315052863e-09
1994,6.329911705904578e-09,0.0
1995,3.795715741716776e-09,1.626735190995987e-09
1996,3.736664311304594e-09,5.338092190498855e-10
1997,2.3974471297094624e-09,0.0
1998,8.582632382569955e-09,0.0
1999,9.140402212892695e-09,4.570201161957499e-10
2000,2.6508188977203417e-09,4.4180314962005696e-10
2001,5.695575122643959e-09,4.3812117822561447e-10
2002,5.6955880012310445e-09,1.752488598683044e-09
2003,1.6667691671301554e-09,0.0
2004,7.047666006343434e-09,0.0
2005,7.656374201303606e-09,1.3511248786457486e-09
2006,2.4707338397433887e-09,4.1178899179428186e-10
2007,4.393927444112933e-09,0.0
2008,2.9802078582719105e-09,0.0
2009,6.198650481792356e-09,9.53638501499654e-10
2010,1.8895172093635892e-09,1.8895172093635892e-09
2011,1.911985902935953e-09,7.64794394481072e-10
2012,2.0425516833455504e-09,6.808505426114664e-10
2013,2.2313000336282585e-09,1.3945624655065103e-09
2014,3.4647124058651002e-09,1.948900707482437e-09
2015,5.319781060109108e-09,3.32486305154589e-09
2016,9.942432044329763e-09,1.4499380585064614e-09
2017,5.031222660711876e-10,2.7671724911471074e-09
2018,5.937373259712331e-09,1.8070266949443692e-09
2019,3.3162841361900064e-09,7.65296326310505e-10
