year,très_ADV eu_VERB,très_ADV vu_VERB
1989,1.0976244357863152e-09,5.488122178931576e-10
1990,2.724325487424295e-09,1.6345953479657283e-09
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,0.0,1.1019888335184191e-09
1993,1.1078414852150331e-09,5.539207426075166e-10
1994,1.0549853213248639e-09,1.0549853213248639e-09
1995,4.337960657352369e-09,5.422450821690461e-10
1996,2.135236876199542e-09,1.067618438099771e-09
1997,4.79489448146353e-10,4.79489448146353e-10
1998,1.9072516899143466e-09,2.3840645013706308e-09
1999,3.1991407301035224e-09,4.570201161957499e-10
2000,0.0,0.0
2001,3.066848330846028e-09,8.762423564512289e-10
2002,5.257465574004527e-09,8.76244299341522e-10
2003,1.6667691671301554e-09,0.0
2004,4.404791253964646e-10,0.0
2005,2.251874686720612e-09,0.0
2006,3.7061009261485367e-09,8.235779835885637e-10
2007,2.3966877371606188e-09,7.988958938831558e-10
2008,1.2772318758180745e-09,0.0
2009,2.384096253749135e-09,4.76819250749827e-10
2010,3.3066552274085836e-09,0.0
2011,1.911985902935953e-09,3.82397197240536e-10
2012,1.7021263287730903e-09,3.404252713057332e-10
2013,2.789125042035323e-10,2.789125042035323e-10
2014,0.0,1.0827225782605865e-09
2015,1.7732603163622684e-09,4.433150790905671e-10
2016,2.0713400439298368e-10,6.214020409345267e-10
2017,1.7609279590047322e-09,5.031222660711876e-10
2018,5.162933414126769e-10,0.0
2019,1.53059265262101e-09,1.53059265262101e-09
