year,trois_DET îles_NOUN,trois_DET iles_NOUN,trois_DET villes_NOUN
1866,6.471265417973271e-08,1.897589108068587e-08,3.0458736688387944e-07
1867,1.0336488642792574e-07,1.261730986357179e-08,2.8291890075138326e-07
1868,4.297690514576402e-08,3.4579119567723637e-09,1.8079938823856168e-07
1869,8.985675159500772e-08,7.813630742425914e-09,2.3294385798067196e-07
1870,6.135431851461703e-08,6.880858549607183e-09,3.2053334253490107e-07
1871,4.6733178216129545e-08,1.0621177271019633e-09,2.1773412939296577e-07
1872,3.205089671443062e-08,1.2094678591978436e-09,2.8241073835033603e-07
1873,5.866284202848959e-08,2.9930022904522957e-09,2.0891155649849225e-07
1874,4.301718670163268e-08,1.792382742227261e-09,2.4376405249881827e-07
1875,8.353429592489192e-08,5.7215269744226305e-09,2.294332421826084e-07
1876,6.892457005136521e-08,4.836811839936672e-09,2.1584272680286176e-07
1877,9.462768257861853e-08,5.566334282391949e-09,2.2945667321749852e-07
1878,6.703388133466603e-08,4.227361960484899e-09,2.3250491931747774e-07
1879,8.125402395364745e-08,8.553055264037823e-09,3.4884247313016203e-07
1880,7.187987560719478e-08,8.984984534166074e-09,2.470870814619275e-07
1881,5.368830691132587e-08,6.972507682334594e-09,2.8168930527039393e-07
1882,5.923292900611443e-08,1.3310770263785798e-09,2.562323260235644e-07
1883,6.066565205742336e-08,7.583206729222525e-09,2.736273714276649e-07
1884,9.704494363660388e-08,9.242375753615306e-09,2.9113482646891953e-07
1885,7.476937652350912e-08,6.445635580831777e-09,2.5073522991192476e-07
1886,8.131364293006982e-08,1.548831352060631e-08,2.658827114032647e-07
1887,8.552890928825718e-08,7.834709492282599e-09,2.5462806718667963e-07
1888,4.628648708759897e-08,3.1703073499755874e-09,1.686603532391473e-07
1889,4.698852729134728e-08,6.265136576200092e-09,2.462198794850323e-07
1890,5.636772321127026e-08,1.1797895382859025e-08,1.900772060858813e-07
1891,6.69293100941104e-08,9.561329838980726e-09,1.9122660677162173e-07
1892,5.014809811854093e-08,5.01480967862733e-09,1.7802575347225513e-07
1893,4.0645549148621285e-08,9.237624942759481e-09,2.1985546738712003e-07
1894,5.356308463433379e-08,4.411077725308132e-09,2.211840322008385e-07
1895,6.078800729447664e-08,3.611168697403855e-09,2.3171665453070034e-07
1896,5.5432073542416305e-08,1.1794058063507862e-08,1.7809028118875858e-07
1897,3.612562415877818e-08,6.409384800676321e-09,2.2665915955233373e-07
1898,3.5647634177848886e-08,5.092519295146758e-09,2.3142671778941803e-07
1899,3.150719685152126e-08,5.527578395003729e-09,1.6306356798168054e-07
1900,4.775768935871838e-08,1.0901211378033793e-08,2.5799534708603744e-07
1901,4.3033289376381845e-08,7.2653604799022276e-09,2.1516644288510633e-07
1902,4.0264328760031276e-08,7.856454264931756e-09,1.6449450512823205e-07
1903,5.022204785376516e-08,6.480264325148255e-09,2.3220947431568106e-07
1904,3.2247751136083025e-08,5.374625189347171e-09,2.4132067366622323e-07
1905,6.296125931726237e-08,6.708986810544104e-09,1.9662491812511007e-07
1906,3.2922780501820625e-08,5.658603086100555e-09,2.0731063266055116e-07
1907,4.2685598167224725e-08,3.08570607954195e-09,1.6097100141720944e-07
1908,5.1569583714439204e-08,4.4202499438483756e-09,2.2592390047648792e-07
1909,5.611003306427165e-08,1.2652262071366494e-08,1.8648334854098891e-07
1910,4.3287619710952185e-08,6.412980924075384e-09,2.2659198750663023e-07
1911,3.298632123005518e-08,6.384448858476333e-09,1.6333548513713936e-07
1912,2.2400510557574194e-08,2.083768435579003e-09,2.2765171259209183e-07
1913,2.4393752795504042e-08,1.5908969142053309e-09,2.0310450299376726e-07
1914,3.616241750492577e-08,2.678697486047099e-09,2.009023054583281e-07
1915,2.9451904026700504e-08,4.712304768617059e-09,2.3679331551118565e-07
1916,2.197492321442951e-08,0.0,2.0326805172388163e-07
1917,2.1932848426331475e-08,3.289927441585405e-09,3.026733175204299e-07
1918,2.2972752589112133e-08,1.1486376294556067e-09,1.929711208603635e-07
1919,3.591060881991126e-08,1.8415696745321952e-09,2.412456289180298e-07
1920,2.8017257847068322e-08,3.786115865267448e-09,1.529590774040912e-07
1921,2.7261890134244737e-08,2.2718242842501013e-09,2.1279419737396665e-07
1922,3.541409093754666e-08,1.4755870969551665e-09,2.523253943564896e-07
1923,2.653986985734491e-08,3.1847844361720945e-09,1.6030080995932394e-07
1924,2.3204924204378585e-08,3.867487330388997e-09,1.7274777341924619e-07
1925,3.959344208048776e-08,5.499088961968823e-09,2.0016684487700331e-07
1926,3.1209186346359274e-08,7.802296808634424e-09,1.8725512784811826e-07
1927,5.2401357919507063e-08,4.459690061686672e-09,2.0737558692474067e-07
1928,2.170947865920425e-08,3.4278122562625413e-09,1.8167406157232335e-07
1929,4.233354289340241e-08,6.684243825105796e-09,2.261502440870089e-07
1930,2.3107928459609184e-08,0.0,2.037699081691713e-07
1931,3.877821264097747e-08,1.1405356659111021e-09,1.2659946335702443e-07
1932,6.137340680112402e-08,7.6716757391182e-09,1.687768622637975e-07
1933,3.9000251472742775e-08,2.2941324395731044e-09,1.2388315528966132e-07
1934,6.11060571031885e-08,2.3963160344919743e-09,2.0847949322444492e-07
1935,3.4708024010399185e-08,5.98414207075848e-09,1.3883209692977516e-07
1936,3.273673021553236e-08,1.2124714565686645e-09,1.8672061008473406e-07
1937,3.777335588761588e-08,3.777335444432595e-09,1.8634855036836484e-07
1938,4.5378251711802875e-08,3.889564337278273e-09,1.6206518682615467e-07
1939,3.211750509990452e-08,3.058810094103137e-09,1.9270503948121132e-07
1940,1.7750480196809804e-08,7.607348750937604e-09,1.9779106663619928e-07
1941,4.7224041566096275e-08,5.9030051957620344e-09,2.0955667823230328e-07
1942,6.068423630267716e-08,0.0,1.9115534666269696e-07
1943,4.645176376882887e-08,2.9032352077962287e-09,1.4516176038981143e-07
1944,7.069009200222354e-08,3.2131861615880553e-09,1.2210107236398926e-07
1945,3.921307367704685e-08,0.0,1.3288874622929825e-07
1946,3.3410652022780596e-08,5.568441707737293e-09,1.545242591660667e-07
1947,2.6225916327504706e-08,7.152522574216391e-09,1.8954184177744082e-07
1948,1.956939787994827e-08,5.435943917220243e-09,1.4677048953970484e-07
1949,4.22131343214005e-08,3.9268033269479474e-09,2.0615717211125428e-07
1950,3.296961992305114e-08,1.0635361480382244e-09,1.9675418627684849e-07
1951,4.264560538036477e-08,5.3307008807124134e-09,1.6418558690389773e-07
1952,2.4253049346611988e-08,3.163441175679793e-09,1.8769751086722408e-07
1953,3.44762476345295e-08,4.3095309543161875e-09,1.3359545603108813e-07
1954,2.7363101562372094e-08,8.795282502305213e-09,1.2313395814089745e-07
1955,3.754243316222983e-08,9.385607846468247e-10,1.924049541912609e-07
1956,3.7500909488841216e-08,8.72114158667614e-10,1.5698055455537485e-07
1957,3.003912851795576e-08,2.6505113104313693e-09,1.5549666132486095e-07
1958,3.557064687242928e-08,2.4816730892496253e-09,2.2086889739370008e-07
1959,2.7127616819555556e-08,3.8753737996444215e-09,1.9299362219449279e-07
1960,2.629916601160076e-08,6.920833350854139e-10,1.7509708949425828e-07
1961,2.7792637857793068e-08,6.948159270159238e-10,1.7231435656128724e-07
1962,2.663621723186793e-08,1.2683912808952869e-09,1.8899030007624162e-07
1963,4.073613490973571e-08,2.5864212993553792e-09,1.9850783461450305e-07
1964,4.1979383080814614e-08,3.650380941966347e-09,2.0016255453114695e-07
1965,2.8454625322638094e-08,3.283225968875314e-09,2.0629602914823408e-07
1966,2.7141466296676242e-08,1.1078149508847446e-09,2.082692165394917e-07
1967,2.9088979225377898e-08,1.4791006197611978e-09,2.1545566619707301e-07
1968,4.1770166214760707e-08,2.6948494546985557e-09,2.474770122162795e-07
1969,3.4971536666539293e-08,9.083515606356229e-10,2.3753392841552312e-07
1970,3.9549036767727586e-08,6.438214850135182e-09,2.3131586890379197e-07
1971,3.4427263151393106e-08,2.5691987426412766e-09,2.3944932570074684e-07
1972,4.9762423515176124e-08,4.104117490300041e-09,2.375257981412915e-07
1973,3.473318305191597e-08,1.6539611902288698e-09,2.1446362996613288e-07
1974,4.162923183947953e-08,3.937900228123681e-09,2.6608953618278974e-07
1975,4.7976432160368176e-08,5.711480177694739e-09,2.335995432645177e-07
1976,4.627956839975411e-08,7.427584713948221e-09,2.319691957408665e-07
1977,5.524175039628432e-08,3.526069214387917e-09,2.85023922685923e-07
1978,3.801978465389766e-08,3.5643548113029055e-09,2.857424543645237e-07
1979,4.09638133413992e-08,2.3407893401383717e-09,2.2764176677014802e-07
1980,3.1836845382215984e-08,2.2740603289328476e-09,2.6777060391225405e-07
1981,5.313461515221718e-08,3.795329661659963e-09,2.3467789234121739e-07
1982,4.221101668200333e-08,3.7245013739806154e-09,1.9057031497293764e-07
1983,6.378469308288004e-08,8.841442245000053e-09,2.551387643379144e-07
1984,4.755187132943206e-08,5.219107646059484e-09,2.6385488949287605e-07
1985,5.0530688078254116e-08,4.210890747202711e-09,2.4122388175840115e-07
1986,4.555809107742448e-08,4.196139768986029e-09,3.075171086663886e-07
1987,5.133086067310444e-08,2.4443267410134695e-09,2.5665430980481574e-07
1988,4.1975876885480545e-08,2.3986214681137596e-09,2.680459618709108e-07
1989,5.3234785912792404e-08,3.2928733073589456e-09,2.475143163760407e-07
1990,5.121732060686668e-08,2.179460389939436e-09,2.691633502749369e-07
1991,4.3374841940391207e-08,2.9307325455363298e-09,2.1863264798582804e-07
1992,7.879220276230114e-08,8.264916306899295e-09,2.942310270981352e-07
1993,4.7083262177949337e-08,2.2156829704300662e-09,2.520339439371355e-07
1994,5.0639296755861096e-08,1.0549853213248639e-09,2.6058136803897014e-07
1995,5.8562467319944744e-08,1.626735190995987e-09,3.041994856012309e-07
1996,6.298948451721742e-08,1.6014276571496566e-09,3.2936027838381676e-07
1997,5.753873288938394e-08,5.753873377756236e-09,2.939270249413539e-07
1998,5.531029756422612e-08,1.43043876743576e-09,2.7798192636652175e-07
1999,5.347135290101335e-08,1.8280804925385752e-09,3.0026221420342836e-07
2000,5.743440878447359e-08,0.0,2.540368049253061e-07
2001,4.468835990145692e-08,1.3143635346768434e-09,3.009892601824049e-07
2002,5.213653486713099e-08,1.7524885431718928e-09,2.8959874409650865e-07
2003,4.2085920526346854e-08,1.2500769308587678e-09,2.8960114883958e-07
2004,6.210755598701212e-08,8.809582507929292e-10,2.713351401339992e-07
2005,4.819012167089909e-08,1.3511248786457486e-09,2.5356110633367734e-07
2006,5.065004438087328e-08,1.2353669198716943e-09,2.4007298193851057e-07
2007,5.432492145018841e-08,7.988958938831558e-10,2.52850552495687e-07
2008,5.83269237353079e-08,4.257439678578834e-10,2.528919136324248e-07
2009,6.389377960047682e-08,2.384096253749135e-09,2.1886002965487705e-07
2010,7.085689834873676e-08,1.4171379625338432e-09,1.898964834268213e-07
2011,8.642176307915861e-08,0.0,1.6213640807727359e-07
2012,6.842547817242917e-08,0.0,1.756594434354497e-07
2013,4.93675145207817e-08,5.578250084070646e-10,1.4336102838186093e-07
2014,5.435267347309036e-08,0.0,1.8579519234229736e-07
2015,7.492024778343875e-08,0.0,1.4452072183424036e-07
2016,6.669714824880657e-08,2.0713400439298368e-10,1.6197879060264597e-07
2017,5.3834083413306644e-08,2.515611330355938e-10,2.568439173844528e-07
2018,5.83411479126994e-08,5.162933414126769e-10,1.4998321751225063e-07
2019,5.714212569785104e-08,0.0,1.729569652497709e-07
