year,divers_DET airs_NOUN,divers_DET verres_NOUN
1858,4.893676019968041e-10,0.0
1859,2.5460866748261424e-09,0.0
1860,5.950338888283113e-09,1.373155145145688e-09
1861,7.073945429425521e-09,0.0
1862,3.6143890103090826e-09,0.0
1863,3.496234635136375e-09,0.0
1864,4.794727948009836e-10,0.0
1865,6.589582213223366e-09,5.177528628053096e-09
1866,2.432806400776144e-09,0.0
1867,0.0,0.0
1868,3.951899252285784e-09,1.975949626142892e-09
1869,1.4650557433881772e-09,0.0
1870,0.0,0.0
1871,3.18635318130589e-09,0.0
1872,6.047339518033823e-09,0.0
1873,5.986004469882289e-10,5.986004469882289e-10
1874,3.5847653734322193e-09,0.0
1875,9.154443425529735e-09,1.716458086775674e-09
1876,4.836811839936672e-09,0.0
1877,4.9478527941460015e-09,0.0
1878,5.435179861734696e-09,6.039088673581716e-10
1879,4.27652757650776e-09,0.0
1880,2.5671385017744797e-09,0.0
1881,1.1853263259808955e-08,0.0
1882,3.3276925659464496e-09,0.0
1883,6.319338941018771e-10,3.791603475633565e-09
1884,1.3203393933736152e-09,0.0
1885,1.2891271383708158e-09,0.0
1886,1.2906927748801422e-09,0.0
1887,6.528924623161458e-10,5.223139698529167e-09
1888,1.9021844099853524e-09,0.0
1889,3.759081934617825e-09,0.0
1890,5.243509182406569e-09,1.3108772956016423e-09
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,6.268512375839919e-09,0.0
1893,5.542574843531156e-09,6.158416554491453e-10
1894,5.041231432301174e-09,0.0
1895,4.213029924926559e-09,1.8657704714541978e-08
1896,5.89702897624278e-10,1.179405795248556e-09
1897,6.992056267307589e-09,5.826713556089658e-10
1898,5.6583546736987955e-09,0.0
1899,5.527578395003729e-10,6.633094074004475e-09
1900,1.2977633190303095e-08,3.633737311048435e-09
1901,7.265360757457984e-09,0.0
1902,2.9461704187383475e-09,0.0
1903,1.6200660812870638e-09,5.400220270956879e-10
1904,5.374625189347171e-09,0.0
1905,6.708986699521802e-09,0.0
1906,8.745113966313056e-09,1.5432553013283723e-09
1907,2.057137349353866e-09,1.5428529565042481e-09
1908,2.9468334439286537e-09,9.822778146428846e-10
1909,4.950885035270858e-09,5.500983557560346e-10
1910,8.01622590529405e-09,0.0
1911,9.576673676292558e-09,0.0
1912,4.167536982180309e-09,0.0
1913,9.015082902408267e-09,0.0
1914,0.0,0.0
1915,0.0,0.0
1916,1.0987462051303964e-09,6.592477230782379e-09
1917,2.1932848870420685e-09,0.0
1918,0.0,0.0
1919,3.6831393490643904e-09,0.0
1920,8.329454459499175e-09,1.514446346106979e-09
1921,0.0,0.0
1922,1.4755870969551665e-09,0.0
1923,1.3800733000834953e-08,0.0
1924,3.867487219366694e-09,0.0
1925,0.0,1.0998177923937646e-09
1926,2.229227691330493e-09,8.916910765321973e-09
1927,0.0,0.0
1928,7.998228745975666e-09,3.4278122562625413e-09
1929,6.684243825105796e-09,3.342121912552898e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,0.0,1.1405356659111021e-09
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,1.1470662197865522e-09,2.2941324395731044e-09
1934,1.1981580172459871e-09,0.0
1935,2.393656828303392e-09,0.0
1936,4.849885826274658e-09,0.0
1937,0.0,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,1.3764645423464117e-08
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,3.034211770724937e-09,0.0
1943,0.0,5.806470415592457e-09
1944,3.2131861615880553e-09,0.0
1945,0.0,2.178504043826024e-09
1946,1.3921104269343232e-09,4.1763312808029696e-09
1947,3.5762612871081956e-09,4.7683483828109274e-09
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,4.908504269707237e-09,1.9634016634739737e-09
1950,5.317680518146517e-09,3.190608444114673e-09
1951,1.0661401761424827e-09,2.1322803522849654e-09
1952,0.0,7.381362632230548e-09
1953,2.1547654771580937e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,2.815682353940474e-09,9.385607846468247e-10
1956,3.488456634670456e-09,0.0
1957,8.835037701437898e-10,8.835037701437898e-10
1958,2.4816730892496253e-09,2.4816730892496253e-09
1959,2.325224457422337e-09,4.650448914844674e-09
1960,2.076250060767393e-09,6.920833350854139e-10
1961,2.779263708063695e-09,0.0
1962,1.2683912808952869e-09,0.0
1963,0.0,6.466053248388448e-10
1964,3.041984220075733e-09,6.083968329129164e-10
1965,0.0,1.0944086747954884e-09
1966,1.6617224263271169e-09,2.769537488234164e-09
1967,2.465167847631733e-09,0.0
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,2.7250546263957176e-09,0.0
1970,6.438214850135182e-09,0.0
1971,2.0553589941130213e-09,1.0276794970565106e-09
1972,9.747279428040656e-09,1.0260293725750103e-09
1973,2.205281512956958e-09,1.102640756478479e-09
1974,2.2502286700643026e-09,5.625571564138454e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,0.0,1.7140580066410394e-09
1977,1.1753563677885381e-09,1.7630346071939584e-09
1978,3.5643548113029055e-09,0.0
1979,2.925986564150662e-09,5.266775904289034e-09
1980,0.0,5.685150683554241e-10
1981,1.2651099057237047e-09,0.0
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.1598016991243298e-09,1.739702604197646e-09
1985,1.8046674155058895e-09,0.0
1986,0.0,0.0
1987,1.2221633705067347e-09,0.0
1988,5.996553809062277e-10,1.798966087207532e-09
1989,3.841685636274406e-09,0.0
1990,4.358920779878872e-09,1.089730194969718e-09
1991,1.7584396161396398e-09,0.0
1992,7.713921945651236e-09,2.7549720282848966e-09
1993,5.539207426075166e-10,3.323524566667402e-09
1994,3.6924485691258724e-09,5.274926606624319e-10
1995,2.7112254663563817e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,1.917957792585412e-09,9.58978896292706e-10
1998,9.536258449571733e-10,4.768129224785866e-10
1999,1.3710603763428253e-09,0.0
2000,1.3254094488601709e-09,0.0
2001,3.943090742808408e-09,0.0
2002,1.752488598683044e-09,0.0
2003,5.8336921959778465e-09,4.1669229178253886e-10
2004,1.7619165015858584e-09,0.0
2005,0.0,0.0
2006,4.529678854225949e-09,4.1178899179428186e-10
2007,2.7961355453243186e-09,0.0
2008,7.2376473703172906e-09,0.0
2009,1.907277002999308e-09,9.53638501499654e-10
2010,9.447586046817946e-10,0.0
2011,1.911985902935953e-09,0.0
2012,1.3617010852229328e-09,1.3617010852229328e-09
2013,1.1156500168141292e-09,2.789125042035323e-10
2014,1.2992671383216248e-09,0.0
2015,4.433150790905671e-10,0.0
2016,1.86420612280358e-09,0.0
2017,7.54683426862357e-10,2.515611330355938e-10
2018,1.0325866828253538e-09,0.0
2019,2.5509878653906526e-09,2.55098775436835e-10
