year,rien_PRON ôté_VERB,rien_PRON oté_VERB,rien_PRON noté_VERB
1837,1.6142307401878497e-07,1.3915781860163179e-09,1.3219993100221927e-08
1838,1.0541310047074148e-07,6.312161904276081e-10,8.2058102535143e-09
1839,1.1535934163475758e-07,0.0,1.3982950353153e-09
1840,1.0127804728199408e-07,6.369688665408546e-10,5.095750932326837e-09
1841,9.7592334213914e-08,6.420548537278137e-10,1.0914932957462042e-08
1842,1.1404050326291326e-07,0.0,1.6770663080478698e-08
1843,9.982679927134086e-08,5.906911071384968e-10,1.1813821920725331e-08
1844,1.1800406696238497e-07,1.097712254427563e-09,7.1351298203126134e-09
1845,9.151573721055684e-08,1.1160455892778032e-09,7.254296274794569e-09
1846,8.196301592988675e-08,1.7563503984519002e-09,8.781752214304106e-09
1847,8.25163226636505e-08,5.393223645455691e-10,1.6179670936367074e-08
1848,9.815170187721378e-08,8.045221711050488e-10,4.82713291560799e-09
1849,1.5334329361849086e-07,3.3517659758786067e-09,0.0
1850,1.2288083439671027e-07,6.788996032014438e-10,6.788996032014438e-09
1851,1.1222023488244304e-07,3.2247193804124663e-09,4.514607132577453e-09
1852,1.0221556578926538e-07,6.510545436100301e-10,9.114764054629632e-09
1853,9.555090940693844e-08,1.1943863675867306e-09,1.6124216628554677e-08
1854,8.416976271519161e-08,1.558699391779328e-09,1.0910895298366086e-08
1855,1.0985360177073744e-07,5.306937111981824e-10,5.837630823180007e-09
1856,1.0043746812016252e-07,1.5531567143511893e-09,4.141751386299575e-09
1857,1.0007093464992067e-07,4.881509085841174e-10,4.393358121745905e-09
1858,8.270312434888183e-08,9.787352039936081e-10,1.3212924976357954e-08
1859,1.1100937769015218e-07,5.092173349652285e-10,4.582956236731661e-09
1860,9.245911769539816e-08,4.577183909670879e-10,6.408057640072684e-09
1861,1.046943935989475e-07,1.4147891747029462e-09,6.6023493339173456e-09
1862,1.1520864973135758e-07,4.517986262886353e-10,1.445755604123633e-08
1863,9.689564706150122e-08,0.0,1.1987090431375691e-08
1864,7.527722800659831e-08,4.794727948009836e-10,1.342523781033833e-08
1865,9.272483225686301e-08,1.4120533631256649e-09,2.8241066374334878e-08
1866,8.417510599656453e-08,4.865612912574591e-10,1.5083399418358567e-08
1867,7.667442503134225e-08,0.0,8.73506067478047e-09
1868,8.150792041305976e-08,1.4819622196071691e-09,8.89177353968762e-09
1869,8.057806866190731e-08,9.767038289254515e-10,1.3185501579471293e-08
1870,5.8487298559839473e-08,5.734048791339319e-10,1.0894693147633916e-08
1871,8.709365317827178e-08,2.1242354542039266e-09,2.0180236370848093e-08
1872,1.0220003332506167e-07,1.2094678591978436e-09,1.814201766592305e-08
1873,4.2500630570430076e-08,5.986004469882289e-10,2.5141218884527916e-08
1874,4.719941060216115e-08,0.0,1.2546679251101978e-08
1875,6.522540729747561e-08,0.0,2.2886109007913547e-08
1876,1.2454790976335062e-07,0.0,1.269663130187837e-08
1877,7.669171964153065e-08,1.8554447978047506e-09,2.288381928394756e-08
1878,5.6163525385954927e-08,6.039088673581716e-10,2.8383716710322915e-08
1879,5.681672377022551e-08,6.10932526790009e-10,2.1993571408529533e-08
1880,5.647704881539539e-08,0.0,1.6044616302224313e-08
1881,4.6018548971460405e-08,6.972507571312292e-10,1.4642266066289267e-08
1882,5.257754409626614e-08,0.0,1.1979693681496428e-08
1883,6.824885900869049e-08,6.319338941018771e-10,1.4534479952921231e-08
1884,5.3473744543452995e-08,0.0,3.895001299270007e-08
1885,4.1252068427866107e-08,0.0,2.900535989169839e-08
1886,4.969167122226281e-08,0.0,2.19417763958063e-08
1887,4.961982824625011e-08,6.528924623161458e-10,1.6975204464309e-08
1888,4.438430423192585e-08,1.268122939990235e-09,4.4384300679212174e-09
1889,5.5133202891965993e-08,6.265136742733546e-10,1.628935564212952e-08
1890,5.3745967676377404e-08,3.9326319978272295e-09,2.4906668727453507e-08
1891,3.378336543846672e-08,1.9122659011827636e-09,1.2748440525456317e-08
1892,3.2596265242545996e-08,6.268512375839919e-10,9.402768341715273e-09
1893,3.510297474917934e-08,1.2316833108982905e-09,2.0322774574310642e-08
1894,3.465846631911518e-08,0.0,1.7014155417882648e-08
1895,3.189865793729041e-08,3.0093072478365457e-09,1.2639090662958097e-08
1896,2.1229304536518612e-08,0.0,1.3563166589847242e-08
1897,2.2141511735185304e-08,0.0,1.9228155068162778e-08
1898,1.6975064909274806e-08,0.0,3.621347155480237e-08
1899,4.145683618617113e-08,0.0,2.819064981451902e-08
1900,4.464305547458025e-08,5.191053142894475e-10,4.3085739864778816e-08
1901,3.24146860464225e-08,0.0,3.017919070202879e-08
1902,1.5221880644844532e-08,9.820567692386817e-10,2.6024505217492333e-08
1903,1.9440793863623185e-08,0.0,3.834156347970463e-08
1904,2.1498500757388683e-08,1.6123875568041512e-09,2.2573425795258117e-08
1905,1.8062657147766004e-08,0.0,1.909480928929952e-08
1906,3.961022088105892e-08,5.144184522798412e-10,5.2985099419089465e-08
1907,1.2342823652033985e-08,0.0,1.542852956504248e-08
1908,2.9959473124563374e-08,0.0,2.0136695866312948e-08
1909,2.0353638774395222e-08,5.500983557560346e-10,2.8055016088046614e-08
1910,2.5651923252212327e-08,0.0,2.51175080734356e-08
1911,2.3409645777405785e-08,0.0,1.9685383989553884e-08
1912,3.021464323182954e-08,5.209421227725386e-10,1.2502610502451716e-08
1913,2.4393752795504042e-08,1.060597942803554e-09,2.598464909908671e-08
1914,2.1429579888376793e-08,0.0,1.6072185360371805e-08
1915,1.8849219074468238e-08,0.0,1.8849219074468238e-08
1916,2.5271162940043723e-08,0.0,3.5159878564172686e-08
1917,2.52227767560953e-08,0.0,2.7416061421092763e-08
1918,3.101321510712296e-08,2.2972752589112133e-09,2.412139110674616e-08
1919,4.4197673076951105e-08,9.207848372660976e-10,2.4861190439651182e-08
1920,1.590168707821249e-08,7.572231730534895e-10,2.4231141537711665e-08
1921,1.741731914250977e-08,0.0,2.0446417892117097e-08
1922,1.8444838545406128e-08,0.0,1.623145884366295e-08
1923,5.201814445854325e-08,0.0,1.3800733000834953e-08
1924,2.707241186783449e-08,0.0,2.0626599095407983e-08
1925,3.299453510408057e-08,1.0998177923937646e-09,3.959344052617553e-08
1926,3.1209186346359274e-08,5.57306911730393e-09,6.687682940764716e-08
1927,3.1217830098739796e-08,1.1149224876660924e-09,2.3413372796099452e-08
1928,2.170947865920425e-08,0.0,1.82816659588525e-08
1929,3.0079096546842266e-08,2.2280812750352652e-09,1.7824650200282122e-08
1930,1.2604324695075775e-08,0.0,1.7856125467119455e-08
1931,1.596749932275543e-08,0.0,2.2810713318222042e-08
1932,1.8631212128639163e-08,1.0959536611565568e-09,3.06867029564728e-08
1933,2.064719240024715e-08,0.0,1.261772819560747e-08
1934,2.2765002327673756e-08,0.0,5.990790086229936e-09
1935,2.393656828303392e-08,0.0,2.0346082152400413e-08
1936,1.091224355320719e-08,0.0,1.4549657478823974e-08
1937,6.295559185076627e-09,0.0,2.6441348555117372e-08
1938,2.463390735840676e-08,1.2965214457594243e-09,2.9819993030422154e-08
1939,2.2941076593951948e-08,0.0,2.4470481641003516e-08
1940,0.0,0.0,4.310830958864642e-08
1941,5.60785480274717e-08,0.0,2.3612020783048138e-08
1942,3.034211770724937e-09,0.0,6.068423541449874e-09
1943,2.9032351633873077e-08,0.0,4.93549991986697e-08
1944,2.2492303131116387e-08,0.0,1.6065930807940276e-08
1945,2.6142048525912287e-08,0.0,1.089252021913012e-08
1946,2.7842208538686464e-08,0.0,3.3410650246423756e-08
1947,2.9802176726434482e-08,0.0,4.410722120873345e-08
1948,2.6092530802657166e-08,0.0,1.4133454406817236e-08
1949,1.8652315247891238e-08,0.0,3.534122905435311e-08
1950,1.914365022059883e-08,0.0,2.7651939404904624e-08
1951,2.1322803078760444e-08,0.0,5.330700947325795e-08
1952,3.057992969957013e-08,1.0544803918932644e-09,1.5817205989421268e-08
1953,2.8011951869189033e-08,0.0,1.939288907237824e-08
1954,3.9090146231046674e-08,0.0,3.127211511966266e-08
1955,1.407841132561316e-08,0.0,2.815682265122632e-08
1956,1.3081712602058815e-08,0.0,2.52913103793162e-08
1957,2.8272120644601273e-08,0.0,2.2087593976038988e-08
1958,2.3989505493204888e-08,0.0,1.9853384713997002e-08
1959,2.1702094343822864e-08,0.0,3.3328214188443894e-08
1960,3.3220000972278285e-08,0.0,2.6299166511201122e-08
1961,1.737039845295385e-08,6.948159270159238e-10,1.598076693198891e-08
1962,2.8538803320543593e-08,0.0,1.4586499674784648e-08
1963,2.7157422977097667e-08,0.0,2.5217607113603435e-08
1964,2.494427064902993e-08,0.0,3.224503286602953e-08
1965,1.586892572902343e-08,4.377634699181954e-09,1.9699356812452606e-08
1966,2.437192847537517e-08,5.539074754423723e-10,1.9386762417639147e-08
1967,2.8102911997507363e-08,0.0,2.465167803222812e-08
1968,4.311759127517689e-08,8.982831700699023e-10,2.470278726018904e-08
1969,3.133812853661766e-08,0.0,1.4533624970169967e-08
1970,2.0694262303777577e-08,9.197450023812337e-10,1.7935027685211935e-08
1971,2.8775026805760717e-08,0.0,1.4901352374252497e-08
1972,2.3085661382538092e-08,0.0,1.846852804021637e-08
1973,1.8193572870472963e-08,5.513203782392395e-10,2.4258097364171505e-08
1974,2.306484425673716e-08,0.0,1.912694358452427e-08
1975,1.7134439644905797e-08,0.0,2.056132863970106e-08
1976,1.9997344224975677e-08,0.0,1.314111219841152e-08
1977,1.23412418062685e-08,5.876781838942691e-10,2.5270161796431267e-08
1978,1.841583241457556e-08,0.0,2.7920779022139186e-08
1979,1.462993370893173e-08,2.925986564150662e-09,2.691907807772509e-08
1980,1.2507331170752423e-08,5.685150683554241e-10,1.989802811408481e-08
1981,1.0753434587229549e-08,0.0,2.5302197670384885e-08
1982,1.4898005495922462e-08,0.0,1.8001756529884005e-08
1983,1.326216381158929e-08,6.315316047889041e-10,1.6419821946556112e-08
1984,1.1018116197192285e-08,0.0,3.3054349146688367e-08
1985,1.0828004270990732e-08,6.015558051686298e-10,2.3460675957487354e-08
1986,1.3787316177626963e-08,2.3977941854269602e-09,2.637573631725232e-08
1987,1.4054879038383206e-08,0.0,2.3832186002437084e-08
1988,1.139345240375178e-08,0.0,2.098793827620682e-08
1989,9.878619700032232e-09,1.0976244357863152e-09,2.4147737032187422e-08
1990,7.628111475810329e-09,0.0,2.5063794595325817e-08
1991,1.52398094144246e-08,0.0,2.3445860641846394e-08
1992,1.597883780846132e-08,0.0,2.148878253116493e-08
1993,1.2186256448387667e-08,0.0,2.271075000281897e-08
1994,1.8989736005892155e-08,1.0549853213248639e-09,3.323203756622206e-08
1995,1.0302656505700725e-08,0.0,1.4640617329586547e-08
1996,9.60856638698715e-09,0.0,1.6548084902368032e-08
1997,1.3425704992187093e-08,0.0,2.1577024833518976e-08
1998,1.144351013948608e-08,4.768129224785866e-10,1.7642078020685403e-08
1999,1.690974471557638e-08,4.570201161957499e-10,1.64527242940693e-08
2000,1.1486881668076876e-08,0.0,1.5463110347724296e-08
2001,1.7524847351069184e-08,0.0,2.278230115670965e-08
2002,1.6648641576466616e-08,4.38122149670761e-10,2.6725451185427573e-08
2003,1.2500768420409258e-08,0.0,2.1667998950647416e-08
2004,1.4095332012686868e-08,4.404791253964646e-10,3.34764131970644e-08
2005,1.5763124139311913e-08,0.0,1.6663873836364473e-08
2006,1.0294725072412803e-08,8.235779835885637e-10,2.676628446662832e-08
2007,1.4779574009082808e-08,0.0,2.556466896508347e-08
2008,1.4049550856043425e-08,0.0,2.937633425403874e-08
2009,1.7165493915172192e-08,0.0,3.480780708109421e-08
2010,2.3618964561933353e-08,0.0,3.826272243490081e-08
2011,1.1471915861704929e-08,0.0,5.1623620711538365e-08
2012,1.7702113552786614e-08,0.0,6.229782767430692e-08
2013,1.6734750474256543e-08,0.0,4.908859962959866e-08
2014,2.295371892557796e-08,0.0,6.539644292757885e-08
2015,2.7042219130635203e-08,0.0,6.095582438803149e-08
2016,3.04486995617026e-08,0.0,5.281917225818944e-08
2017,3.069045817483129e-08,0.0,6.439965122284619e-08
2018,1.884470712809616e-08,0.0,5.7308562562141674e-08
2019,2.5509876877549686e-08,0.0,6.147880726725674e-08
