year,faudrait_VERB ôter_VERB,faudrait_VERB oter_VERB,faudrait_VERB voter_VERB
1875,8.58229043387837e-09,0.0,1.4303817685856757e-08
1876,1.813804439976252e-09,6.04601479992084e-10,1.4510435519810017e-08
1877,1.8554447978047506e-09,6.184815992682502e-10,2.1028373708986692e-08
1878,7.2469061862534545e-09,0.0,2.4156354694326865e-09
1879,1.5273313280772527e-08,0.0,1.221865053580018e-09
1880,7.701415505323439e-09,6.417846254436199e-10,1.9253539207397807e-08
1881,1.5339516323820135e-08,6.972507571312292e-10,1.2550513517339823e-08
1882,1.2645231528551903e-08,0.0,1.2645231528551903e-08
1883,5.0554711528150165e-09,0.0,1.0742875922176154e-08
1884,1.9805090900604227e-09,6.601696966868076e-10,1.1883054540362536e-08
1885,5.156508553483263e-09,0.0,4.511945039809007e-09
1886,8.38950331427668e-09,0.0,1.5488312854472497e-08
1887,9.140494583448344e-09,6.528924623161458e-10,2.6768590899450828e-08
1888,5.07249175996094e-09,0.0,1.3949351895803375e-08
1889,0.0,0.0,1.8168895721260014e-08
1890,3.9326319978272295e-09,0.0,2.0318598359381213e-08
1891,1.0836173736095134e-08,0.0,2.677172439291553e-08
1892,8.149066310636499e-09,0.0,1.56712811616444e-08
1893,8.005941687372342e-09,0.0,1.1085149687062312e-08
1894,1.1972924873759894e-08,0.0,1.5123694296903523e-08
1895,6.018614495673091e-10,0.0,2.467631965430428e-08
1896,7.076434549446731e-09,0.0,1.0024948871034667e-08
1897,1.1653427112179315e-09,0.0,1.3984112534615178e-08
1898,2.8291773368493978e-09,0.0,1.3580051749784161e-08
1899,9.39688327150634e-09,0.0,1.713549302451156e-08
1900,3.114631885736685e-09,0.0,9.863001082521805e-09
1901,3.912117296778206e-09,0.0,2.6267072072982955e-08
1902,3.928227076954727e-09,0.0,1.3748794991386148e-08
1903,6.480264325148255e-09,0.0,1.0260418292773466e-08
1904,9.674325340824907e-09,5.374625189347171e-10,1.8811189050893518e-08
1905,1.5482277682110634e-09,0.0,2.3223416079076742e-08
1906,4.115347618238729e-09,0.0,1.2860461140462576e-08
1907,1.028568674676933e-09,0.0,1.9542804707839423e-08
1908,9.331639461152008e-09,0.0,1.5225305460830896e-08
1909,0.0,0.0,3.300590023513905e-09
1910,3.206490406526541e-09,0.0,9.085056262847502e-09
1911,7.980561100850991e-09,0.0,9.576673676292558e-09
1912,4.688478938419394e-09,0.0,7.814131564032323e-09
1913,6.363587878865928e-09,0.0,5.302989602995467e-09
1914,2.678697486047099e-09,0.0,4.018046340092951e-09
1915,0.0,0.0,1.1780762143587253e-08
1916,1.0987462051303964e-09,0.0,1.4283700444650549e-08
1917,6.57985488317081e-09,0.0,7.676496771580332e-09
1918,1.1486376294556067e-09,0.0,6.89182577673364e-09
1919,0.0,0.0,5.524709134618888e-09
1920,2.2716695191604686e-09,0.0,4.543339038320937e-09
1921,7.572747762196741e-09,0.0,6.815472630705699e-09
1922,2.951174193910333e-09,0.0,5.902348387820666e-09
1923,6.369568872344189e-09,0.0,1.0615948120573648e-08
1924,0.0,0.0,2.1915761649893284e-08
1925,0.0,0.0,4.399271169575059e-09
1926,4.458455382660986e-09,0.0,8.916910765321973e-09
1927,7.804457524684949e-09,0.0,6.689535148041159e-09
1928,2.2852082448565625e-09,0.0,1.4853853258500749e-08
1929,5.570202965543558e-09,0.0,6.684243825105796e-09
1930,0.0,0.0,2.100720708497761e-09
1931,9.124285327288817e-09,0.0,7.983749661377715e-09
1932,3.287861094491973e-09,0.0,1.0959536389520963e-08
1933,1.1470662197865522e-09,0.0,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0,0.0
1935,1.196828414151696e-09,0.0,1.196828414151696e-09
1936,7.274828739411987e-09,0.0,8.487299751891442e-09
1937,6.295559185076627e-09,0.0,8.813782592653752e-09
1938,3.8895642262559704e-09,0.0,7.779128452511941e-09
1939,1.5294050470515685e-09,0.0,3.058810094103137e-09
1940,0.0,0.0,2.5357829169792012e-09
1941,1.1806010391524069e-08,0.0,0.0
1942,0.0,0.0,0.0
1943,0.0,0.0,0.0
1944,0.0,0.0,6.4263723231761105e-09
1945,6.535512131478072e-09,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,0.0,5.568441707737293e-09
1947,0.0,0.0,4.7683483828109274e-09
1948,0.0,0.0,6.523132700664291e-09
1949,9.817008317369869e-10,0.0,4.908504269707237e-09
1950,8.508289184305795e-09,0.0,6.381216888229346e-09
1951,1.0661401761424827e-09,0.0,1.8124383771578323e-08
1952,5.272402070488624e-09,0.0,1.2653764258629963e-08
1953,0.0,1.0773827385790469e-09,7.54167928107563e-09
1954,9.772536113672459e-10,0.0,3.9090144454689835e-09
1955,0.0,0.0,3.754243138587299e-09
1956,8.72114158667614e-10,0.0,3.488456634670456e-09
1957,8.835037701437898e-10,0.0,8.835037701437898e-10
1958,9.926692356998501e-09,0.0,3.3088973783179654e-09
1959,0.0,0.0,3.8753737996444215e-09
1960,6.920833350854139e-10,0.0,5.536666680683311e-09
1961,3.47407969059077e-09,0.0,3.47407969059077e-09
1962,5.7077609305622445e-09,0.0,2.5367825617905737e-09
1963,2.5864212993553792e-09,0.0,9.69907976156037e-09
1964,6.083968440151466e-09,0.0,6.083968329129164e-10
1965,1.6416130677043839e-09,1.6416130677043839e-09,3.2832261354087677e-09
1966,7.200797291773142e-09,0.0,1.6617224263271169e-09
1967,6.409436092980059e-09,0.0,1.9721342336964653e-09
1968,9.431973424511852e-09,0.0,4.042274071025531e-09
1969,6.8126366770115965e-09,0.0,4.995933444718048e-09
1970,2.2993624781975086e-09,0.0,5.978342709767048e-09
1971,1.0276794970565106e-09,5.138397485282553e-10,3.083038491169532e-09
1972,4.104117490300041e-09,0.0,4.104117490300041e-09
1973,3.859242703185828e-09,0.0,2.205281512956958e-09
1974,1.6876715580593782e-09,0.0,2.2502286700643026e-09
1975,2.2845920710778955e-09,0.0,1.7134440533084216e-09
1976,2.285410749536254e-09,0.0,3.9994687561772935e-09
1977,4.11374712072643e-09,1.7630346071939584e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,0.0,4.158414057542359e-09
1979,5.266775904289034e-09,0.0,2.925986564150662e-09
1980,2.8425752862659692e-09,0.0,3.411090521154847e-09
1981,3.1627747087981106e-09,0.0,1.8976649140967083e-09
1982,2.483000915987077e-09,0.0,4.345251713999687e-09
1983,3.157658134966823e-09,0.0,1.89459470334441e-09
1984,7.538710988796993e-09,0.0,2.3196033982486597e-09
1985,3.0077789148208467e-09,0.0,1.8046674155058895e-09
1986,6.593933843390687e-09,0.0,2.997242676272549e-09
1987,1.2221633705067347e-09,0.0,3.6664902225425067e-09
1988,1.798966087207532e-09,0.0,4.797243047249822e-09
1989,4.390497743145261e-09,0.0,2.1952488715726304e-09
1990,3.2691906959314565e-09,0.0,3.2691906959314565e-09
1991,4.10302547493302e-09,0.0,4.10302547493302e-09
1992,6.060938417817852e-09,0.0,4.958949695321735e-09
1993,2.2156829704300662e-09,0.0,2.2156829704300662e-09
1994,3.6924485691258724e-09,0.0,4.2199412852994556e-09
1995,3.253470381991974e-09,1.0844901643380922e-09,3.253470381991974e-09
1996,9.60856638698715e-09,0.0,1.6014276571496566e-09
1997,3.3564262480467733e-09,0.0,4.315404922294874e-09
1998,3.337690568372409e-09,0.0,1.43043876743576e-09
1999,3.1991407301035224e-09,0.0,3.656160929565999e-09
2000,2.6508188977203417e-09,0.0,2.2090156370779823e-09
2001,5.695575122643959e-09,0.0,3.5049694258049158e-09
2002,2.1906108038649563e-09,0.0,2.6287327870022636e-09
2003,5.8336921959778465e-09,0.0,4.1669229178253886e-10
2004,6.607186797680242e-09,0.0,5.726228824443069e-09
2005,3.602999676388663e-09,0.0,2.702249757291497e-09
2006,1.2353669198716943e-09,0.0,3.294311934354255e-09
2007,5.192823504529542e-09,0.0,1.1983438685803094e-09
2008,3.8316958494988285e-09,8.514879357157668e-10,2.554463751636149e-09
2009,5.245011536203492e-09,4.76819250749827e-10,3.337734755248789e-09
2010,5.196172381261022e-09,0.0,4.723793023408973e-10
2011,4.5887662558641296e-09,0.0,4.5887662558641296e-09
2012,5.7872298064864935e-09,0.0,2.0425516833455504e-09
2013,4.462600067256517e-09,2.789125042035323e-10,3.0680376017500066e-09
2014,5.630157673408576e-09,2.1654451842767486e-10,2.5985342766432495e-09
2015,6.206410940734486e-09,0.0,2.21657536769726e-09
2016,7.663958356829426e-09,0.0,3.1070099826280284e-09
2017,7.043711836018929e-09,0.0,7.54683426862357e-10
2018,2.581466596041082e-09,0.0,2.323319980845895e-09
2019,5.612172948588068e-09,0.0,2.04079020349468e-09
