year,voudrait_VERB ôter_VERB,voudrait_VERB voter_VERB
1897,0.0,5.826713556089658e-10
1898,1.640922953072277e-08,5.6583548957434e-10
1899,2.7637891975018647e-09,0.0
1900,1.038210628578895e-09,0.0
1901,2.794369402536745e-09,5.588738916095792e-10
1902,4.910283846193408e-10,4.910283735171106e-09
1903,3.2401321625741275e-09,2.1600881083827517e-09
1904,1.6123875568041512e-09,1.6123875568041512e-09
1905,5.160759042333041e-10,2.0643036169332163e-09
1906,2.572092316910357e-09,0.0
1907,1.028568674676933e-09,5.142843373384665e-10
1908,0.0,0.0
1909,5.500983557560346e-10,0.0
1910,5.344150677544235e-10,1.6032452032632705e-09
1911,1.5961122423746588e-09,1.0640748282497725e-09
1912,5.209421227725386e-10,1.0418842455450772e-09
1913,5.30298971401777e-10,0.0
1914,0.0,8.705766774141921e-09
1915,0.0,1.1780761921542648e-09
1916,0.0,1.0987462051303964e-09
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,0.0,0.0
1919,8.287063479883727e-09,0.0
1920,7.572231730534895e-10,5.300562211374427e-09
1921,7.572747429129834e-10,0.0
1922,3.6889677978990676e-09,1.4755870969551665e-09
1923,0.0,1.0615948120573648e-09
1924,0.0,1.289162443462999e-09
1925,0.0,1.0998177923937646e-09
1926,5.57306911730393e-09,2.229227691330493e-09
1927,4.4596899506643695e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,2.2852082448565625e-09
1929,2.2280812750352652e-09,0.0
1930,1.0503603542488804e-09,0.0
1931,3.4216069977333063e-09,3.4216069977333063e-09
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,2.2941324395731044e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,2.393656828303392e-09,3.590485242455088e-09
1936,0.0,0.0
1937,1.2591118148108649e-09,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,5.0715658339584024e-09
1941,2.9515025978810172e-09,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,0.0
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,1.0871887834440486e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,0.0,0.0
1951,0.0,0.0
1952,2.1089607837865287e-09,0.0
1953,0.0,2.1547654771580937e-09
1954,8.795282724349818e-09,0.0
1955,2.815682353940474e-09,9.385607846468247e-10
1956,8.72114158667614e-10,0.0
1957,0.0,0.0
1958,4.1361216673863055e-09,0.0
1959,3.100299128533379e-09,0.0
1960,6.920833350854139e-10,3.460416619915918e-09
1961,6.948159270159238e-10,0.0
1962,3.805173953708163e-09,0.0
1963,5.1728425987107585e-09,0.0
1964,3.041984220075733e-09,0.0
1965,1.0944086747954884e-09,4.377634699181954e-09
1966,1.1078149508847446e-09,5.539074754423723e-10
1967,9.860671168482327e-10,4.930335584241163e-10
1968,4.491415683816058e-09,3.1439910674890825e-09
1969,3.1792304344691047e-09,9.083515606356229e-10
1970,0.0,9.197450023812337e-10
1971,1.541519245584766e-09,0.0
1972,4.104117490300041e-09,3.5911027485013847e-09
1973,2.205281512956958e-09,0.0
1974,4.500457340128605e-09,1.1251143350321513e-09
1975,1.7134440533084216e-09,0.0
1976,5.713526873840635e-10,1.142705374768127e-09
1977,1.7630346071939584e-09,5.876781838942691e-10
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,2.925986564150662e-09,5.851973350345929e-10
1980,1.7055452605774235e-09,2.2740602734216964e-09
1981,2.5302198114474095e-09,0.0
1982,1.2415004579935385e-09,6.207502289967692e-10
1983,6.315316047889041e-10,1.2630632095778083e-09
1984,5.799008495621649e-10,0.0
1985,0.0,6.015558051686298e-10
1986,1.7983456945813714e-09,1.1988970927134801e-09
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,5.996553809062277e-10,0.0
1989,4.390497743145261e-09,0.0
1990,0.0,5.44865097484859e-10
1991,1.7584396161396398e-09,0.0
1992,0.0,5.509944167592096e-10
1993,1.661762283333701e-09,0.0
1994,3.6924485691258724e-09,0.0
1995,4.337960657352369e-09,0.0
1996,0.0,0.0
1997,1.917957792585412e-09,0.0
1998,9.536258449571733e-10,2.86087753487152e-09
1999,0.0,4.570201161957499e-10
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,8.762423564512289e-10,0.0
2002,1.752488598683044e-09,4.38122149670761e-10
2003,8.333845835650777e-10,1.2500769308587678e-09
2004,2.642874807889939e-09,4.404791253964646e-10
2005,1.3511248786457486e-09,0.0
2006,2.4707338397433887e-09,0.0
2007,1.1983438685803094e-09,3.994479469415779e-10
2008,2.554463751636149e-09,4.257439678578834e-10
2009,9.53638501499654e-10,0.0
2010,1.4171379625338432e-09,1.4171379625338432e-09
2011,1.529588788962144e-09,1.1471915639660324e-09
2012,3.404252713057332e-10,1.0212758416727752e-09
2013,1.3945624655065103e-09,0.0
2014,2.815078836704288e-09,0.0
2015,2.438232948875907e-09,6.649726325136385e-10
2016,1.6570720351438695e-09,1.4499380585064614e-09
2017,1.0062445321423752e-09,1.7609279590047322e-09
2018,2.323319980845895e-09,0.0
2019,1.53059265262101e-09,1.02039510174734e-09
