year,dernier_ADJ os_NOUN,dernier_ADJ gosse_NOUN
1990,8.172976073694826e-09,5.44865097484859e-10
1991,3.5168792322792797e-09,0.0
1992,3.856960972825618e-09,5.509944167592096e-10
1993,5.539207315052863e-09,0.0
1994,3.6924485691258724e-09,1.0549853213248639e-09
1995,3.795715741716776e-09,5.422450821690461e-10
1996,8.007138063703678e-09,0.0
1997,8.151320507465698e-09,9.58978896292706e-10
1998,6.675381136744818e-09,0.0
1999,5.0272213059088244e-09,9.140402323914998e-10
2000,8.394259509714175e-09,4.4180314962005696e-10
2001,3.943090742808408e-09,0.0
2002,6.571832411594869e-09,0.0
2003,5.000307723435071e-09,0.0
2004,2.642874807889939e-09,8.809582507929292e-10
2005,4.053374524914943e-09,0.0
2006,3.706100981659688e-09,4.1178899179428186e-10
2007,5.192823504529542e-09,0.0
2008,5.108927503272298e-09,8.514879357157668e-10
2009,2.384096253749135e-09,0.0
2010,9.919965293647692e-09,1.8895172093635892e-09
2011,1.0707121411712706e-08,0.0
2012,1.191488419038933e-08,6.808505426114664e-10
2013,1.2829975304384789e-08,1.9523875849358774e-09
2014,1.3209215943277286e-08,1.0827225782605865e-09
2015,1.1304534197620342e-08,1.10828768384863e-09
2016,1.7192121504194802e-08,1.2428040818690533e-09
2017,1.1823373391450787e-08,1.509366853724714e-09
2018,1.652138692520566e-08,2.5814667070633845e-10
2019,1.4285530980373551e-08,5.1019755087367e-10
