year,étant_VERB à_ADP,étant_VERB a_ADP,étant_VERB pas_ADV,etant_VERB à_ADP,etant_VERB a_ADP,etant_VERB pas_ADV
1834,4.678466922314328e-06,2.987049874114689e-08,7.35561059173051e-07,1.98825508945788e-07,0.0,7.467624740797874e-09
1835,5.012058323927704e-06,4.0084366048631637e-08,6.171479753902531e-07,1.346229581145053e-07,2.2689263801112247e-09,6.050470346963266e-09
1836,4.931014103704001e-06,5.712637507482299e-08,6.996301067374588e-07,1.7137912422526824e-07,1.3441500135158435e-09,2.016224964762614e-09
1837,5.0472539072643485e-06,3.757261057835137e-08,6.770027880520502e-07,1.5585675372520313e-07,4.870523429012508e-09,4.87052354003481e-09
1838,5.396267312107739e-06,4.986607771151341e-08,6.539399919347488e-07,2.133510705881747e-07,6.312161904276081e-09,5.049729523420865e-09
1839,4.8618720569493235e-06,3.705481865790006e-08,8.214983608922921e-07,1.0766872016176876e-07,3.4957376993105527e-09,2.0974426639952526e-09
1840,4.421200770821088e-06,2.6752692838805103e-08,8.274225820059655e-07,1.4586587315790212e-07,3.184844332704273e-09,2.5478754661634184e-09
1841,4.385234703363494e-06,3.081863253484585e-08,6.048156819815631e-07,1.2006425720301195e-07,3.852329122366882e-09,2.5682194149112547e-09
1842,4.165832720559592e-06,4.159124333824593e-08,6.218561452442373e-07,1.0129480365606014e-07,2.0124795163667386e-09,4.024959032733477e-09
1843,4.433136837178608e-06,2.9534554968346782e-08,7.306849170163332e-07,1.269985845375743e-07,1.7720733769266417e-09,1.1813822142769936e-09
1844,4.415547472547132e-06,4.226192240608384e-08,6.086814323680301e-07,1.6685225645574064e-07,3.293136763282689e-09,1.6465684371524958e-09
1845,4.267758328069249e-06,3.738752607507223e-08,6.752075591975881e-07,1.2164896956434745e-07,1.1160455892778032e-09,3.9061593959388574e-09
1846,4.236902626075789e-06,2.6930706775729618e-08,6.18820763520489e-07,1.1474822958490449e-07,1.1709002656346001e-09,2.3418005312692003e-09
1847,4.537858188768951e-06,3.5055952807283575e-08,6.342431220218714e-07,1.0354989221639244e-07,1.6179670936367074e-09,5.3932236454556914e-09
1848,4.0161746994726855e-06,4.5857765418322316e-08,5.76842410282552e-07,1.2791902204156713e-07,6.436177313329239e-09,8.045221711050488e-10
1849,3.3442244244952235e-06,2.011059541118243e-08,6.175628755045182e-07,1.4077417365143674e-07,0.0,3.3517659758786067e-09
1850,4.0292690357546235e-06,3.86972773824823e-08,7.569730655632156e-07,1.5886251159002995e-07,6.788996032014438e-10,5.431196825611551e-09
1851,4.023159732469139e-06,4.643595796771649e-08,8.332675065503281e-07,1.296337175382689e-07,5.159551230704551e-09,7.739326512989919e-09
1852,3.755933576599091e-06,3.8412219849348617e-08,8.535325264347193e-07,1.0286661655811713e-07,4.557382027314816e-09,2.6042181744401205e-09
1853,4.19349041891337e-06,4.00119444243785e-08,7.351447948167333e-07,1.0689758234150304e-07,2.388772735173461e-09,4.180352064508952e-09
1854,4.302529717392645e-06,4.88392456476916e-08,8.40138966395898e-07,1.2417637940131954e-07,4.156531507870653e-09,3.63696517347023e-09
1855,4.2614704938159775e-06,4.6701046585440054e-08,7.068840091051243e-07,1.2152885986438378e-07,3.1841622671890946e-09,2.653468555990912e-09
1856,4.408894241691996e-06,3.520488656150178e-08,9.515673582427553e-07,1.2839429519573287e-07,1.5531567698623405e-09,3.1063134287023786e-09
1857,5.014286273308244e-06,4.735063874328205e-08,8.835531275508401e-07,1.2301403184977744e-07,4.393358177257056e-09,3.905207268672939e-09
1858,4.475266550230117e-06,3.914940760463281e-08,7.859243851271458e-07,9.346921459041369e-08,8.319249067412215e-09,1.0766087576996597e-08
1859,4.093598334975468e-06,2.6988518531112504e-08,8.412270631197316e-07,7.740103669107157e-08,3.5645213447565993e-09,5.092173349652285e-09
1860,3.923562076124654e-06,2.883625849214866e-08,7.268567969731521e-07,1.0344435352749315e-07,2.746310290291376e-09,1.8308735638683515e-09
1861,4.011398701209146e-06,2.7824186010771967e-08,8.762260677031009e-07,6.93246668959091e-08,3.301174722469824e-09,9.431927461278633e-10
1862,4.103687089695995e-06,3.8854681944089364e-08,7.924547844595509e-07,8.177555388400037e-08,4.5179863183975044e-09,1.3553959066214816e-09
1863,4.1430379340567924e-06,4.345320236964767e-08,8.520823371327424e-07,1.1737359084662558e-07,4.994620828036034e-09,5.9935452156878455e-09
1864,3.965719457710293e-06,2.7809422542546258e-08,7.757869866509282e-07,8.486668279239495e-08,2.876836879828204e-09,3.3563094525845827e-09
1865,4.021057193881461e-06,3.812543880599151e-08,8.23227082946687e-07,7.954566916268391e-08,9.41368871743009e-10,2.8241067262513297e-09
1866,3.944552318557726e-06,3.162648298804527e-08,9.093830612982856e-07,9.098696462928046e-08,1.9462451650298362e-09,4.379051787850585e-09
1867,3.826927198247176e-06,3.0572712361731647e-08,9.74929776020872e-07,6.211598702066112e-08,2.426405742994575e-09,6.79393608038481e-09
1868,4.864293913442452e-06,3.3591143644429167e-08,8.822615313874849e-07,9.039969750546106e-08,0.0,5.433861360870651e-09
1869,3.6431052663488117e-06,3.467298503867511e-08,8.067573844527942e-07,6.788091511111816e-08,5.371871281134588e-09,3.906815315701806e-09
1870,3.720824302888559e-06,2.69500293192948e-08,9.438244319426303e-07,1.0780012082989288e-07,2.2936195165357276e-09,4.587239033071455e-09
1871,4.160315327794706e-06,3.3987767711352035e-08,1.0971675692417193e-06,6.797553631088249e-08,3.18635318130589e-09,2.1242354542039266e-09
1872,4.139403799285901e-06,3.2050897713631343e-08,9.839020549406996e-07,8.768642301149043e-08,3.0236697590169115e-09,3.628403577593531e-09
1873,4.296155204031038e-06,2.5141219717195185e-08,9.158586635749089e-07,9.098726572176474e-08,2.3944017324417644e-09,3.591602570907071e-09
1874,4.131442366883675e-06,4.6601951353419935e-08,9.176999355986482e-07,7.707245819332798e-08,5.3771481711706315e-09,2.9873046258899194e-09
1875,3.909519385558724e-06,2.7463329999033448e-08,9.451962910134171e-07,6.122034079680816e-08,2.860763570478042e-09,1.716458086775674e-09
1876,4.005484683489158e-06,2.1161051133589126e-08,9.921510581989423e-07,8.343500379481839e-08,8.464420941933781e-09,3.02300739996042e-09
1877,3.8921046296991335e-06,2.5976226947221903e-08,9.165897267848777e-07,8.906134674191435e-08,1.8554447978047506e-09,3.0924081073635534e-09
1878,3.7677874189512295e-06,2.3552446049013298e-08,1.2506952771218494e-06,8.877460677680915e-08,2.4156354694326865e-09,1.8117265465633636e-09
1879,4.152508424226653e-06,3.787781599484674e-08,1.2689068853433128e-06,6.353698245309403e-08,6.10932526790009e-09,4.27652757650776e-09
1880,3.762141375318606e-06,7.12380932021972e-08,1.007601895253174e-06,1.1873015370866824e-07,6.417846254436199e-09,9.626769603698904e-09
1881,3.7665485805860044e-06,4.741305120736783e-08,1.1881153341164463e-06,8.157833919497648e-08,2.789003084036068e-09,9.761510710859511e-09
1882,3.8268464095381205e-06,3.5939080600400075e-08,1.193976117974671e-06,9.983077831066112e-08,4.658769592325029e-09,1.9966155395678697e-09
1883,4.067126504025964e-06,2.7173157612914167e-08,1.2366946293695946e-06,7.140852886777793e-08,1.8958017378167824e-09,2.5277355764075082e-09
1884,3.981483487791593e-06,3.300848483434038e-08,1.0127002951776376e-06,7.459917927832294e-08,1.3203393933736152e-09,2.6406787867472303e-09
1885,4.276034644590254e-06,3.0939051043343824e-08,1.320710794061597e-06,7.541393487464632e-08,3.867381359601296e-09,1.933690763067375e-09
1886,3.917897878125132e-06,3.484870492176384e-08,1.3590995422418928e-06,7.48601789446468e-08,1.9360391623202133e-09,8.38950331427668e-09
1887,3.6973299941678306e-06,3.8520653888873824e-08,1.427875758963637e-06,6.985949196902652e-08,1.9586773869484375e-09,5.223139698529167e-09
1888,3.947032652718008e-06,2.4728397551854187e-08,1.1952058684983058e-06,8.559830178000993e-08,2.53624587998047e-09,4.4384300679212174e-09
1889,3.989639026258374e-06,2.380752028852129e-08,1.1722071349140606e-06,8.771191595258188e-08,6.265136631711243e-09,3.132568426877924e-09
1890,3.585904870817558e-06,2.6872985003922878e-08,1.5507678199355723e-06,7.406456825620467e-08,3.277193294515257e-09,3.9326319978272295e-09
1891,3.7276438149547175e-06,3.187110075852928e-08,1.3870302382201771e-06,5.609313546983685e-08,1.2748440081367107e-09,2.5496880162734215e-09
1892,3.944775016861968e-06,2.8208305691279634e-08,1.2881793054475565e-06,6.707308308762094e-08,1.8805537127519756e-09,4.387958441043338e-09
1893,3.7590973605006184e-06,2.340198290706752e-08,1.3881070799470763e-06,6.281584763456749e-08,4.926733299104313e-09,5.542574843531156e-09
1894,3.9239684070935255e-06,3.087754185671088e-08,1.358611825708067e-06,7.120739642374474e-08,9.452309157609307e-09,6.9316934414587195e-09
1895,3.661123201936789e-06,2.407445820473697e-08,1.2115471008655732e-06,6.50010369973586e-08,5.416753046105782e-09,3.0093072478365457e-09
1896,3.6933091749347113e-06,2.8895441817056167e-08,1.1192561260031653e-06,6.958493892206263e-08,0.0,5.307326134129653e-09
1897,3.775710318620895e-06,2.738555360259909e-08,1.327325321653916e-06,6.875521840754573e-08,4.661370955894029e-09,2.330685422435863e-09
1898,3.870314866816216e-06,3.225262334982659e-08,1.2963290600964683e-06,5.432020555584671e-08,1.6975064687230201e-09,6.224190496340043e-09
1899,3.8427724362577464e-06,3.703477524652499e-08,1.2597350860232837e-06,9.341607665191987e-08,2.7637891975018647e-09,8.844125432005967e-09
1900,3.787911531105692e-06,3.322273955941313e-08,1.1622768170127529e-06,6.333084900944641e-08,4.67194793962733e-09,4.671947717582725e-09
1901,3.7466906803729216e-06,3.576792995119149e-08,1.2943519323016517e-06,7.265360624231221e-08,4.470991132876634e-09,3.353243460679778e-09
1902,4.8818043261178445e-06,2.6515532713933254e-08,1.1976181895079208e-06,7.610939878333056e-08,4.910283846193408e-10,4.910283735171106e-09
1903,3.7245318651457637e-06,4.0501651143998174e-08,1.4450989738179487e-06,6.858279810728618e-08,4.320176216765503e-09,5.400220270956879e-09
1904,3.7235403169688652e-06,3.547252713786975e-08,1.2888351648143725e-06,7.094505249938265e-08,1.0749250378694342e-08,3.7622376325430196e-09
1905,3.670847931402932e-06,4.23182247577536e-08,1.3345722891244804e-06,6.192910761981807e-08,2.0643036169332163e-09,3.6125313851442797e-09
1906,3.518622186504672e-06,2.3148830574637458e-08,1.252094534720527e-06,7.356183884255074e-08,0.0,4.629765903985117e-09
1907,3.457019261077221e-06,2.8799922557887214e-08,1.519710167485755e-06,9.102832621010748e-08,2.5714216866923323e-09,6.1714118260169926e-09
1908,3.560265959379194e-06,2.8486055736465232e-08,1.4503332295134896e-06,7.563539328181434e-08,4.911389073214423e-10,6.384805573134145e-09
1909,3.6565038854519116e-06,3.630649308972167e-08,1.1189000588274212e-06,8.471514867380847e-08,4.95088514629316e-09,3.850688656825696e-09
1910,3.6286782147954e-06,2.9392827949337175e-08,1.1270814184172195e-06,9.191939387420689e-08,2.6720753387721174e-09,3.206490406526541e-09
1911,3.811515966845036e-06,2.926205855402486e-08,1.0289603551427717e-06,5.9056153078884677e-08,3.7242618988742038e-09,5.852411444351446e-09
1912,3.614817465802389e-06,2.6047105528004266e-08,1.085122448785114e-06,6.511776495798927e-08,1.0418842455450772e-09,7.293189607793238e-09
1913,3.7677741104857887e-06,3.181793895024043e-08,1.0818099553944194e-06,1.3628683248612106e-07,1.5908969142053309e-09,2.6514948014977335e-09
1914,3.772945390778659e-06,3.8171438454526196e-08,8.933456001614104e-07,8.370929371892544e-08,1.3393487430235496e-09,1.0045115850232378e-08
1915,3.6155158369410856e-06,3.298613415747553e-08,1.0449535920997732e-06,5.77257344147597e-08,0.0,8.246533234057551e-09
1916,3.6533312126607598e-06,4.285110288826388e-08,9.394279913976789e-07,8.680094687463225e-08,4.394984820521586e-09,2.197492410260793e-09
1917,3.466486749204023e-06,3.618920074721643e-08,1.0593565775707248e-06,7.237840415896812e-08,3.2899273305631027e-09,6.57985488317081e-09
1918,3.395372857539769e-06,1.9526838812566893e-08,8.936400490711094e-07,7.0066895396792e-08,0.0,5.743188147278033e-09
1919,3.453863822500125e-06,3.77521781058654e-08,9.198640782415168e-07,6.169258348620588e-08,0.0,5.524709134618888e-09
1920,3.6089255459614833e-06,3.028892692213958e-08,1.0979736089211656e-06,5.3762846619065385e-08,7.572231730534895e-10,6.057785384427916e-09
1921,3.703830692813881e-06,2.2718242509434106e-08,1.0919901569650392e-06,7.042654992517328e-08,0.0,6.815472630705699e-09
1922,3.595268019296327e-06,3.6151884486024244e-08,1.146531189988309e-06,7.451715067219311e-08,2.2133805899215986e-09,5.164555005876537e-09
1923,3.444875201097375e-06,3.290944006195673e-08,9.67112896432809e-07,5.732611896291928e-08,0.0,7.431163684401554e-09
1924,3.692161204327249e-06,3.480738630656788e-08,7.490033908652549e-07,1.0700048092004977e-07,1.289162443462999e-09,0.0
1925,3.324749169308916e-06,2.6395626129271932e-08,7.676728159822233e-07,8.248633331930932e-08,7.698724546756353e-09,5.499089184013428e-09
1926,3.4909705632912846e-06,2.897995987627411e-08,6.988628911130945e-07,7.690835635010274e-08,4.458455493683289e-09,2.229227691330493e-09
1927,3.2834467873499307e-06,2.2298448865143428e-08,6.399654921551701e-07,6.355058124185575e-08,1.1149224876660924e-09,4.4596899506643695e-09
1928,3.2598494783542264e-06,1.599645738092903e-08,5.781577101515722e-07,8.683791086205872e-08,0.0,4.570416489713125e-09
1929,3.354376325148678e-06,1.5596568481157647e-08,5.926696076130611e-07,1.0806194072898734e-07,2.2280812750352652e-09,3.342121912552898e-09
1930,3.3874120646260053e-06,2.2057567328204186e-08,6.732809652021388e-07,8.297846854077306e-08,5.2518018822667045e-09,5.2518016602221e-09
1931,3.5003039862147034e-06,1.3686427990933225e-08,5.63424634947296e-07,9.238338982697769e-08,4.5621426636444085e-09,3.4216069977333063e-09
1932,3.3645776866819688e-06,1.643930525041526e-08,6.060623718440183e-07,7.890866315918288e-08,2.1919073223131136e-09,2.1919073223131136e-09
1933,3.245050359979018e-06,3.326492015176541e-08,5.918861916143214e-07,9.061823247336065e-08,1.1470662197865522e-09,6.882397318719313e-09
1934,3.4758563671744014e-06,1.677421224144382e-08,5.547471459976805e-07,5.870974284505337e-08,0.0,1.1981580172459871e-09
1935,3.6120281770024576e-06,2.6330225999515733e-08,5.337854531717312e-07,9.335261985654597e-08,1.196828414151696e-09,3.590485242455088e-09
1936,3.36097086517384e-06,3.6374142808881516e-08,6.183604455145542e-07,7.638570442836112e-08,0.0,2.424942913137329e-09
1937,3.198143906146811e-06,3.1477795481293924e-08,5.187540637052734e-07,7.051026340576527e-08,0.0,6.295559185076627e-09
1938,3.0714593286518266e-06,1.5558256905023882e-08,5.613937901216559e-07,8.297737497109381e-08,1.2965214457594243e-09,1.2965214457594243e-09
1939,3.3019856005012116e-06,1.5294050470515685e-08,6.637617957494513e-07,6.57644196877527e-08,3.058810094103137e-09,0.0
1940,3.0251889917565222e-06,3.550096105975342e-08,5.325144343260035e-07,7.353770570261986e-08,3.0429394115571995e-08,2.5357829169792012e-09
1941,3.1817198049566286e-06,3.8369533772453224e-08,6.109610239946051e-07,6.788455708672814e-08,0.0,0.0
1942,3.2344696379027482e-06,9.102635090130207e-09,6.250476189961773e-07,1.426079556665627e-07,3.034211770724937e-09,3.034211770724937e-09
1943,3.411301296551983e-06,2.6129117536299873e-08,6.358085329338792e-07,1.4806499892827674e-07,0.0,2.9032352077962287e-09
1944,3.467027777759313e-06,2.8918675454292497e-08,6.105053671490168e-07,6.105053529381621e-08,0.0,0.0
1945,3.1130821867009217e-06,2.832055301382752e-08,6.66622213429946e-07,7.406913749008481e-08,4.357008087652048e-09,6.535512131478072e-09
1946,2.8538263521227236e-06,1.6705325123211878e-08,5.582363087341946e-07,9.466350636699872e-08,0.0,4.1763312808029696e-09
1947,3.24366892456851e-06,3.337843823558728e-08,5.853147513334989e-07,7.629357190452879e-08,2.3841741914054637e-09,3.5762612871081956e-09
1948,3.1832888183203067e-06,4.1313174214963055e-08,5.609894060398801e-07,4.67491183542279e-08,3.2615663503321457e-09,3.2615663503321457e-09
1949,2.9735718491963326e-06,4.221313598673504e-08,6.155264031804109e-07,5.104844347236792e-08,1.9634016634739737e-09,1.9634016634739737e-09
1950,3.205497858260742e-06,3.296962125531877e-08,6.636465741394204e-07,5.8494488808236156e-08,0.0,3.190608444114673e-09
1951,3.2442645014896243e-06,2.3455084208201527e-08,7.303059987862071e-07,6.503455107775835e-08,1.0661401761424827e-09,6.396841278899501e-09
1952,3.185585297771354e-06,2.1089607726842985e-08,5.789097485831007e-07,4.428817734769552e-08,2.1089607837865287e-09,1.0544803918932644e-09
1953,3.2806303735810616e-06,2.4779803320384985e-08,6.755190042895265e-07,5.494652155491053e-08,3.2321482157371406e-09,1.0773827163745864e-08
1954,3.1184161670694266e-06,4.0067397844012476e-08,5.912384608564025e-07,6.938500529685143e-08,9.772536113672459e-10,3.9090144454689835e-09
1955,3.077540711160509e-06,1.595553378308523e-08,6.072488076824811e-07,5.5375085850073447e-08,3.754243138587299e-09,4.6928039232341234e-09
1956,3.010538140557628e-06,1.9186511934776718e-08,5.991424245621602e-07,6.017587805828839e-08,0.0,3.488456634670456e-09
1957,3.1779631513018103e-06,2.3854601072237358e-08,6.016660449859046e-07,5.212672116172712e-08,1.7670075402875796e-09,3.534015080575159e-09
1958,3.1393164547921515e-06,2.7298403093567458e-08,5.476225055645045e-07,6.535072305524636e-08,2.481673033738474e-09,2.4816730892496253e-09
1959,3.166180505331795e-06,2.6352542592533723e-08,5.216253384787706e-07,7.130688262080298e-08,2.3252243464000344e-09,5.425523585955716e-09
1960,3.218187444531395e-06,3.3220000583700227e-08,5.197545647206425e-07,5.813500081330858e-08,2.076250060767393e-09,2.076250060767393e-09
1961,3.12250270795289e-06,2.640300600376122e-08,6.357565780490404e-07,7.22608533010316e-08,4.168895506584391e-09,4.16889545107324e-09
1962,3.15004977480271e-06,2.98071954896173e-08,5.200404302740935e-07,6.151697773404408e-08,1.2683912808952869e-09,1.9025869768540815e-09
1963,3.136682384052847e-06,2.2631186258337266e-08,5.185774512028729e-07,6.336731983580535e-08,6.466053248388448e-10,6.466053248388448e-10
1964,2.9811445507732515e-06,2.6161063482188496e-08,6.223899617907591e-07,5.718930196074723e-08,1.8251904432275978e-09,4.258777774879263e-09
1965,3.1792571490996124e-06,4.8701186083910386e-08,5.422795084086829e-07,7.113656330659524e-08,7.113656386170675e-09,6.0192477668863376e-09
1966,3.0154721990527378e-06,2.1602391764297124e-08,5.910192726332752e-07,7.256187739557163e-08,2.7695373772118614e-09,2.769537488234164e-09
1967,3.158865915509068e-06,2.5144711146563026e-08,5.655094810208539e-07,8.578783816659552e-08,3.451234797946512e-09,4.437302081328198e-09
1968,3.0361971106174224e-06,1.9762229547248822e-08,5.564864409279835e-07,7.096437149023416e-08,2.694849510209707e-09,4.491415683816058e-09
1969,3.0488820108587333e-06,1.4987800944776808e-08,5.223021730671462e-07,5.904285060864822e-08,9.083515606356229e-10,5.904285060864822e-09
1970,3.0176834382444895e-06,3.541018261943307e-08,5.546062311623245e-07,7.311972760604135e-08,9.197450023812337e-10,6.438214850135182e-09
1971,2.8877792779269384e-06,2.569198720436816e-08,4.984245833838941e-07,6.62853256727658e-08,5.138397485282553e-10,7.193756701440179e-09
1972,2.946243371937385e-06,2.4624705441400607e-08,5.448216029435571e-07,5.69446292342235e-08,2.5650733759263744e-09,5.130146973897354e-09
1973,2.9164848172058555e-06,1.984753350559032e-08,5.254083248473762e-07,7.056900530599819e-08,1.6539611347177186e-09,4.9618833486420044e-09
1974,2.907858084100212e-06,2.137717258765548e-08,5.051763309893431e-07,5.7380830087438994e-08,9.563471792262135e-09,7.313243344242437e-09
1975,3.002525200912487e-06,2.9128548906243168e-08,5.243138616606302e-07,6.339743086059002e-08,5.711480177694739e-10,4.569184142155791e-09
1976,2.863048331747109e-06,1.8854638683674096e-08,5.319293450156692e-07,5.77066230356138e-08,4.570821499072508e-09,3.9994687561772935e-09
1977,2.803224887770739e-06,2.585783970276978e-08,5.236212814452301e-07,5.1128002720446375e-08,5.876781949964993e-09,7.052138428775834e-09
1978,2.6631670575483213e-06,3.029701478585167e-08,5.269304779176309e-07,5.346532105932056e-08,9.504945830407507e-09,4.752473081737207e-09
1979,3.146020867816901e-06,2.6919076412390552e-08,5.465743129207112e-07,1.0240953329798685e-07,6.43717057435822e-09,1.1703946256602649e-08
1980,2.994937315037305e-06,5.116635704016659e-08,5.11095038291387e-07,1.0517528892250994e-07,7.3906959441316644e-09,9.096241093686785e-09
1981,2.876860023093286e-06,2.2771978636093593e-08,4.820068966182589e-07,9.488324437256779e-08,3.162774764309262e-09,7.590659656386833e-09
1982,2.9200091447023624e-06,2.7933759305653894e-08,5.0777367732735e-07,9.621628294098628e-08,2.483000915987077e-09,1.1794254461960918e-08
1983,2.977671496040557e-06,2.3366669044122546e-08,4.73017166768841e-07,1.2378019675907126e-07,0.0,1.0104505676622466e-08
1984,2.87398865772559e-06,1.7397025431353796e-08,4.789981176145375e-07,5.5670480336722505e-08,1.7397025486864948e-09,6.378909400694965e-09
1985,2.7124150356883092e-06,2.1656009874249094e-08,4.782368705491535e-07,5.474157838136762e-08,4.812446552371341e-09,1.142956040922627e-08
1986,2.7376814450974507e-06,1.9182353705460287e-08,5.52691574284836e-07,6.474044411675095e-08,5.3950369172106605e-09,4.196139880008332e-09
1987,2.9417472422466062e-06,1.588812370556525e-08,5.090310537525511e-07,6.783006867294716e-08,1.2221633705067347e-09,6.721898593298192e-09
1988,2.8447651470031587e-06,2.2187249149041577e-08,5.181022402211966e-07,6.476277980560496e-08,3.597932174415064e-09,2.99827696004229e-09
1989,2.728694445508495e-06,4.555141230877524e-08,5.235668822933803e-07,6.585746858966957e-08,6.585746503695589e-09,3.2928733073589456e-09
1990,2.601730880513742e-06,1.8525413203462904e-08,5.568521146415151e-07,5.285191351234175e-08,5.44865097484859e-10,5.448650863826288e-09
1991,2.6786894942176787e-06,8.792197747631292e-09,5.187396823203017e-07,6.330382351649178e-08,0.0,8.7921980806982e-09
1992,2.7555231447706774e-06,8.264916362410446e-09,4.854260851061554e-07,4.022259347813417e-08,2.2039777225479895e-09,1.65298330578878e-09
1993,2.675991026990232e-06,8.862731881720265e-09,5.096071049592865e-07,7.367146004355618e-08,1.6617622278225497e-09,4.985286850001103e-09
1994,2.740851879678985e-06,1.4242301893396814e-08,5.085029215479153e-07,6.118914752661908e-08,2.1099705871385765e-09,4.747434001473039e-09
1995,2.838653095693644e-06,8.675921370215889e-09,5.124215931573417e-07,5.476675202231718e-08,1.0844901643380922e-09,4.337960657352369e-09
1996,2.749117580691518e-06,1.4412848692302305e-08,5.49823482742795e-07,5.2313302578710363e-08,5.338092190498855e-10,9.074756945892659e-09
1997,2.8620725558425875e-06,1.1507746422445564e-08,5.99361783315544e-07,4.0277113866338254e-08,3.3564262480467733e-09,3.83591540753514e-08
