year,serait_VERB assez_ADV,serait_VERB passée_ADJ
1871,1.527325252936862e-06,0.0
1872,1.3854454437023378e-06,0.0
1873,1.440831283616717e-06,5.986004469882289e-10
1874,1.34070228341443e-06,0.0
1875,1.4435413504543249e-06,0.0
1876,1.4292778587332577e-06,0.0
1877,1.3006667813897366e-06,0.0
1878,1.3279956192491227e-06,0.0
1879,1.3862058949598577e-06,0.0
1880,1.2225997352288687e-06,0.0
1881,1.2620238294402952e-06,0.0
1882,1.4215902410796843e-06,0.0
1883,1.1273700692981947e-06,0.0
1884,1.2728071396850282e-06,0.0
1885,1.1337873502270668e-06,0.0
1886,1.1093504781456431e-06,0.0
1887,1.1125287073809886e-06,0.0
1888,1.1945718370043323e-06,0.0
1889,1.260545559489401e-06,0.0
1890,1.21059520097333e-06,0.0
1891,1.1479970680738916e-06,0.0
1892,1.205434955409146e-06,0.0
1893,1.103588260775723e-06,0.0
1894,1.06811091882264e-06,0.0
1895,1.102610212910804e-06,0.0
1896,1.2177364396848134e-06,0.0
1897,1.065123228727316e-06,0.0
1898,1.0722582146627246e-06,0.0
1899,1.1165708428961807e-06,5.527578395003729e-10
1900,1.1165955129399663e-06,0.0
1901,1.1814594245151966e-06,0.0
1902,9.766554285306484e-07,0.0
1903,1.1567271940293722e-06,5.400220270956879e-10
1904,1.1840298839160823e-06,0.0
1905,1.2122623047616798e-06,0.0
1906,1.1569270554900868e-06,5.144184522798412e-10
1907,1.1669111472656368e-06,0.0
1908,1.3103585843055043e-06,0.0
1909,1.1095484069301165e-06,0.0
1910,1.1703690461217775e-06,0.0
1911,1.0725874517447664e-06,0.0
1912,1.2388003369778744e-06,5.209421227725386e-10
1913,1.1353700983818271e-06,0.0
1914,1.0567462140897987e-06,0.0
1915,1.1403777762097889e-06,0.0
1916,1.1064374803027022e-06,0.0
1917,1.1734074405467254e-06,0.0
1918,1.0958002576444414e-06,0.0
1919,1.1325653304083971e-06,0.0
1920,1.0222512401014683e-06,0.0
1921,1.1275820952505455e-06,0.0
1922,1.1192328202014323e-06,0.0
1923,1.0573484132692101e-06,1.0615948120573648e-09
1924,1.1164146371811512e-06,0.0
1925,9.469431461184286e-07,1.0998177923937646e-09
1926,1.1201868801435921e-06,0.0
1927,1.0558316034803283e-06,0.0
1928,1.0077768592964276e-06,0.0
1929,1.1563741963982466e-06,0.0
1930,9.957416295947041e-07,0.0
1931,1.1473788390503614e-06,0.0
1932,1.0345802365918644e-06,0.0
1933,9.543590522298473e-07,0.0
1934,9.34563274768152e-07,1.1981580172459871e-09
1935,1.0472248277437757e-06,0.0
1936,9.918016985466238e-07,2.424942913137329e-09
1937,8.939693998399889e-07,0.0
1938,9.672049827713636e-07,0.0
1939,9.956427220458863e-07,0.0
1940,8.114505476441991e-07,0.0
1941,8.824992505651608e-07,2.9515025978810172e-09
1942,1.1560347275008098e-06,0.0
1943,1.0625840332068037e-06,0.0
1944,1.0442854545544833e-06,0.0
1945,1.1219295856790268e-06,0.0
1946,9.800457974051824e-07,1.3921104269343232e-09
1947,1.051420781550405e-06,3.5762612871081956e-09
1948,1.0284805966875865e-06,0.0
1949,9.120000754592184e-07,0.0
1950,9.454836344957585e-07,0.0
1951,9.723198672872968e-07,0.0
1952,9.342696216663171e-07,0.0
1953,9.976564570024493e-07,0.0
1954,9.391407047587563e-07,0.0
1955,9.47946375617903e-07,1.8771215692936494e-09
1956,8.991497111310309e-07,0.0
1957,7.836678719286283e-07,2.6505113659425206e-09
1958,9.28972951896867e-07,0.0
1959,8.448315043096954e-07,0.0
1960,8.471100159113121e-07,0.0
1961,8.511495366292365e-07,0.0
1962,9.233888249582378e-07,0.0
1963,9.278786592403776e-07,0.0
1964,9.083364602702204e-07,6.083968329129164e-10
1965,8.087679930213199e-07,0.0
1966,8.253221608356398e-07,5.539074754423723e-10
1967,8.312545674016292e-07,0.0
1968,9.036728556566231e-07,0.0
1969,8.320500342051673e-07,0.0
1970,7.808635018591303e-07,0.0
1971,7.76411866354465e-07,0.0
1972,7.525925411755452e-07,0.0
1973,7.007282079030119e-07,1.102640756478479e-09
1974,6.598795607715147e-07,0.0
1975,6.311185529739305e-07,0.0
1976,6.479139642578957e-07,0.0
1977,5.970810548205918e-07,5.876781838942691e-10
1978,6.487125574494712e-07,0.0
1979,6.208943545971124e-07,0.0
1980,5.491855290529202e-07,0.0
1981,5.319787419466593e-07,6.325549528618524e-10
1982,5.29499970980396e-07,0.0
1983,5.298550149746006e-07,3.157658134966823e-09
1984,5.491660886036698e-07,0.0
1985,4.7583063178535667e-07,6.015558051686298e-10
1986,5.592854677161085e-07,5.994485463567401e-10
1987,4.809213010048552e-07,0.0
1988,4.6473292059090454e-07,0.0
1989,5.04907234244456e-07,0.0
1990,5.007310051041713e-07,0.0
1991,4.700895033238339e-07,5.861465202094962e-10
1992,4.523664074440603e-07,0.0
1993,4.763718379763304e-07,0.0
1994,4.6313854795698717e-07,0.0
1995,4.516901412898733e-07,5.422450821690461e-10
1996,4.190402478343458e-07,5.338092190498855e-10
1997,4.348969184775342e-07,4.79489448146353e-10
1998,4.6632302996840735e-07,9.536258449571733e-10
1999,4.60676290003903e-07,9.140402323914998e-10
2000,3.879031567066704e-07,0.0
2001,4.149007679643546e-07,0.0
2002,4.1884476331688347e-07,0.0
2003,4.429439002251456e-07,4.1669229178253886e-10
2004,4.224194753987831e-07,4.404791253964646e-10
2005,4.3100882862745493e-07,4.5037495954858286e-10
2006,4.4102600327278196e-07,1.6471559671771274e-09
2007,4.889242859462684e-07,0.0
2008,4.985461714568373e-07,4.257439678578834e-10
2009,4.6871332415321376e-07,0.0
2010,5.186724933992082e-07,4.723793023408973e-10
2011,5.303849093252211e-07,3.82397197240536e-10
2012,6.31829323083366e-07,1.3617010852229328e-09
2013,7.056486310830223e-07,0.0
2014,7.455627724084479e-07,0.0
2015,7.722548502897553e-07,0.0
2016,8.330929404110066e-07,4.1426800878596737e-10
2017,6.434933652599284e-07,7.54683426862357e-10
2018,7.88121781170048e-07,5.162933414126769e-10
2019,7.408068540826207e-07,2.55098775436835e-10
