year,soit_VERB assez_ADV,soit_VERB passée_ADJ
1952,8.963083359958546e-07,0.0
1953,9.804182354855584e-07,0.0
1954,9.518450383438903e-07,0.0
1955,8.906941957320669e-07,0.0
1956,9.55837094807066e-07,0.0
1957,8.693676818438689e-07,0.0
1958,9.446902140552993e-07,0.0
1959,9.029621423906065e-07,0.0
1960,9.301600130129373e-07,0.0
1961,8.851955044519855e-07,0.0
1962,8.682138172844134e-07,0.0
1963,8.910221254154749e-07,0.0
1964,8.931265256251208e-07,0.0
1965,8.142400815813744e-07,0.0
1966,8.125822432702989e-07,0.0
1967,8.460455660497246e-07,0.0
1968,8.538181646144949e-07,4.4914158503495116e-10
1969,8.134288123073929e-07,4.5417578031781147e-10
1970,7.744253025521175e-07,0.0
1971,7.836056283849757e-07,0.0
1972,7.433582709381881e-07,0.0
1973,6.913557513144042e-07,0.0
1974,7.037590421532514e-07,0.0
1975,5.917093517382455e-07,5.711480177694739e-10
1976,6.536274668178521e-07,0.0
1977,6.041331630513014e-07,0.0
1978,6.831680252616934e-07,0.0
1979,6.384502739820164e-07,0.0
1980,6.236610374799056e-07,0.0
1981,5.743598876506439e-07,0.0
1982,6.877912710478995e-07,6.207502289967692e-10
1983,5.923766366322525e-07,0.0
1984,5.961380793451099e-07,5.799008495621649e-10
1985,4.920726723867119e-07,0.0
1986,4.90948366405064e-07,0.0
1987,5.40807263860188e-07,0.0
1988,5.073084707873932e-07,0.0
1989,4.3685452055797214e-07,0.0
1990,4.5768669565404707e-07,5.44865097484859e-10
1991,4.5836657136533177e-07,5.861465202094962e-10
1992,4.4299952151050093e-07,0.0
1993,4.087935110419494e-07,1.1078414852150331e-09
1994,4.2041165215778165e-07,0.0
1995,4.2945811173922266e-07,0.0
1996,4.1049929677683394e-07,0.0
1997,4.0852501115296036e-07,0.0
1998,4.019532866550435e-07,0.0
1999,3.9989259903450147e-07,0.0
2000,4.046916899369535e-07,0.0
2001,4.416261560891144e-07,0.0
2002,4.446939954050322e-07,0.0
2003,3.9752444536134135e-07,0.0
2004,3.8277636349448585e-07,1.3214374039449694e-09
2005,4.1389458260709944e-07,9.007499190971657e-10
2006,4.076711093148333e-07,0.0
2007,4.4818060018769756e-07,3.994479469415779e-10
2008,3.674170443446201e-07,0.0
2009,4.1101819192590483e-07,0.0
2010,4.912744770990685e-07,0.0
2011,4.776140940521145e-07,3.82397197240536e-10
2012,5.222123604653461e-07,3.404252713057332e-10
2013,5.550359105654934e-07,2.789125042035323e-10
2014,5.160255795999547e-07,8.661780737106994e-10
2015,6.412552693291218e-07,0.0
2016,6.667643788205169e-07,2.0713400439298368e-10
2017,5.466423544930876e-07,2.515611330355938e-10
2018,5.808300329590566e-07,2.5814667070633845e-10
2019,6.553487423843762e-07,7.65296326310505e-10
