year,long_ADJ art_NOUN,long_ADJ dard_NOUN
1994,2.637463358823311e-09,9.494868002946077e-09
1995,5.422450821690461e-10,5.4224509327127635e-09
1996,5.338092190498855e-10,4.804283193493575e-09
1997,4.79489448146353e-10,5.753873377756236e-09
1998,1.9072516899143466e-09,4.291316191284977e-09
1999,4.570201161957499e-10,1.0511462811280126e-08
2000,8.836062992401139e-10,3.5344251969604557e-09
2001,4.3812117822561447e-10,6.571817756650944e-09
2002,8.76244299341522e-10,4.381221607729913e-09
2003,8.333845835650777e-10,5.8336921959778465e-09
2004,3.9643119897903034e-09,6.166707589017051e-09
2005,0.0,4.954124666056714e-09
2006,8.235779835885637e-10,3.294311934354255e-09
2007,1.1983438685803094e-09,6.7906151812735516e-09
2008,2.1287198115338413e-09,8.51487946817997e-09
2009,0.0,6.198650481792356e-09
2010,4.723793023408973e-10,5.196172381261022e-09
2011,0.0,4.206369030868018e-09
2012,3.404252713057332e-10,4.765953853791416e-09
2013,0.0,8.08846234434668e-09
2014,4.330890368553497e-10,6.063246349441442e-09
2015,2.2165753954528356e-10,8.644644111654998e-09
2016,4.1426800878596737e-10,1.0356700386182638e-08
2017,0.0,9.810884549210641e-09
2018,0.0,5.421080029321956e-09
2019,5.1019755087367e-10,6.12237061048404e-09
