year,auront_VERB ôté_VERB,auront_VERB doté_VERB
1876,0.0,4.836811839936672e-09
1877,5.566334504436554e-09,3.710889595609501e-09
1878,0.0,0.0
1879,1.221865053580018e-09,2.443730107160036e-09
1880,1.9253538763308597e-09,1.2835692508872398e-09
1881,0.0,1.3945015142624584e-09
1882,6.655385131892899e-10,0.0
1883,0.0,1.8958017378167824e-09
1884,0.0,3.300848483434038e-09
1885,6.445635691854079e-10,3.86738152613475e-09
1886,6.453463874400711e-10,2.5813855497602844e-09
1887,3.264462256069578e-09,6.528924623161458e-10
1888,6.340614699951175e-10,4.4384300679212174e-09
1889,6.265136742733546e-10,6.265136853755848e-09
1890,6.554386478008212e-10,1.3108772956016423e-09
1891,4.461953917456185e-09,1.9122659011827636e-09
1892,3.761107425503951e-09,1.8805537127519756e-09
1893,0.0,8.005941687372342e-09
1894,0.0,3.150769645188234e-09
1895,0.0,3.0093072478365457e-09
1896,5.89702897624278e-10,2.948514543632541e-09
1897,1.1653427112179315e-09,0.0
1898,0.0,3.3950129374460403e-09
1899,5.527578395003729e-10,0.0
1900,3.114631885736685e-09,3.633737311048435e-09
1901,0.0,1.676621730339889e-09
1902,0.0,4.910283846193408e-10
1903,3.2401321625741275e-09,0.0
1904,1.0749250378694342e-09,1.6123875568041512e-09
1905,4.1286072338664326e-09,3.6125313851442797e-09
1906,5.144184522798412e-10,2.572092316910357e-09
1907,0.0,1.028568674676933e-09
1908,1.4734167219643268e-09,1.4734167219643268e-09
1909,0.0,1.6502950117569526e-09
1910,1.6032452032632705e-09,2.67207544979442e-09
1911,5.852411444351446e-09,0.0
1912,0.0,3.646594803896619e-09
1913,5.30298971401777e-10,0.0
1914,2.0090231700464756e-09,2.678697486047099e-09
1915,0.0,1.1780761921542648e-09
1916,1.0987462051303964e-09,0.0
1917,0.0,6.57985488317081e-09
1918,0.0,2.2972752589112133e-09
1919,0.0,2.762354567309444e-09
1920,7.572231730534895e-10,4.543339038320937e-09
1921,0.0,3.7863738810983705e-09
1922,7.377935484775833e-10,4.426761179843197e-09
1923,9.554353752605493e-09,0.0
1924,0.0,1.289162443462999e-09
1925,0.0,0.0
1926,0.0,4.458455382660986e-09
1927,0.0,4.4596899506643695e-09
1928,0.0,1.1426041224282812e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,0.0,1.0503603542488804e-09
1931,1.1405356659111021e-09,0.0
1932,3.287861094491973e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,0.0,0.0
1935,1.196828414151696e-09,1.196828414151696e-09
1936,0.0,3.6374143697059935e-09
1937,0.0,2.5182236296217297e-09
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,0.0,0.0
1949,0.0,0.0
1950,0.0,0.0
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,0.0,1.0544803918932644e-09
1953,3.232148326759443e-09,1.0773827385790469e-09
1954,0.0,1.9545072227344917e-09
1955,0.0,4.6928039232341234e-09
1956,0.0,4.360570571293465e-09
1957,8.835037701437898e-10,1.1485549400447326e-08
1958,0.0,1.6544486891589827e-09
1959,7.750747821333448e-10,1.5501495642666896e-09
1960,6.920833350854139e-10,0.0
1961,0.0,4.16889545107324e-09
1962,6.341956404476434e-10,0.0
1963,0.0,1.2932106496776896e-09
1964,6.083968329129164e-10,0.0
1965,5.472043373977442e-10,5.472043373977442e-10
1966,0.0,1.6617224263271169e-09
1967,2.9582012395223956e-09,2.465167847631733e-09
1968,1.3474247273492779e-09,0.0
1969,9.083515606356229e-10,9.083515606356229e-10
1970,4.5987250119061684e-10,3.219107425067591e-09
1971,1.541519245584766e-09,1.541519245584766e-09
1972,1.5390440033513642e-09,0.0
1973,5.513203782392395e-10,0.0
1974,0.0,0.0
1975,0.0,0.0
1976,5.713526873840635e-10,0.0
1977,5.876781838942691e-10,1.1753563677885381e-09
1978,0.0,0.0
1979,5.851973350345929e-10,5.851973350345929e-10
1980,5.685150683554241e-10,0.0
1981,0.0,0.0
1982,0.0,0.0
1983,1.2630632095778083e-09,6.315316047889041e-10
1984,3.479405208395292e-09,4.059305780401701e-09
1985,0.0,0.0
1986,1.1988970927134801e-09,1.1988970927134801e-09
1987,0.0,0.0
1988,0.0,0.0
1989,1.0976244357863152e-09,1.6464366536794728e-09
1990,5.44865097484859e-10,0.0
1991,5.861465202094962e-10,0.0
1992,5.509944167592096e-10,5.509944167592096e-10
1993,5.539207426075166e-10,5.539207426075166e-10
1994,1.5824779264761446e-09,0.0
1995,5.422450821690461e-10,3.253470381991974e-09
1996,0.0,1.067618438099771e-09
1997,0.0,0.0
1998,4.768129224785866e-10,4.768129224785866e-10
1999,1.3710603763428253e-09,0.0
2000,4.4180314962005696e-10,4.4180314962005696e-10
2001,0.0,0.0
2002,0.0,4.38122149670761e-10
2003,8.333845835650777e-10,8.333845835650777e-10
2004,1.7619165015858584e-09,0.0
2005,1.3511248786457486e-09,0.0
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,1.1983438685803094e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,8.514879357157668e-10
2009,0.0,4.76819250749827e-10
2010,9.447586046817946e-10,0.0
2011,7.64794394481072e-10,7.64794394481072e-10
2012,3.404252713057332e-10,0.0
2013,8.367375126105969e-10,5.578250084070646e-10
2014,1.5158115873603606e-09,2.1654451842767486e-10
2015,2.2165753954528356e-10,4.433150790905671e-10
2016,6.214020409345267e-10,4.1426800878596737e-10
2017,7.54683426862357e-10,0.0
2018,7.744400121190154e-10,7.744400121190154e-10
2019,0.0,2.55098775436835e-10
