year,pensant_VERB en_ADP,pensant_VERB dans_ADP
1986,4.5558089079023034e-08,2.9972426596192037e-08
1987,4.766437133874035e-08,1.5277042575423394e-08
1988,2.6984492806914062e-08,1.2592763221075387e-08
1989,4.335616565764866e-08,1.3720305336306637e-08
1990,2.50637938181697e-08,2.996758091677876e-08
1991,4.161640332345229e-08,1.6998249918742658e-08
1992,4.077358739529302e-08,2.5345743281945943e-08
1993,4.3759737611281935e-08,2.1602909516804658e-08
1994,4.74743404588196e-08,1.8462243123185118e-08
1995,3.633042044981494e-08,2.548551808478905e-08
1996,4.056950153596972e-08,2.3487605194105754e-08
1997,5.130537061859286e-08,2.7810387770443867e-08
1998,4.9111731126316727e-08,3.3853718495180374e-08
1999,4.433095024403144e-08,2.5593126951051204e-08
2000,5.2574574693764475e-08,2.915900876310218e-08
2001,4.600272318633358e-08,3.0668481698636896e-08
2002,4.1621603719121936e-08,2.803981774546216e-08
2003,4.750292026400871e-08,1.5417615628621206e-08
2004,4.7131265334954264e-08,2.7750184566910363e-08
2005,3.738111986617554e-08,2.4770622553127453e-08
2006,5.1061833872267925e-08,2.594270570588364e-08
2007,5.392547275384629e-08,2.6363564220588387e-08
2008,5.1089276142946005e-08,3.2356542334355254e-08
2009,4.196009384394017e-08,3.3377347774532495e-08
2010,5.385124124401841e-08,2.5980861739771655e-08
2011,3.900451583938036e-08,2.5238214962364225e-08
2012,4.3234008706427574e-08,2.3829769046912475e-08
2013,4.825186417090066e-08,2.5102125267295605e-08
2014,4.2442726222446936e-08,2.4686074698299088e-08
2015,5.053791818365738e-08,3.635183776218298e-08
2016,4.909075912440386e-08,2.5063214392773148e-08
2017,3.999822162370492e-08,2.28920626899054e-08
2018,4.749898763201088e-08,2.2716906689090877e-08
2019,4.770347072913239e-08,2.4744581494928752e-08
