year,pleurant_VERB en_ADP,pleurant_VERB dans_ADP
1899,2.04520400615138e-08,4.753717419703207e-08
1900,7.26747462209687e-09,5.1910529763610214e-08
1901,1.117747761014698e-08,7.097698073721403e-08
1902,2.209627647520307e-08,5.4995178633276964e-08
1903,1.0800440319869153e-08,6.426262189052068e-08
1904,1.5586412160928376e-08,5.0521477668041825e-08
1905,6.1929109063108e-09,6.296126375815447e-08
1906,1.7490227932626112e-08,5.6071609577657e-08
1907,9.257117739025489e-09,6.274268571360153e-08
1908,9.82277836847345e-09,5.6480974564010467e-08
1909,1.265226234892225e-08,6.436150429278698e-08
1910,3.0461659639158256e-08,6.092331927831651e-08
1911,1.276889793899727e-08,5.5331889514675936e-08
1912,1.7712032729377825e-08,6.042928646365908e-08
1913,1.2196876397752021e-08,4.984810275665552e-08
1914,1.875088173619588e-08,7.031580651073455e-08
1915,1.5314990164938536e-08,4.2410743361642744e-08
1916,9.888715624128963e-09,5.164107208521784e-08
1917,2.0836206537921953e-08,4.7155623406069935e-08
1918,8.040463406189247e-09,7.121553124989077e-08
1919,2.9465114792515124e-08,6.169258370825048e-08
1920,8.329454459499175e-09,4.316171953178127e-08
1921,1.5145495524393482e-08,5.5281056177136634e-08
1922,4.426761179843197e-09,8.189508243772181e-08
1923,2.229349105320466e-08,6.794206797167135e-08
1924,1.804827398643738e-08,6.445812372746218e-08
1925,1.5397448649423495e-08,5.0591619782380803e-08
1926,1.7833821530643945e-08,7.467912799263843e-08
1927,1.8953683067479687e-08,8.919379723693055e-08
1928,2.51372912485337e-08,5.141718517620575e-08
1929,1.0026365515614089e-08,6.238627237031835e-08
1930,1.1553964007759987e-08,7.562594817045465e-08
1931,6.843213995466613e-09,5.018356930008849e-08
1932,1.2055489939655217e-08,4.383814555808385e-08
1933,1.3764794637438627e-08,4.244144946596862e-08
1934,1.1981580172459871e-08,3.714289675826876e-08
1935,1.0771455727365264e-08,5.505410882733486e-08
1936,1.33371855781661e-08,6.911087524485993e-08
1937,6.295559074054324e-09,4.406891207509034e-08
1938,2.3337385357535823e-08,5.315737894306949e-08
1939,6.117620188206274e-09,3.364691281149135e-08
1940,0.0,8.368083825871508e-08
1941,1.4757512545315876e-08,3.836953510472085e-08
1942,2.1239482617119165e-08,4.5513175450651033e-08
1943,2.322588210645904e-08,3.193558839598154e-08
1944,2.2492303131116387e-08,7.069009200222354e-08
1945,2.178504043826024e-09,6.971212940243277e-08
1946,9.744772988540262e-09,5.150808579656996e-08
1947,1.1920871401116528e-08,5.4836007734593295e-08
1948,6.523132700664291e-09,5.762100485640076e-08
1949,2.945102384188658e-09,5.104844191805569e-08
1950,1.0635361480382244e-08,4.1477910883713776e-08
1951,2.3455083209000804e-08,3.944718685033877e-08
1952,1.2653764258629963e-08,9.068531703348981e-08
1953,1.0773827163745864e-08,4.417269172662941e-08
1954,8.795282724349818e-09,5.472620046020893e-08
1955,4.6928039232341234e-09,5.255940527248981e-08
1956,7.849027205963921e-09,5.843164996299777e-08
1957,7.0680299946168645e-09,3.710716001137371e-08
1958,1.2408364835625463e-08,5.3769582231133484e-08
1959,5.425523363911111e-09,5.425523497137874e-08
1960,1.5225833038812198e-08,3.944875004435744e-08
1961,1.042223907177231e-08,7.920901373692502e-08
1962,1.52206956482992e-08,4.94672605100277e-08
1963,1.357871226570495e-08,5.302163685882988e-08
1964,1.520992043424485e-08,6.996563683969725e-08
1965,1.0944086803466035e-08,4.7606777742181805e-08
1966,9.416427082520329e-09,5.2621210500092275e-08
1967,9.86067127950463e-09,5.669885982939604e-08
1968,1.4821672722487023e-08,6.332896285154987e-08
1969,1.1354394757745467e-08,4.9505158972174e-08
1970,1.8854773076171227e-08,3.816941784862138e-08
1971,9.762955111014548e-09,6.063309165860176e-08
1972,1.4364411327072446e-08,6.10487447261221e-08
1973,1.1026407342740185e-08,5.072147502005464e-08
1974,7.313243344242437e-09,3.4878542720662153e-08
1975,1.2565255946839216e-08,3.5982325119476855e-08
1976,5.142174186456572e-09,4.399415587386102e-08
1977,7.639816612670103e-09,3.6436048844734614e-08
1978,9.504946274496717e-09,3.742572474152439e-08
1979,8.777959692451986e-09,4.798618180590353e-08
1980,9.096241093686785e-09,4.889229476834345e-08
1981,1.5813874654213578e-08,5.1236950904254286e-08
1982,1.4898005495922462e-08,3.910726309452883e-08
1983,8.209910973278056e-09,4.294414779337785e-08
1984,1.5657322549600394e-08,4.3492564494318486e-08
1985,1.2632671797518924e-08,4.631979744207371e-08
1986,2.09806990114636e-08,4.6756987615026446e-08
1987,1.4054878871849752e-08,3.177624918748734e-08
1988,7.195864348830128e-09,5.636760741500879e-08
1989,1.2073868682627165e-08,4.170972833783537e-08
1990,9.80757164370516e-09,4.3044344200104945e-08
1991,1.4067516318494455e-08,4.571942735509538e-08
1992,1.2672871751995274e-08,3.5263643671790135e-08
1993,1.3294097656046944e-08,6.480872960512585e-08
1994,1.4242301504818755e-08,4.905681882938495e-08
1995,1.2471637056421514e-08,4.500634326332076e-08
1996,1.0142375606037035e-08,4.590759394851318e-08
1997,1.678213146227847e-08,4.267456121809232e-08
1998,1.0966697439052098e-08,4.7681293580126294e-08
1999,2.102292606664946e-08,3.7932671143048324e-08
2000,1.5463110236701993e-08,3.9320481426408094e-08
2001,1.752484768413609e-08,4.644084636296064e-08
2002,9.63868718173444e-09,5.3450903592100474e-08
2003,1.7084383685528337e-08,4.708622985960531e-08
2004,9.690541175055856e-09,4.536935094279215e-08
2005,1.8915748967174295e-08,5.4044996034008363e-08
2006,1.9765871051014017e-08,4.81793107631745e-08
2007,2.0771292602583813e-08,4.9531545531777965e-08
2008,2.3841661422885352e-08,6.258436452410976e-08
2009,2.0503227560197956e-08,5.53110317547123e-08
2010,3.070465393051336e-08,5.999217034258209e-08
2011,2.6385406526330257e-08,7.342026075995989e-08
2012,3.608507970209729e-08,9.804248149447581e-08
2013,3.932666342576496e-08,1.0515001491739895e-07
2014,3.6162934868855245e-08,1.1931603094428311e-07
2015,3.723846511705098e-08,1.2146833300308302e-07
2016,4.681228338299093e-08,1.3318716185484192e-07
2017,5.4840327834426716e-08,1.0314006121392438e-07
2018,4.775713380311686e-08,1.262337190333085e-07
2019,4.5407583582068867e-08,1.1377405484402914e-07
