year,descendant_VERB en_ADP,descendant_VERB dans_ADP
1879,2.480386124270595e-07,3.1279746437462563e-07
1880,1.9189360589422222e-07,2.759673956020947e-07
1881,2.1266148397813822e-07,3.444418812392769e-07
1882,2.555667795167693e-07,2.9616463947945704e-07
1883,2.502458293918153e-07,3.595703844117004e-07
1884,2.87173804736085e-07,2.726500829552947e-07
1885,2.571808761508976e-07,3.570882169956491e-07
1886,2.7620824560870005e-07,2.7104548550038743e-07
1887,2.232892184483859e-07,3.4603301291014077e-07
1888,2.4664992270828634e-07,3.3985695591098875e-07
1889,2.4058125447368184e-07,3.1701591696187137e-07
1890,2.6741898206950054e-07,2.9953546309968715e-07
1891,2.594307502157278e-07,2.6006818076851346e-07
1892,2.419645834805806e-07,3.102913677111019e-07
1893,2.537267684843414e-07,2.592693422176495e-07
1894,2.5143141346717357e-07,2.993231191794621e-07
1895,2.1727198973309214e-07,2.8768977577975363e-07
1896,2.75980952757493e-07,3.054661097401379e-07
1897,2.499660207710974e-07,3.641695975886705e-07
1898,2.602843371946051e-07,3.174337157574314e-07
1899,1.619580434208956e-07,3.0954439900199304e-07
1900,2.2788722864319766e-07,3.467623495012617e-07
1901,2.2746168015785884e-07,2.581997411432724e-07
1902,2.7202973473805514e-07,4.370152510979608e-07
1903,2.1654883752830756e-07,2.7541124403285266e-07
1904,2.606693083606615e-07,2.6819379428388856e-07
1905,2.2397694188214246e-07,2.410074457781519e-07
1906,2.4229109207851707e-07,2.932185187987102e-07
1907,1.9645661453182584e-07,2.437707719016302e-07
1908,2.2395933485519492e-07,2.622681871677912e-07
1909,2.117878681318075e-07,2.9485272712292954e-07
1910,2.3941794724535725e-07,2.843088211523792e-07
1911,2.4260906528184023e-07,2.2026348833747988e-07
1912,2.0837685354990754e-07,2.813087358610744e-07
1913,2.3439215013354442e-07,2.815887533147432e-07
1914,1.9755394076170774e-07,1.9018752289712282e-07
1915,2.002729564409833e-07,2.2147832279273416e-07
1916,1.8678684732265083e-07,2.5600785935608883e-07
1917,1.557232238713624e-07,2.4564789757874905e-07
1918,2.2398433152659436e-07,1.7344428293597502e-07
1919,2.007310908602733e-07,2.661068148057666e-07
1920,2.211091696402434e-07,2.0217858098803276e-07
1921,2.1279420225894796e-07,2.3702699980532316e-07
1922,2.080577772289871e-07,2.065821975705262e-07
1923,2.2293491763747397e-07,2.2718128533938398e-07
1924,2.1400096583690242e-07,1.946635279637121e-07
1925,2.0676574408184933e-07,1.9466774858756253e-07
1926,1.9282819518906535e-07,1.6719208284499132e-07
1927,1.9957112140644995e-07,2.2967402601992148e-07
1928,2.2623561468648745e-07,2.2395040844003233e-07
1929,2.2392216925126718e-07,1.9941327766836991e-07
1930,1.5020152499545247e-07,1.8591378792010005e-07
1931,1.9046945265444037e-07,1.699398133325758e-07
1932,1.7644854510834307e-07,1.863121288359082e-07
1933,1.743540636311991e-07,2.2138378774627654e-07
1934,2.65991081604966e-07,1.629494885690974e-07
1935,1.9149255336969873e-07,2.226100912494644e-07
1936,2.1824485862964593e-07,1.7338341784522981e-07
1937,2.027170089569097e-07,1.6746187148086733e-07
1938,1.555825681620604e-07,1.7373386884678155e-07
1939,2.3858719355729363e-07,1.98822660557596e-07
1940,2.0032685643656123e-07,2.231488958059913e-07
1941,2.2136269794970076e-07,3.276167976906663e-07
1942,2.39702728777047e-07,1.9115533689273434e-07
1943,1.8290381875729622e-07,2.5548469473335444e-07
1944,2.442021518334059e-07,1.2210107058763242e-07
1945,1.742803275028848e-07,1.9170835763304694e-07
1946,2.0881656315197006e-07,2.0185601545819054e-07
1947,2.2530446663893144e-07,1.7404470997739452e-07
1948,2.8049471989533004e-07,2.2396089605081215e-07
1949,2.1499248648026992e-07,1.5216362436731856e-07
1950,1.669751741317782e-07,1.7335639235227518e-07
1951,2.185587337777406e-07,1.5459032232101322e-07
1952,2.1722296450477074e-07,1.2970108365095712e-07
1953,2.0039319537090705e-07,1.8100030274581513e-07
1954,2.003369861114379e-07,1.8665543954909936e-07
1955,1.6518670120646561e-07,1.8114223676590768e-07
1956,1.9360934100376426e-07,1.8227186426855724e-07
1957,2.0055535543406222e-07,1.4224410593843828e-07
1958,1.9357049518831104e-07,1.935705022937384e-07
1959,1.6199062935484676e-07,1.7749212943840575e-07
1960,1.460295802058198e-07,1.5502667283229243e-07
1961,1.8412622582175686e-07,1.7161953680400188e-07
1962,1.5220695548379126e-07,1.6869604468894295e-07
1963,1.8104949273123339e-07,1.7458343481990823e-07
1964,1.8373584920183816e-07,1.879946256444498e-07
1965,1.6197248342564308e-07,1.8167183313266833e-07
1966,1.9165199383053277e-07,1.5675581399587912e-07
1967,1.5678466613877617e-07,1.6960354587425286e-07
1968,1.922326031689181e-07,1.8055492279067664e-07
1969,1.5487393545399186e-07,1.7031591426075465e-07
1970,1.6739359143258525e-07,1.388815022984602e-07
1971,1.7316400180433789e-07,1.5620727999987594e-07
1972,1.7545101793636775e-07,1.569824914504636e-07
1973,1.427919746888051e-07,1.7531987861474363e-07
1974,1.8339363583308455e-07,1.4232696132765454e-07
1975,1.347909353022203e-07,1.450715934048219e-07
1976,1.5312251333554627e-07,1.245548836292798e-07
1977,1.46919551746727e-07,1.3516597707763367e-07
1978,1.4495043076934166e-07,1.609900261989594e-07
1979,1.4688452842914757e-07,1.398621578552195e-07
1980,1.4838243278525454e-07,1.2393628101570187e-07
1981,1.6319917928164784e-07,1.258784363411536e-07
1982,1.4835930617351778e-07,1.6263655999715354e-07
1983,1.7682884534409027e-07,1.3451622660198836e-07
1984,1.2757818679265398e-07,1.4033600859164608e-07
1985,1.3053760916648116e-07,1.5399828223738865e-07
1986,1.7084283365775832e-07,1.2528475190620725e-07
1987,1.839355903143769e-07,1.3321580927261323e-07
1988,1.361217696338457e-07,1.5051349944172898e-07
1989,1.6080197795531603e-07,1.344589879437308e-07
1990,1.6945304803783756e-07,1.4166492534606334e-07
1991,1.4653663438224385e-07,1.260214954612593e-07
1992,1.542784326957758e-07,1.377486112397186e-07
1993,1.274017753516432e-07,1.2241648639221836e-07
1994,1.3820307653844566e-07,1.5455535073982674e-07
1995,1.4477943999224863e-07,1.4803290215859022e-07
1996,1.414594485993348e-07,1.2544516758694613e-07
1997,1.4912122203725175e-07,1.5055968338728576e-07
1998,1.3875256588136153e-07,1.3684531152691193e-07
1999,1.476174933401353e-07,1.430472895691537e-07
2000,1.378425791287441e-07,1.2812291938502085e-07
2001,1.4939932002633327e-07,1.3099823714668446e-07
2002,1.261791804374468e-07,1.4677091897397077e-07
2003,1.4834245298800397e-07,1.670936033981718e-07
2004,1.1056026116840201e-07,1.4712002971428717e-07
2005,1.2700573215340683e-07,1.1439524305600912e-07
2006,1.6389201729083425e-07,1.552444444108403e-07
2007,1.218316243445372e-07,1.5338801739872565e-07
2008,1.473074080493575e-07,1.813669232575421e-07
2009,1.4447623764013429e-07,1.5496625405120312e-07
2010,1.591918183940777e-07,1.5446803641738782e-07
2011,1.7781470296185375e-07,1.820210637770714e-07
2012,1.9199985912266015e-07,1.845104903308581e-07
2013,1.815720409581445e-07,1.885448557281677e-07
2014,1.7734996138329961e-07,1.84929013657964e-07
2015,2.1123962801183893e-07,2.2232250529441444e-07
2016,2.421396523288877e-07,2.172835662506145e-07
2017,1.6804284186378027e-07,2.017520248642768e-07
2018,2.137454506723202e-07,2.2432945012695882e-07
2019,1.8494660913859207e-07,2.201502486975926e-07
