year,regardant_VERB en_ADP,regardant_VERB dans_ADP
1980,1.694174862620912e-07,2.1660424587288674e-07
1981,1.0943200390300944e-07,2.5175686735323666e-07
1982,1.3408205346010504e-07,2.2967758528391613e-07
1983,1.3956848743390537e-07,2.3745587807155744e-07
1984,1.4033599882168346e-07,2.2906084196083754e-07
1985,1.347485012459515e-07,2.322005445698494e-07
1986,1.2528474213624463e-07,2.2539265343013426e-07
1987,1.4299311335008724e-07,2.3832186146766077e-07
1988,1.445169450775552e-07,2.5185526864035523e-07
1989,1.520209904626313e-07,2.639786680358469e-07
1990,1.1169734248639429e-07,2.4028550615895483e-07
1991,1.5884571169522133e-07,2.719719924826336e-07
1992,1.4436053330513232e-07,2.914760546257611e-07
1993,1.4678899606934692e-07,2.3818591654567456e-07
1994,1.3187316438845187e-07,2.46866576514293e-07
1995,1.3556127242964067e-07,2.982348070723617e-07
1996,1.2758039780180752e-07,2.7651318124100044e-07
1997,1.4864172470652193e-07,2.747474414643847e-07
1998,1.0966697316927565e-07,2.7941236302453376e-07
1999,1.348209297535874e-07,3.0117625193781805e-07
2000,1.400516054239631e-07,2.3813189198307327e-07
2001,1.49837442897649e-07,2.777688394850486e-07
2002,1.6780078970768386e-07,3.5575518175789966e-07
2003,1.5792637864109338e-07,3.7252290852052283e-07
2004,1.4183428298508716e-07,3.01728187768191e-07
2005,1.5312748491425054e-07,3.2201809518905833e-07
2006,1.6965706262084268e-07,3.5825641897524463e-07
2007,1.9493059522091016e-07,5.124917059617928e-07
2008,1.7200056134925035e-07,4.947144913725054e-07
2009,1.9072770296446606e-07,6.260636773447459e-07
2010,2.3288299644264043e-07,7.765915670532308e-07
2011,2.768555589227617e-07,9.001630063565358e-07
2012,3.2272315309000987e-07,1.1370203791827294e-06
2013,3.7904208483041657e-07,1.3742019504547898e-06
2014,3.8739814911536996e-07,1.2923377319395968e-06
2015,3.9366378423721926e-07,1.3605339823641316e-06
2016,4.1716789667134435e-07,1.3712271265120535e-06
2017,3.675308040129721e-07,1.4195594353338947e-06
2018,4.122602312861545e-07,1.7920541939275836e-06
2019,4.285659471747749e-07,1.4803381791494985e-06
