year,menaçant_VERB en_ADP,menaçant_VERB dans_ADP
1920,2.0445025228355007e-08,3.104614876292544e-08
1921,3.1048266180278006e-08,3.1048266180278006e-08
1922,1.696925089333945e-08,3.39385017866789e-08
1923,1.3800733000834953e-08,1.5923921736771263e-08
1924,2.0626599095407983e-08,1.1602462102189293e-08
1925,2.859526304632709e-08,3.189471442510694e-08
1926,2.1177662290483568e-08,4.0126099776216506e-08
1927,4.4596899506643695e-09,2.5643217327342427e-08
1928,1.0283437212876834e-08,3.313552099371009e-08
1929,1.6710609784809094e-08,2.4508894469477127e-08
1930,2.2057568216382606e-08,4.8316575629314684e-08
1931,3.5356606531422585e-08,4.219981875053236e-08
1932,1.4247397928102146e-08,4.822195975862087e-08
1933,1.8353059516584835e-08,5.047091278242988e-08
1934,3.1152108448395666e-08,4.672816089623666e-08
1935,2.154291145473053e-08,2.0346082152400413e-08
1936,2.7886843056990074e-08,2.7886843056990074e-08
1937,3.1477796369472344e-08,6.043736533456467e-08
1938,1.5558256905023882e-08,2.463390735840676e-08
1939,2.7529290846928234e-08,2.5999884911698246e-08
1940,2.5357829613881222e-08,3.550096039361961e-08
1941,2.6563522936839945e-08,2.6563522936839945e-08
1942,4.247896612241675e-08,4.247896612241675e-08
1943,2.9032351633873077e-08,2.322588166236983e-08
1944,2.8918675454292497e-08,2.8918675454292497e-08
1945,2.832055301382752e-08,3.267756198965799e-08
1946,4.315542412314244e-08,2.7842208538686464e-08
1947,2.5033829231801974e-08,2.622591566137089e-08
1948,1.848220954059343e-08,1.522064252412747e-08
1949,2.0615717133409817e-08,2.9451024730065e-08
1950,2.6588404367089424e-08,2.2334258886758107e-08
1951,1.4925962688039363e-08,3.838104589704017e-08
1952,2.4253049346611988e-08,2.4253049346611988e-08
1953,1.508335856215126e-08,1.8315507332999914e-08
1954,2.34540866728139e-08,3.518113089739927e-08
1955,3.660387193349379e-08,1.9709776921672528e-08
1956,9.593255967388359e-09,3.1396108823855684e-08
1957,2.2087593976038988e-08,1.8553580005686854e-08
1958,2.4816730004317833e-08,2.7298403537656668e-08
1959,1.9376869886400527e-08,3.1778064624177205e-08
1960,2.6991250123842292e-08,2.145458388724819e-08
1961,1.945484662257968e-08,1.80652133252579e-08
1962,2.663621678777872e-08,2.0928455413127267e-08
1963,2.392439668597035e-08,4.396916253313066e-08
1964,1.3384730657151067e-08,2.251068309533366e-08
1965,2.134096988015699e-08,3.83043037288644e-08
1966,2.6033651678858405e-08,2.76953731059848e-08
1967,2.1693477236794934e-08,3.056808139945133e-08
1968,2.380450325745187e-08,3.2787337289619245e-08
1969,2.9067249940339934e-08,2.7250546708046386e-08
1970,1.609553734738256e-08,2.7592349738370103e-08
1971,1.9525909777939887e-08,2.5178147566862208e-08
1972,2.8728821988011077e-08,2.8728821988011077e-08
1973,1.2129047988196362e-08,3.3630541906859435e-08
1974,2.4752514704573514e-08,2.3627400480563665e-08
1975,2.1703623787061588e-08,1.8276736568623164e-08
1976,3.199575004941835e-08,2.742492810625663e-08
1977,2.8208553715103335e-08,3.173462204131283e-08
1978,2.5544542481270582e-08,1.544553818177974e-08
1979,2.691907674545746e-08,3.3941446986318624e-08
1980,2.7288724169238776e-08,4.207011627954671e-08
1981,2.0241758491579276e-08,2.5302197670384885e-08
1982,2.669225906970496e-08,3.662426451001011e-08
1983,2.2103606056589342e-08,2.652432762317858e-08
1984,3.073474630355122e-08,3.827345551599137e-08
1985,2.707001200974446e-08,2.5866899733273385e-08
1986,2.577628777089558e-08,2.3378493807513223e-08
1987,3.238733015109574e-08,3.177624918748734e-08
1988,3.47800117594943e-08,2.878345739532051e-08
1989,2.8538234886354985e-08,3.2928731741321826e-08
1990,2.7788120249283565e-08,4.7403261760337045e-08
1991,3.57549367890897e-08,2.5790447111262438e-08
1992,1.8182815253453555e-08,4.24265707010818e-08
1993,2.049506697687775e-08,4.09901339537555e-08
1994,3.481451571474281e-08,3.481451571474281e-08
1995,3.0907969517102174e-08,3.470368525881895e-08
1996,2.93595068256991e-08,2.1886178203089912e-08
1997,2.3494983736327413e-08,2.4933450859521145e-08
1998,1.8118891276230897e-08,2.9562400527538557e-08
1999,3.7475651026852574e-08,2.9249287436527993e-08
2000,4.1971297548570874e-08,3.048441854502926e-08
2001,2.8477876057309004e-08,3.7240301509200435e-08
2002,3.986911423226047e-08,3.724038322161505e-08
2003,3.5835537204320644e-08,2.3334768783911386e-08
2004,3.7000248198637564e-08,3.259545522382723e-08
2005,3.693074646093919e-08,4.5037495510769077e-08
2006,4.4884998828820244e-08,3.74727981977685e-08
2007,4.353982774318865e-08,3.595031472514165e-08
2008,5.236650935103171e-08,4.342588511008216e-08
2009,3.9575997590191037e-08,5.006602066259802e-08
2010,4.959982646823846e-08,4.959982646823846e-08
2011,5.2770811720392885e-08,7.112588207291992e-08
2012,5.208506692611081e-08,8.71488694542677e-08
2013,6.861247925371572e-08,7.642202604074555e-08
2014,6.517989703525018e-08,8.18538268276825e-08
2015,6.561063514709531e-08,8.267826245855758e-08
2016,6.690428477895694e-08,7.829665094050142e-08
2017,7.19464807730219e-08,8.628546765976353e-08
2018,7.66695578136023e-08,8.906059889568496e-08
2019,6.351959314088163e-08,8.188670364006612e-08
