year,disant_VERB en_ADP,disant_VERB dans_ADP
1944,1.3495381878669832e-07,5.462416652335378e-08
1945,1.6556631399211597e-07,6.317661416233022e-08
1946,1.7122957718385123e-07,7.9350293447078e-08
1947,1.5139506603922825e-07,6.198852986472048e-08
1948,1.1632919849624557e-07,6.631851334759631e-08
1949,1.3940151122326938e-07,5.5956945743673714e-08
1950,1.4251384783392496e-07,4.4668517773516214e-08
1951,1.3753208349953638e-07,9.168805803483338e-08
1952,1.2337420685071265e-07,4.639713679921442e-08
1953,1.4329189923500962e-07,8.834538789415092e-08
1954,1.348609970364123e-07,4.88626810124515e-08
1955,1.1825866197412438e-07,5.9129330765017585e-08
1956,1.4389883884469157e-07,6.279221764771137e-08
1957,1.0955446472227237e-07,4.770920369878695e-08
1958,1.1581140535454892e-07,5.046068451974861e-08
1959,1.2246181535502387e-07,5.1930008737599564e-08
1960,1.4256916602839453e-07,5.259833457671448e-08
1961,1.4243726764728848e-07,5.002674541287888e-08
1962,1.7059862644774881e-07,6.722473955278474e-08
1963,9.828400671096915e-08,7.177319361062473e-08
1964,1.4479844323567193e-07,7.118242706383171e-08
1965,1.5814205411857074e-07,6.621172587983892e-08
1966,1.4124641078971933e-07,5.9822006903687e-08
1967,1.6072893593843673e-07,6.803863072946115e-08
1968,1.7202122681858611e-07,6.782038042274507e-08
1969,1.4987800356358605e-07,6.449295852917203e-08
1970,1.4669932540956054e-07,7.174011074084774e-08
1971,1.407920970919463e-07,6.628533100183631e-08
1972,1.5493043004077833e-07,6.515286798958186e-08
1973,1.4279198190525477e-07,6.119655893144227e-08
1974,1.0519818804954895e-07,6.469407765052893e-08
1975,1.21654521567649e-07,4.9118728639996334e-08
1976,1.131278306032435e-07,6.799096752274636e-08
1977,1.2693849316125494e-07,7.052138073504466e-08
1978,1.3425736533623223e-07,7.188115347389612e-08
1979,1.369361828373883e-07,5.383815349091492e-08
1980,1.2621034906068473e-07,5.400893243745486e-08
1981,1.4928296243610362e-07,4.3013738348918196e-08
1982,1.3408204913023525e-07,5.5867520387664626e-08
1983,1.2820091299658998e-07,4.736487113632393e-08
1984,1.1540026889633737e-07,4.349256244040589e-08
1985,1.4256872560292067e-07,5.7147801157952927e-08
1986,1.4027095407431744e-07,5.934540681096223e-08
1987,1.3077148697249186e-07,5.377518874638554e-08
1988,1.1453418119478087e-07,5.157036397918091e-08
1989,1.3226373773989053e-07,7.354083919608456e-08
1990,1.3567141288195472e-07,5.339677855431546e-08
1991,1.6412102166185605e-07,7.15098735781794e-08
1992,1.3278965838026124e-07,4.297756461824065e-08
1993,1.4346546645116476e-07,5.705383543386233e-08
1994,1.3187316461049647e-07,6.118914797070829e-08
1995,1.1332921934226192e-07,4.771756678678685e-08
1996,1.6921752798992884e-07,4.804282838222207e-08
1997,1.4384683710844115e-07,5.897720356529135e-08
1998,1.377989374828914e-07,5.721755158560882e-08
1999,1.3573497925634115e-07,5.621347298756518e-08
2000,1.3254095088122142e-07,5.036556061099873e-08
2001,1.493993277423833e-07,5.651763146374833e-08
2002,1.2355045286849275e-07,4.9069679874946814e-08
2003,1.5125930019621592e-07,6.500399507558541e-08
2004,1.6341775221917487e-07,5.550036874524267e-08
2005,1.6889060816538404e-07,4.819012033863146e-08
2006,1.482440431521681e-07,6.300371779843772e-08
2007,1.4779574408763096e-07,5.911829603633123e-08
2008,1.3964401643362656e-07,6.30101055776322e-08
2009,1.1109888742311114e-07,5.769512867459525e-08
2010,1.469099649153982e-07,5.90474122930118e-08
2011,1.6175401984508397e-07,6.691951170978427e-08
2012,1.7531901896905566e-07,7.251058065094185e-08
2013,1.7041553473928772e-07,6.442878941470553e-08
2014,1.7236943716802955e-07,7.232586796135365e-08
2015,2.1921931310509013e-07,6.295073973205945e-08
2016,1.9739870538160176e-07,7.415397362819931e-08
2017,1.796146461008341e-07,6.3896528956775e-08
2018,1.703768077732093e-07,6.453667111827599e-08
2019,2.147931741358633e-07,6.683588082978531e-08
