year,arrivant_VERB en_ADP,arrivant_VERB dans_ADP
1935,4.188899431767368e-07,5.469505950372877e-07
1936,3.540416537717306e-07,4.0981534610295967e-07
1937,3.8654731415732613e-07,4.5957582095468297e-07
1938,3.33206013003462e-07,4.0581121041327606e-07
1939,4.0988056504431825e-07,4.481156832270017e-07
1940,3.9811791108235184e-07,4.5390514902265977e-07
1941,3.0105327741836163e-07,4.0140436752267306e-07
1942,3.671396107129965e-07,4.1265279548952094e-07
1943,4.267755890907665e-07,5.138726217879253e-07
1944,4.080746336398988e-07,4.305669509818699e-07
1945,3.899522340589101e-07,4.5530734382737137e-07
1946,4.0510412624428227e-07,4.440832253038707e-07
1947,3.5047361812701183e-07,4.0769377651628247e-07
1948,3.315925702906952e-07,4.413986589568708e-07
1949,4.1133265593629176e-07,3.877718155465004e-07
1950,3.275691327075947e-07,3.6798351743527746e-07
1951,3.998025794871296e-07,3.9767028159332085e-07
1952,3.511419599533383e-07,3.5114197949326353e-07
1953,3.620006117088792e-07,4.1694712038520265e-07
1954,3.6256108160159783e-07,3.6158384819628964e-07
1955,3.13479301183861e-07,4.073353938593982e-07
1956,4.0640518506052103e-07,4.177426857765454e-07
1957,3.6488704813208983e-07,4.0376121646090724e-07
1958,3.4577976615324246e-07,4.020310306884767e-07
1959,3.433581312606293e-07,4.2009052592106855e-07
1960,3.4188915787325413e-07,4.069449976995543e-07
1961,3.411546227738427e-07,3.9396063700181116e-07
1962,3.7607800251748813e-07,4.2871624295059974e-07
1963,3.265357024773152e-07,4.1576721621083834e-07
1964,3.3400985710585473e-07,3.4861139130981655e-07
1965,3.403610886465458e-07,3.764765743596854e-07
1966,3.2182024956028954e-07,3.9825947428795416e-07
1967,3.397001311356007e-07,3.9393381623398227e-07
1968,3.377544830485135e-07,4.473450117004063e-07
1969,3.565279964590218e-07,4.873306149733025e-07
1970,3.5410183585327104e-07,4.2952092726977753e-07
1971,3.3194046888951334e-07,3.997673316824546e-07
1972,3.334595586323985e-07,3.4012874117195224e-07
1973,3.5174240231583553e-07,3.804110662031235e-07
1974,3.094064418007747e-07,3.8760188836306497e-07
1975,3.369773224903838e-07,3.1241795461767197e-07
1976,3.0281693730316306e-07,3.239569759116989e-07
1977,3.102940864252446e-07,3.567206592336447e-07
1978,3.4039588747702965e-07,3.499008345286825e-07
1979,3.2010294237494463e-07,3.505331909181564e-07
1980,3.337183374085839e-07,3.5361636285813347e-07
1981,3.0109615778428633e-07,3.5423077449081575e-07
1982,4.072121502218806e-07,3.625181284050427e-07
1983,3.6502527045456645e-07,3.2965950236274466e-07
1984,3.5141990650799926e-07,3.096670462277018e-07
1985,3.6213659537764897e-07,3.567226061207407e-07
1986,3.626663573896849e-07,3.29696712597638e-07
1987,3.532052037513722e-07,3.403725044037742e-07
1988,3.5799425202043267e-07,3.202159879478472e-07
1989,3.6715537810039223e-07,3.5343507498453164e-07
1990,3.6179042695039243e-07,3.247395943262177e-07
1991,3.8099523536061497e-07,3.5520480334838567e-07
1992,4.2426569901721223e-07,3.3886155703655163e-07
1993,3.9272980423277204e-07,3.866366835580948e-07
1994,4.921506455701774e-07,3.9403702878360036e-07
1995,4.5548585703159006e-07,4.1047951881978406e-07
1996,4.22243090270058e-07,3.838088158403252e-07
1997,4.2338916905748647e-07,3.6441198414394194e-07
1998,4.3914471348216466e-07,3.5904013007126423e-07
1999,4.547350247463555e-07,3.902951846157521e-07
2000,4.1396954131300845e-07,4.095515144797446e-07
2001,3.7809856578974177e-07,3.7459359614189225e-07
2002,4.775531348144568e-07,3.9080496350152316e-07
2003,4.850298243042062e-07,4.6211174264954025e-07
2004,4.854079875826756e-07,4.7483650433832736e-07
2005,4.931605719349363e-07,4.28756965931143e-07
2006,4.4473211868734097e-07,4.5132073189790844e-07
2007,4.941171241057418e-07,5.07298871355033e-07
2008,5.3558592760794e-07,5.658137478548042e-07
2009,5.626467363128995e-07,5.674149221590596e-07
2010,5.744132156593196e-07,6.854223659757963e-07
2011,6.420449008004425e-07,7.911798034498929e-07
2012,6.348931442801131e-07,8.064674554830731e-07
2013,6.398252807571225e-07,8.041047454554473e-07
2014,6.299280137511687e-07,8.928130430518877e-07
2015,5.867275074677991e-07,9.506892038046999e-07
2016,6.584789833397053e-07,9.298245480238165e-07
2017,5.98463959278206e-07,8.907779953659656e-07
2018,6.069028302135848e-07,9.910251126399316e-07
2019,6.239716290323827e-07,9.95650568214046e-07
