year,grand_ADJ art_NOUN,grand_ADJ bar_NOUN
1926,1.1814907026064247e-06,3.009457394398396e-08
1927,1.1528298529128733e-06,1.4493992006592293e-08
1928,1.1951639038443318e-06,1.3711249802206282e-08
1929,1.0850756151370433e-06,8.912324878096456e-09
1930,1.1574971523486965e-06,5.2518016602221e-09
1931,9.238338876116359e-07,1.0264820993199919e-08
1932,8.022380657557449e-07,5.479768305782784e-09
1933,8.47681913995757e-07,5.735331320977366e-09
1934,8.494940484382596e-07,1.0783422155213884e-08
1935,9.407071477340878e-07,5.98414207075848e-09
1936,8.1356833270263e-07,1.091224310911798e-08
1937,7.667990864490548e-07,1.3850229740874909e-08
1938,9.140475949465099e-07,1.2965214124527336e-08
1939,7.738789706834837e-07,6.117620188206274e-09
1940,6.339457536697068e-07,5.0715658339584024e-09
1941,8.765962817847139e-07,4.427254118866131e-08
1942,1.055905647362465e-06,9.102635312174812e-09
1943,8.883899509370963e-07,2.9032352077962287e-09
1944,8.900525756416755e-07,9.639558484764166e-09
1945,9.215072167556571e-07,2.178504132643866e-08
1946,9.842220904943133e-07,1.5313215584455975e-08
1947,1.040692046316849e-06,7.152522574216391e-09
1948,1.0002137091902341e-06,5.435943917220243e-09
1949,9.306523907071096e-07,5.890204768377316e-09
1950,7.551106691039422e-07,8.508289184305795e-09
1951,9.040868711451822e-07,3.1984206394497505e-09
1952,7.803155028796027e-07,4.217921456550755e-09
1953,7.918763023084807e-07,1.508335811806205e-08
1954,9.1861840090246e-07,4.886268278880834e-09
1955,9.010183301683128e-07,9.385607846468247e-09
1956,7.927517700068165e-07,1.3081712602058815e-08
1957,7.712987697416906e-07,1.0602045130703175e-08
1958,7.138946163109949e-07,9.099467734863254e-09
1959,7.766249074947496e-07,1.3951345745333299e-08
1960,9.121658628430396e-07,8.997083522643834e-09
1961,8.240517033186734e-07,1.389631831827387e-08
1962,8.130388362559415e-07,1.268391242037481e-08
1963,8.593384954735939e-07,2.392439713005956e-08
1964,8.255944905499746e-07,1.3384730379595311e-08
1965,8.74979727782943e-07,1.313290448612392e-08
1966,8.081510340929299e-07,1.2739872157219168e-08
1967,9.352846674914872e-07,1.1339771732732373e-08
1968,1.1745052308498316e-06,9.881114898524501e-09
1969,7.730072031364443e-07,9.083515634111805e-09
1970,8.663997963509473e-07,1.2876430449670906e-08
1971,9.876000035546895e-07,2.4150468846961815e-08
1972,1.0403937462655222e-06,8.208234758555477e-09
1973,6.946636901261627e-07,8.269805951144349e-09
1974,6.328767963026394e-07,7.31324301117553e-09
1975,7.447770116186803e-07,7.996072248772634e-09
1976,6.930508353875098e-07,6.85623213758646e-09
1977,6.105976435577531e-07,1.0578207310096843e-08
1978,6.938610885853791e-07,1.1881182482298414e-08
1979,7.432006103869071e-07,9.36315747157579e-09
1980,8.067228982611141e-07,1.5918422080485328e-08
1981,7.502101873058109e-07,1.012087935681194e-08
1982,6.797215075238228e-07,1.2415004690957687e-08
1983,7.180514565163776e-07,6.315316269933646e-09
1984,6.953011038035584e-07,8.118611560803402e-09
1985,6.996094246147777e-07,7.820225245147583e-09
1986,7.517084883446046e-07,1.079007377891017e-08
1987,8.280156951201434e-07,8.555143260480236e-09
1988,7.7535441800336e-07,1.8589316697070757e-08
1989,7.968753461540246e-07,9.329808037250586e-09
1990,7.58997105165804e-07,9.262706268664544e-09
1991,7.748857164813217e-07,1.0550637641326688e-08
1992,8.286956258984901e-07,1.3223866057732181e-08
1993,8.657780945497962e-07,1.9387226546374592e-08
1994,7.590619572894752e-07,1.6352272314001937e-08
1995,8.29634984711447e-07,1.3556127498315362e-08
1996,7.702867250714007e-07,6.939519625603907e-09
1997,7.278649887254574e-07,6.712852385071244e-09
1998,8.930706307808123e-07,1.1443509806419172e-08
1999,6.873582716337978e-07,1.3253583591721352e-08
2000,7.983382896981084e-07,2.0322944771500318e-08
2001,7.062513187605646e-07,1.6648605327684862e-08
2002,7.009954554604292e-07,1.5772398220814665e-08
2003,8.125499402211744e-07,1.7917768158071112e-08
2004,7.254691380964573e-07,1.3214373789649514e-08
2005,7.976140246057639e-07,1.9366122372410643e-08
2006,7.910466379712489e-07,1.976587210572589e-08
2007,7.61347795474876e-07,5.033044214730609e-08
2008,7.109924009540691e-07,1.0643598855053504e-07
2009,6.966329433311103e-07,9.774794396122388e-08
2010,6.48576788719879e-07,1.2329100168573248e-07
2011,7.376442088258273e-07,2.6079488690822217e-07
2012,6.144676216734979e-07,2.291062080883588e-07
2013,6.122129718733049e-07,1.4503450312952637e-07
2014,7.472951164544384e-07,1.4226974831554884e-07
2015,9.107908205407966e-07,1.7355785467132456e-07
2016,8.285359909265821e-07,1.4416526253335782e-07
2017,5.300393288720784e-07,1.4489921718041643e-07
2018,6.389130211559291e-07,1.236522562120257e-07
2019,6.910625938161274e-07,2.0203822853614994e-07
