year,leurs_DET arts_NOUN,leurs_DET bars_NOUN
1913,1.0659009408442444e-07,2.6514948014977335e-09
1914,1.1585366826993848e-07,0.0
1915,1.1545146694214026e-07,0.0
1916,9.668966782783173e-08,1.0987462051303964e-09
1917,8.77313937053259e-08,1.0966424435210342e-09
1918,9.303964532136888e-08,2.2972752589112133e-09
1919,8.1949848795837e-08,0.0
1920,1.1055458060127421e-07,2.2716695191604686e-09
1921,9.693117064557555e-08,4.543648568500203e-09
1922,1.2468711396707022e-07,4.426761179843197e-09
1923,1.1252905096625909e-07,3.1847844361720945e-09
1924,9.668718092825657e-08,2.578324886925998e-09
1925,1.2427940410120186e-07,2.1996355847875293e-09
1926,7.80229711949687e-08,1.1146138456652466e-09
1927,1.4939960779614125e-07,8.919379901328739e-09
1928,1.0854739307397665e-07,7.998228745975666e-09
1929,8.466708578680482e-08,6.684243825105796e-09
1930,1.4179864449292978e-07,1.0503603542488804e-09
1931,1.0606981426519724e-07,3.4216069977333063e-09
1932,1.0411560014134125e-07,1.0959536611565568e-09
1933,6.767690918785263e-08,1.0323596200123575e-08
1934,1.114286956038768e-07,2.3963160344919743e-09
1935,9.335261808018913e-08,2.393656828303392e-09
1936,9.093535879856063e-08,0.0
1937,8.561960340713881e-08,1.2591118148108649e-09
1938,6.482606929036905e-08,0.0
1939,1.0399954142314982e-07,0.0
1940,1.343965010391912e-07,7.607348528892999e-09
1941,7.083606590185809e-08,2.9515025978810172e-09
1942,9.406056733496371e-08,0.0
1943,6.387117701400769e-08,2.9032352077962287e-09
1944,1.2210107591670294e-07,3.2131861615880553e-09
1945,1.1328221205531008e-07,4.357008087652048e-09
1946,1.1415305412043608e-07,2.7842208538686464e-09
1947,6.914105465938292e-08,4.7683483828109274e-09
1948,7.610321572926182e-08,4.348755133776194e-09
1949,8.4426268642801e-08,9.817008317369869e-10
1950,1.0422653962116613e-07,2.1270722960764488e-09
1951,7.889437370067753e-08,3.1984206394497505e-09
1952,7.27591498161928e-08,1.0544803918932644e-09
1953,7.43394120705787e-08,4.3095309543161875e-09
1954,7.818028846529046e-08,9.772536557761669e-09
1955,8.25933454962069e-08,6.569925492527773e-09
1956,9.069987516596711e-08,4.360570571293465e-09
1957,7.156380599226964e-08,5.301022731885041e-09
1958,7.279574276708445e-08,2.4816730892496253e-09
1959,7.130687862400009e-08,4.650448914844674e-09
1960,7.958958292419993e-08,4.152500121534786e-09
1961,7.78193811612482e-08,3.47407969059077e-09
1962,8.815319607613503e-08,4.43936931660005e-09
1963,7.112658551022832e-08,2.5864212993553792e-09
1964,8.821754166055129e-08,4.867174663303331e-09
1965,8.153344310812827e-08,6.5664522708175355e-09
1966,7.920876576861247e-08,4.431259803538978e-09
1967,1.1536984922955185e-07,6.902469706915326e-09
1968,1.167768121090873e-07,7.186265360559219e-09
1969,8.538504903121691e-08,8.629339909305145e-09
1970,7.771845106363529e-08,1.0117195081704722e-08
1971,1.1150322665187673e-07,3.5968783507200897e-09
1972,9.798580569153614e-08,3.0780880067027283e-09
1973,7.112032562872628e-08,3.859242703185828e-09
1974,5.62557183059198e-08,3.937900228123681e-09
1975,6.682431896720686e-08,1.7134440533084216e-09
1976,6.056338519577764e-08,3.9994687561772935e-09
1977,5.5829427136888654e-08,2.938390863960194e-09
1978,6.891085702065425e-08,5.346532105932056e-09
1979,6.378650851956991e-08,1.1703946256602649e-08
1980,5.5145962907232615e-08,5.116635559687666e-09
1981,6.009272213169936e-08,5.69299452024552e-09
1982,8.007677954058323e-08,8.069752865935698e-09
1983,5.999550367619122e-08,9.47297440490047e-09
1984,6.26292886996005e-08,1.1598016769198694e-08
1985,6.316336120804067e-08,3.0077789148208467e-09
1986,6.773768662649005e-08,7.1933827783254856e-09
1987,5.988600415562928e-08,3.0554083707556856e-09
1988,5.75669182323324e-08,1.0194141530917022e-08
1989,6.421102871634332e-08,7.134558721588746e-09
1990,7.628111675650473e-08,6.538381391862913e-09
1991,4.747786724879077e-08,5.2753188484189195e-09
1992,6.777231020826946e-08,7.713921945651236e-09
1993,5.982344042365639e-08,6.647049133334804e-09
1994,7.80689148327518e-08,1.0549853435293244e-08
1995,6.886512282644475e-08,9.760411145975922e-09
1996,5.65837787736001e-08,6.4057106285986265e-09
1997,6.185414025416947e-08,1.102825741838842e-08
1998,6.72306215143692e-08,9.536258005482523e-09
1999,7.358023684789217e-08,8.683382013430219e-09
2000,7.289751802197486e-08,5.743440834038438e-09
2001,9.419605467853032e-08,3.066848330846028e-09
2002,6.30895898856565e-08,1.270554239596322e-08
2003,6.25038470980499e-08,7.083769126836614e-09
2004,7.796480350208412e-08,8.369103632333008e-09
2005,7.656374578779435e-08,6.305249655724765e-09
2006,8.688748032170679e-08,6.58862386870851e-09
2007,8.668020123892006e-08,7.190063211481856e-09
2008,7.961412284984704e-08,8.940623352771127e-09
2009,7.343016772409783e-08,1.8119131084404216e-08
2010,5.5268379206552254e-08,1.0864724231396394e-08
2011,4.8564443078102926e-08,2.0649448373433188e-08
2012,6.70637801958307e-08,2.144679278615058e-08
2013,5.0204252033392294e-08,1.561910067948702e-08
2014,6.734534219177135e-08,1.4291938299493268e-08
2015,6.9600469054798e-08,1.4186082530898148e-08
2016,8.88604909654589e-08,1.3256576281150956e-08
2017,6.263872442957563e-08,1.1571811953103861e-08
2018,6.995774493034901e-08,1.6779534206534663e-08
2019,5.637682898296248e-08,1.5305927192343916e-08
