year,nombreux_ADJ arts_NOUN,nombreux_ADJ bars_NOUN
1936,1.2124714565686645e-09,2.424942913137329e-09
1937,1.2591118148108649e-09,0.0
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,1.2678914362851401e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,0.0
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,2.178504043826024e-09
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.1920870957027319e-09,1.1920870957027319e-09
1948,3.2615663503321457e-09,1.0871887834440486e-09
1949,0.0,4.908504269707237e-09
1950,7.444753036267571e-09,5.317680518146517e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,1.0544803918932644e-09,2.1089607837865287e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,2.6505113659425206e-09,2.6505113659425206e-09
1958,1.6544486891589827e-09,4.1361216673863055e-09
1959,2.325224457422337e-09,2.325224457422337e-09
1960,6.920833350854139e-10,6.920833350854139e-09
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,3.170978146727066e-09,4.43936931660005e-09
1963,1.939815863494232e-09,2.2631185814248056e-08
1964,6.083968440151466e-09,1.8251904432275978e-09
1965,5.47204326295514e-09,3.2832261354087677e-09
1966,2.215629901769489e-09,2.215629901769489e-09
1967,6.902469595893024e-09,5.916402479044791e-09
1968,6.737123747768692e-09,3.5931326802796093e-09
1969,6.358460868938209e-09,4.541757636644661e-09
1970,1.3796175035718505e-09,5.518470125309705e-09
1971,1.0276794970565106e-09,5.652237344833111e-09
1972,9.234264464197395e-09,5.130146973897354e-09
1973,3.859242703185828e-09,1.6539611902288698e-09
1974,1.6876715580593782e-09,2.2502286700643026e-09
1975,3.4268881066168433e-09,7.4249242310031605e-09
1976,6.2848797277581525e-09,6.8562320265641574e-09
1977,5.876781727920388e-09,5.289103821581875e-09
1978,3.5643548113029055e-09,4.752473081737207e-09
1979,2.9259866751729646e-09,2.3407893401383717e-09
1980,5.116635559687666e-09,7.390696110665118e-09
1981,4.427884725544118e-09,6.958104314946922e-09
1982,4.966001831974154e-09,1.1794254461960918e-08
1983,3.789189739755727e-09,3.78918940668882e-09
1984,5.799008384599347e-09,5.219107812592938e-09
1985,4.812446441349039e-09,6.617113967877231e-09
1986,5.994485352545098e-09,8.392279760016663e-09
1987,6.110816852533674e-10,9.777306964053878e-09
1988,6.596209356501959e-09,1.3792074149421296e-08
1989,4.390497743145261e-09,2.1952488715726304e-09
1990,5.9935161278446e-09,7.083246433836621e-09
1991,5.861465202094962e-09,4.68917216167597e-09
1992,7.713921945651236e-09,7.162927584403178e-09
1993,6.093128224193833e-09,1.661762283333701e-09
1994,8.967375175750192e-09,1.002236071911966e-08
1995,1.084490158786977e-08,7.591431483433553e-09
1996,4.270473752399084e-09,1.2277611816102763e-08
1997,8.151320729510303e-09,1.5343662340683295e-08
1998,1.0489884516573511e-08,1.8595704198709484e-08
1999,1.0968482788697997e-08,1.2339543525863306e-08
2000,5.743440834038438e-09,9.71966962470816e-09
2001,4.8193329327261836e-09,1.840108865280854e-08
2002,7.009954394732176e-09,1.2267419968736704e-08
2003,7.083768960303161e-09,1.7917768602160322e-08
2004,1.0131019578807354e-08,1.8940601975714344e-08
2005,1.531274873567412e-08,3.107587176476301e-08
2006,6.588624035241963e-09,3.706101026068609e-08
2007,7.190063211481856e-09,4.8333201663197656e-08
2008,1.3198063086861112e-08,1.0388152948959117e-07
2009,1.2397300741540107e-08,1.2254254788679475e-07
2010,1.1337103367203838e-08,1.747803457519126e-07
2011,1.2619107508937688e-08,3.533350152462589e-07
2012,8.851056776393307e-09,3.673188553321438e-07
2013,1.1993237514218436e-08,1.7989856049283048e-07
2014,8.661781028540538e-09,1.990044113941991e-07
2015,1.573768493301486e-08,2.187759982064108e-07
2016,9.942432044329763e-09,2.0837680603236208e-07
2017,1.0062445099379147e-08,1.939536288242394e-07
2018,8.260693129535923e-09,2.0212883722336983e-07
2019,8.418259866971312e-09,2.3316028663344923e-07
