year,certains_DET arts_NOUN,certains_DET bars_NOUN
1920,5.300562078147664e-08,6.815008557481406e-09
1921,3.4077364041706915e-08,6.058197943303867e-09
1922,2.8036154731125862e-08,3.6889677978990676e-09
1923,2.229349149729387e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,1.289162443462999e-09
1925,5.1691436020462334e-08,5.499089184013428e-09
1926,2.7865346474698072e-08,2.229227691330493e-09
1927,2.6758140592164636e-08,3.3447675740205796e-09
1928,5.827281057690925e-08,3.4278122562625413e-09
1929,3.119313873867213e-08,3.342121912552898e-09
1930,6.722306267192835e-08,3.1510810627466412e-09
1931,4.105928219644284e-08,0.0
1932,2.5206933651489294e-08,3.287861094491973e-09
1933,3.900024991843054e-08,3.4411986593596566e-09
1934,4.193552882725271e-08,3.5944740517379614e-09
1935,7.420336256558357e-08,2.393656828303392e-09
1936,5.577368789033699e-08,1.2124714565686645e-09
1937,5.162358496235697e-08,1.2591118148108649e-09
1938,3.8895643594827334e-08,5.186085783037697e-09
1939,4.282334220562234e-08,1.5294050470515685e-09
1940,3.550096039361961e-08,0.0
1941,3.8369532440185594e-08,8.854507793643052e-09
1942,2.7307905936524435e-08,1.517105907566929e-08
1943,3.4838822049465534e-08,8.709705845433291e-09
1944,5.46241629706401e-08,6.4263723231761105e-09
1945,7.189063344625879e-08,2.178504043826024e-09
1946,7.517396571898871e-08,4.1763312808029696e-09
1947,6.318061496202176e-08,9.53669654357725e-09
1948,4.022598343311756e-08,2.174377566888097e-09
1949,5.399354718882421e-08,9.817008317369869e-10
1950,5.211327058773918e-08,3.190608444114673e-09
1951,4.264560815592233e-08,4.264560704569931e-09
1952,2.741649041126948e-08,6.326882129314981e-09
1953,5.494651889037527e-08,1.0773827163745864e-08
1954,4.1044651233335117e-08,1.9545072227344917e-09
1955,4.411235821066839e-08,6.569925492527773e-09
1956,5.407107828148128e-08,6.104799110673298e-09
1957,4.1524676586135456e-08,8.835037423882142e-09
1958,2.4816730004317833e-08,6.617794756635931e-09
1959,4.72795602668441e-08,7.750747599288843e-09
1960,3.4604165088936156e-08,7.612916519406099e-09
1961,3.613042842687264e-08,1.0422239238305764e-08
1962,5.0735651790922986e-08,6.341956571009888e-09
1963,3.620989819097531e-08,7.759264120110743e-09
1964,4.684655796616255e-08,9.125952438182594e-09
1965,4.596516456345512e-08,4.377634699181954e-09
1966,5.262120983395846e-08,9.416427415587236e-09
1967,5.4233691315630495e-08,7.88853687927471e-09
1968,5.7040982270883944e-08,2.6948494546985557e-09
1969,5.5409444976728395e-08,5.90428494984252e-09
1970,2.2533751947717562e-08,1.0117195303749327e-08
1971,2.8775025251448483e-08,1.2332154297745035e-08
1972,3.231992556917973e-08,6.156176013405457e-09
1973,2.5360738176161135e-08,5.513203671370093e-09
1974,2.8127858486826085e-08,9.563471792262135e-09
1975,3.655347313724633e-08,7.4249242310031605e-09
1976,3.5995220803997086e-08,3.9994687561772935e-09
1977,2.6445518219730957e-08,8.815173035969792e-09
1978,4.33663159826736e-08,7.1287097336281136e-09
1979,3.3941445654050995e-08,5.851973239323627e-09
1980,2.8994268819193536e-08,1.4212877097463661e-08
1981,2.9730081951839793e-08,6.958104314946922e-09
1982,2.545075905580063e-08,1.489800538490016e-08
1983,3.157657957331139e-08,1.8314416649900522e-08
1984,2.8415140906901115e-08,1.0438215625185876e-08
1985,2.105445395805816e-08,9.62489254963117e-09
1986,4.3160295448707586e-08,1.138952232526691e-08
1987,2.8720839484464022e-08,1.1610552186347434e-08
1988,5.516829604257367e-08,9.594485872455039e-09
1989,3.3477544514326496e-08,1.2073869015694072e-08
1990,3.705082729510423e-08,1.743568234235937e-08
1991,2.1687421913885174e-08,1.0550637363770932e-08
1992,3.8018615367008124e-08,7.713922001162388e-09
1993,2.8803878393546256e-08,1.8833305859278227e-08
1994,3.16495588625898e-08,1.4769794165481187e-08
1995,3.3076949346178e-08,1.3556126610136943e-08
1996,3.469759790597493e-08,1.1743802819097482e-08
1997,3.35642609261555e-08,1.1028256974299211e-08
1998,3.671459547494038e-08,9.53625878263864e-09
1999,5.118625301392399e-08,1.8280804092718483e-08
2000,4.9481951203134145e-08,1.8113928246243916e-08
2001,4.7317088691656295e-08,2.1467938537966802e-08
2002,4.600282532685185e-08,1.9715497456829212e-08
2003,3.041853752216994e-08,2.5001537728996936e-08
2004,3.039305962460048e-08,2.026203960170392e-08
2005,3.693074823729603e-08,2.432024759357887e-08
2006,2.923701836188286e-08,1.8530505130343045e-08
2007,4.1942036066444643e-08,3.595031539127547e-08
2008,4.129716524303717e-08,3.789121283404029e-08
2009,3.480780375042514e-08,4.6251468432956244e-08
2010,2.645324093109025e-08,5.054458629416558e-08
2011,3.0209378887313676e-08,8.948094709637644e-08
2012,3.131912573728357e-08,1.0995736232644049e-07
2013,2.8449075095693388e-08,6.470769964295187e-08
2014,2.7717698469764684e-08,6.063246349441442e-08
2015,2.8815479738431016e-08,6.516731687611355e-08
2016,3.7905521665937414e-08,5.468337693770309e-08
2017,2.339518501148774e-08,5.534344982294215e-08
2018,2.6330960967158035e-08,6.531110940954932e-08
2019,2.8060864964984944e-08,7.244805289019496e-08
