year,nouveaux_ADJ arts_NOUN,nouveaux_ADJ bars_NOUN
1938,7.779128452511941e-09,0.0
1939,1.5294050470515685e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,1.1806010391524069e-08,0.0
1942,3.034211770724937e-09,0.0
1943,8.709705623388686e-09,0.0
1944,0.0,3.2131861615880553e-09
1945,1.089252066321933e-08,0.0
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,1.549713202209091e-08,0.0
1948,1.195907639583993e-08,0.0
1949,2.945102384188658e-09,9.817008317369869e-10
1950,0.0,1.0635361480382244e-09
1951,6.396841278899501e-09,0.0
1952,6.326882129314981e-09,0.0
1953,9.69644453618912e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,9.385607846468247e-09,0.0
1956,3.488456634670456e-09,1.744228317335228e-09
1957,1.5903067307476704e-08,1.7670075402875796e-09
1958,3.3088973783179654e-09,0.0
1959,5.425523363911111e-09,7.750747821333448e-10
1960,2.0070416439921246e-08,1.3841666701708277e-09
1961,4.16889545107324e-09,2.08444772553662e-09
1962,1.9025869768540815e-09,6.341956404476434e-10
1963,3.2330267352165265e-09,1.2932106496776896e-09
1964,7.909158605823308e-09,0.0
1965,6.5664522708175355e-09,5.472043373977442e-10
1966,6.6468897053084675e-09,5.539074754423723e-10
1967,8.874604162656397e-09,9.860671168482327e-10
1968,1.616909670043576e-08,1.3474247273492779e-09
1969,1.2262746373892242e-08,0.0
1970,9.19744974625658e-09,4.5987250119061684e-10
1971,1.1818313883082965e-08,1.541519245584766e-09
1972,1.2825366713098418e-08,5.130146862875051e-10
1973,1.1026407842340546e-08,0.0
1974,4.5004573956397564e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,1.1422960355389478e-09
1976,6.28487961673585e-09,5.713526873840635e-10
1977,1.2928920156696222e-08,5.876781838942691e-10
1978,5.940591130126904e-09,0.0
1979,1.4629933597909428e-08,2.3407893401383717e-09
1980,1.5349906234973787e-08,1.1370301367108482e-09
1981,1.075343419865149e-08,2.5302198114474095e-09
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,1.0104505676622466e-08,0.0
1984,1.1598016769198694e-08,1.1598016991243298e-09
1985,3.0077789148208467e-09,1.8046674155058895e-09
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,5.49973533381376e-09,6.110816852533674e-10
1988,1.679035044332977e-08,1.1993107618124554e-09
1989,3.841685636274406e-09,3.2928733073589456e-09
1990,5.448650863826288e-09,2.179460389939436e-09
1991,7.033758298025106e-09,5.2753188484189195e-09
1992,1.1019888612739948e-08,1.1019888335184191e-09
1993,1.0524494165053966e-08,1.661762283333701e-09
1994,1.160483886764041e-08,2.637463358823311e-09
1995,8.675921314704738e-09,2.1689803286761844e-09
1996,8.007138063703678e-09,3.2028553142993132e-09
1997,1.1028256974299211e-08,2.3974471297094624e-09
1998,1.4781200818880791e-08,1.43043876743576e-09
1999,1.1882523409667556e-08,1.8280804647829996e-09
2000,5.3016375733960786e-09,2.2090156370779823e-09
2001,1.9715452381774412e-08,4.8193329327261836e-09
2002,1.7086764003693133e-08,4.81934359086722e-09
2003,1.1667384614000298e-08,2.083461403401543e-09
2004,7.047665923076707e-09,2.2023955992267474e-09
2005,2.1167622543671882e-08,4.5037495954858286e-10
2006,2.1824816787141543e-08,4.941467679486777e-09
2007,1.917350189728495e-08,4.7933754743212376e-09
2008,1.6178271167177627e-08,1.1920831433087642e-08
2009,1.0490023072406984e-08,1.2397300963584712e-08
2010,8.975207077543956e-09,1.8895171649546683e-08
2011,1.3383901958929911e-08,2.4473420623394304e-08
2012,3.540422710557323e-08,1.872338906139248e-08
2013,8.925200134513034e-09,1.3666713094551142e-08
2014,6.712880029624557e-09,2.03551842048455e-08
2015,9.97458915463767e-09,1.684597350504191e-08
2016,6.628288140575478e-09,1.8849194205472486e-08
2017,5.534344982294215e-09,1.509366853724714e-08
2018,9.809573597863164e-09,1.7295826992835828e-08
2019,7.908062094053037e-09,1.607122257496485e-08
