year,sois_VERB au_ADP,sois_VERB beau_ADV
1858,5.431980459880137e-08,1.468102750479261e-09
1859,3.717286589655089e-08,1.5276520048956854e-09
1860,2.471679313997832e-08,2.288591982591015e-09
1861,4.857442503780618e-08,0.0
1862,3.524029434931464e-08,1.3553959066214816e-09
1863,5.444136574883629e-08,2.9967726078439227e-09
1864,4.5549916172227256e-08,9.589455896019672e-10
1865,4.518570684286516e-08,9.41368871743009e-10
1866,4.427707855914065e-08,4.379051787850585e-09
1867,4.173417877950669e-08,0.0
1868,3.853101859796482e-08,9.87974813071446e-10
1869,8.594993605726131e-08,4.883519144627257e-10
1870,7.454263739603562e-08,1.1468097582678638e-09
1871,2.3366590440332402e-08,0.0
1872,3.7493505078423084e-08,1.2094678591978436e-09
1873,4.0704829895599204e-08,2.3944017879529156e-09
1874,4.6004491549567206e-08,0.0
1875,4.8632981530793984e-08,4.577221712764867e-09
1876,3.869449316518114e-08,4.232210137899983e-09
1877,6.122967832755677e-08,4.9478527941460015e-09
1878,6.099479676890951e-08,4.22736201599605e-09
1879,5.498392652292239e-08,2.443730107160036e-09
1880,8.022307551591723e-08,1.2835692508872398e-09
1881,5.089930482649052e-08,2.091752326904839e-09
1882,7.05470810657971e-08,2.6621540527571597e-09
1883,6.5721124542506e-08,1.8958017378167824e-09
1884,4.093052297093891e-08,0.0
1885,2.127059778311846e-08,1.2891271383708158e-09
1886,2.8395241213896583e-08,3.2267319927115068e-09
1887,3.982643947963993e-08,6.528924623161458e-10
1888,3.043495011567643e-08,5.07249175996094e-09
1889,4.510898621301607e-08,1.8795409673089125e-09
1890,4.325895130996571e-08,6.554386478008212e-10
1891,4.206985115828843e-08,2.5496880162734215e-09
1892,4.764069272411575e-08,8.775916882086676e-09
1893,3.879802479289651e-08,1.2316833108982905e-09
1894,3.7179081147087345e-08,1.2603078580752936e-09
1895,3.4306103735559645e-08,6.018614495673091e-10
1896,4.068949910340791e-08,3.5382172747233653e-09
1897,4.311768009301886e-08,2.9133566670225264e-09
1898,4.18718277828134e-08,5.6583546736987955e-09
1899,3.758753308602536e-08,3.3165470370022376e-09
1900,5.65824802567505e-08,1.038210628578895e-09
1901,3.12969384297368e-08,0.0
1902,2.6024503885224703e-08,9.820567692386817e-10
1903,2.592105818877144e-08,1.0800440541913758e-09
1904,4.2997003291134206e-08,5.374625189347171e-10
1905,2.3739491816776592e-08,0.0
1906,2.3148830130548248e-08,5.144184522798412e-10
1907,3.188562835987341e-08,2.057137349353866e-09
1908,3.585313956833147e-08,4.911389073214423e-10
1909,3.575639284658649e-08,5.500983557560346e-10
1910,5.290709204075483e-08,0.0
1911,3.298632078596597e-08,2.6601871816467337e-09
1912,4.844761658517882e-08,1.5628263128064646e-09
1913,2.7045248041090986e-08,1.590896969716482e-09
1914,2.6786974693937537e-08,7.366418142140674e-09
1915,2.4739600590351074e-08,0.0
1916,4.394984687294823e-08,3.2962386153911893e-09
1917,4.8252267959014716e-08,0.0
1918,1.4932289182922887e-08,1.1486376294556067e-09
1919,2.6702760891339494e-08,0.0
1920,3.558949046578164e-08,9.843901693784574e-09
1921,2.0446417892117097e-08,5.300923255902035e-09
1922,4.0578644444622114e-08,1.4755870969551665e-09
1923,5.6264525483129546e-08,1.0615948120573648e-09
1924,4.898817351772777e-08,2.578324886925998e-09
1925,5.0591617561934754e-08,2.1996355847875293e-09
1926,4.346993875969929e-08,0.0
1927,5.7975969913748315e-08,1.1149224876660924e-09
1928,3.999114417396754e-08,0.0
1929,3.8991420758804907e-08,0.0
1930,5.356837928793823e-08,5.2518016602221e-09
1931,4.904303541053423e-08,0.0
1932,5.4797683279872444e-08,2.1919073223131136e-09
1933,3.785318369864399e-08,0.0
1934,3.235026646564165e-08,2.3963160344919743e-09
1935,4.6676309928272985e-08,8.377798899061872e-09
1936,2.5461900587941955e-08,0.0
1937,3.5255132035949543e-08,1.2591118148108649e-09
1938,4.2785208265172514e-08,2.5930428915188486e-09
1939,2.2941076593951948e-08,1.5294050470515685e-09
1940,4.310830958864642e-08,0.0
1941,5.9030051957620344e-08,0.0
1942,6.371844563091145e-08,0.0
1943,3.1935586841669306e-08,5.806470415592457e-09
1944,5.462416652335378e-08,3.2131861615880553e-09
1945,3.921307367704685e-08,4.357008087652048e-09
1946,4.1763314584386535e-08,8.352662561605939e-09
1947,5.3643918418444514e-08,4.7683483828109274e-09
1948,5.6533816295001316e-08,5.435944139264848e-09
1949,5.595694652082983e-08,4.908504269707237e-09
1950,5.424034488221707e-08,1.0635361480382244e-09
1951,3.731490771929913e-08,5.330700769690111e-09
1952,3.796129410815752e-08,4.2179215675730575e-09
1953,7.002987800763805e-08,2.1547654771580937e-09
1954,6.645324246434825e-08,4.886268278880834e-09
1955,4.1296673192192657e-08,3.754243138587299e-09
1956,5.145473469525541e-08,1.744228317335228e-09
1957,5.47772351922049e-08,0.0
1958,6.286905129826437e-08,4.1361216673863055e-09
1959,3.642851531537872e-08,7.750747821333448e-10
1960,2.5607083176115708e-08,2.7683333403416555e-09
1961,5.628008992175637e-08,6.94815938118154e-09
1962,5.834599720033751e-08,3.805173953708163e-09
1963,5.560805904636368e-08,2.5864212993553792e-09
1964,6.083968484560387e-08,6.083968329129164e-10
1965,3.7757098114710175e-08,2.73602163147757e-09
1966,5.206730202544918e-08,3.3234448526542337e-09
1967,6.261526130924011e-08,4.437302081328198e-09
1968,3.997360037422126e-08,3.5931326802796093e-09
1969,5.4955267669853924e-08,2.2708788183223305e-09
1970,4.73668670952776e-08,2.2993624781975086e-09
1971,4.1621017965454143e-08,2.569198631618974e-09
1972,5.591860130493842e-08,4.6171320100540925e-09
1973,4.1900347858003784e-08,5.513203782392395e-10
1974,4.1066671951917044e-08,5.625571675160757e-10
1975,3.7695768728696066e-08,4.569184142155791e-09
1976,4.342280446323343e-08,5.713526873840635e-10
1977,4.5251218605546484e-08,1.7630346071939584e-09
1978,3.623760613802318e-08,4.752473081737207e-09
1979,2.8674669083628146e-08,4.096381456264453e-09
1980,4.377565909763348e-08,2.8425752862659692e-09
1981,4.491140259688109e-08,1.8976649140967083e-09
1982,5.0901518222623565e-08,0.0
1983,4.294414779337785e-08,6.315316269933646e-09
1984,4.2332760408214654e-08,1.739702604197646e-09
1985,4.3312016417829113e-08,6.015557829641693e-09
1986,5.634816213628824e-08,1.1988970927134801e-09
1987,3.422057592850081e-08,3.0554083707556856e-09
1988,4.0176910465206106e-08,1.1993107618124554e-09
1989,4.3904978208608725e-08,2.7440609784434855e-09
1990,4.3044344200104945e-08,3.814055737905164e-09
1991,4.4547135313877106e-08,1.1722930404189924e-09
1992,5.0691487063492247e-08,1.1019888335184191e-09
1993,3.5450928637104084e-08,3.877445031719162e-09
1994,5.011180426173212e-08,5.274926606624319e-10
1995,3.849940100053573e-08,1.626735190995987e-09
1996,4.5373783397195666e-08,2.135236876199542e-09
1997,4.746945414524362e-08,3.3564262480467733e-09
1998,4.720447999151389e-08,4.768129224785866e-10
1999,4.1131810679662095e-08,2.285100553223174e-09
2000,4.0204088058715115e-08,0.0
2001,4.556460408977614e-08,8.762423564512289e-10
2002,4.20597260908373e-08,2.1906108038649563e-09
2003,7.042099881005015e-08,1.6667691671301554e-09
2004,6.563138965631765e-08,4.845270407116686e-09
2005,5.764799326790637e-08,2.251874686720612e-09
2006,4.4473212668094675e-08,2.8825228870488218e-09
2007,8.428351927491917e-08,2.7961355453243186e-09
2008,1.0430726926635714e-07,4.6831836186811415e-09
2009,1.0728433430529094e-07,2.860915504498962e-09
2010,1.5305089595685217e-07,1.8895172093635892e-09
2011,1.4837010642310133e-07,1.529588788962144e-09
2012,1.8995730144411027e-07,4.425528388196653e-09
2013,2.1113676407225057e-07,4.183687618564136e-09
2014,2.174106956687183e-07,4.980523993225461e-09
2015,2.393901419317501e-07,5.54143841924315e-09
2016,2.4462526404533946e-07,5.59261792432153e-09
2017,2.855218945718718e-07,4.2765391228272165e-09
2018,3.071945307020485e-07,5.937373259712331e-09
2019,2.8137394902927326e-07,5.612172948588068e-09
