year,trois_DET arts_NOUN,trois_DET bars_NOUN
1962,8.878739188311613e-09,3.805173953708163e-09
1963,1.6811738112743058e-08,1.939815863494232e-09
1964,1.3384730657151067e-08,0.0
1965,1.1491291473930687e-08,4.377634699181954e-09
1966,1.21859649038214e-08,4.431259803538978e-09
1967,6.4094360374689074e-09,3.9442684118817795e-09
1968,8.533690143419648e-09,4.940557296606585e-09
1969,9.537691469940768e-09,4.995933444718048e-09
1970,9.657322275202773e-09,5.058597540852361e-09
1971,1.1304474689666222e-08,5.138397485282553e-09
1972,8.721249722398738e-09,7.182205663536223e-09
1973,8.269805285010534e-09,1.2129047988196362e-08
1974,8.438357623763437e-09,1.63141580800108e-08
1975,6.282628195464213e-09,2.1703624675240007e-08
1976,1.0855700893763753e-08,8.570290255249802e-09
1977,9.990529348247179e-09,8.22749468554207e-09
1978,1.4257419356233925e-08,5.346532105932056e-09
1979,4.0963813452421505e-09,4.0963813452421505e-09
1980,5.68515062804309e-09,6.822181042309694e-09
1981,6.958104536991527e-09,7.590659656386833e-09
1982,1.3035754475865247e-08,6.2075020679230875e-09
1983,1.1999100157922271e-08,6.315316269933646e-09
1984,8.118612115914914e-09,4.639206796497319e-09
1985,9.62489299372038e-09,4.210890747202711e-09
1986,1.3787316233138114e-08,1.1988970927134801e-09
1987,1.9554613928107756e-08,6.721898426764739e-09
1988,1.139345240375178e-08,6.596209300990807e-09
1989,1.426911733215519e-08,9.878619700032232e-09
1990,8.717841726291198e-09,5.44865097484859e-09
1991,1.2309076702354815e-08,4.68917216167597e-09
1992,1.0468893751891528e-08,5.509944278614398e-09
1993,1.7171543575944526e-08,4.4313659408601325e-09
1994,1.582477948680605e-08,3.164955852952289e-09
1995,2.2774293340077634e-08,1.0302656838767632e-08
1996,1.7081894343462523e-08,6.4057106285986265e-09
1997,2.3015493066935733e-08,2.876936688878118e-09
1998,1.4781200707858488e-08,6.6753808036779105e-09
1999,2.102292517847104e-08,5.484241505371301e-09
2000,1.0161472663305915e-08,9.277865697931986e-09
2001,1.5772362582655575e-08,8.762423842068046e-09
2002,1.7086763726137377e-08,3.9430991805033955e-09
2003,1.2084076683738232e-08,5.833692307000149e-09
2004,1.4535810971549878e-08,6.607186797680242e-09
2005,1.2610498645315715e-08,6.755624615273348e-09
2006,1.68833483860098e-08,5.353256948836815e-09
2007,9.986198756806175e-09,1.5977918210730024e-08
2008,1.0217855395122655e-08,2.2564430490756848e-08
2009,1.3350939243039761e-08,2.4317781122107363e-08
2010,1.0392344540477438e-08,2.0312309612080526e-08
2011,1.0707121356201554e-08,7.189067119384163e-08
2012,6.127654827992046e-09,5.821271997774602e-08
2013,5.29933741333366e-09,4.462600067256517e-08
2014,7.57905826986871e-09,3.551329941231529e-08
2015,7.093041182182347e-09,3.568686413046862e-08
2016,5.799751928714514e-09,2.83773591291947e-08
2017,2.264050197320344e-09,3.597324083060016e-08
2018,6.7118134383648e-09,3.097760087333867e-08
2019,6.887666825772243e-09,3.418323757387043e-08
