year,auras_VERB eu_VERB,auras_VERB bu_VERB
1979,6.437170796402825e-09,1.1703946700691858e-09
1980,6.822181042309694e-09,5.685150683554241e-10
1981,6.958104314946922e-09,6.325549528618524e-10
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,0.0
1984,2.3196033982486597e-09,5.799008495621649e-10
1985,6.617113967877231e-09,0.0
1986,5.395036861699509e-09,0.0
1987,6.110816741511371e-09,6.110816852533674e-10
1988,4.197587610832443e-09,1.1993107618124554e-09
1989,6.036934507847036e-09,5.488122178931576e-10
1990,8.172976073694826e-09,5.44865097484859e-10
1991,9.37834432335194e-09,0.0
1992,8.815910668147353e-09,0.0
1993,9.416652346772025e-09,5.539207426075166e-10
1994,8.439882570598911e-09,1.5824779264761446e-09
1995,7.0491861237087505e-09,5.422450821690461e-10
1996,6.939520069693117e-09,0.0
1997,5.274384040632185e-09,9.58978896292706e-10
1998,7.152193948201102e-09,0.0
1999,5.941261704833778e-09,4.570201161957499e-10
2000,3.97622823555821e-09,0.0
2001,7.0099388516098315e-09,0.0
2002,8.762443215459825e-09,2.6287327870022636e-09
2003,9.167230530238157e-09,4.1669229178253886e-10
2004,7.488145215006625e-09,1.3214374039449694e-09
2005,5.854874363109275e-09,0.0
2006,8.64756888319107e-09,2.0589450144825605e-09
2007,1.7176262190332636e-08,3.595031605740928e-09
2008,1.1495087548496485e-08,3.405951742863067e-09
2009,1.8119131084404216e-08,2.384096253749135e-09
2010,2.220182793166714e-08,9.447586046817946e-10
2011,1.9502257586623273e-08,2.6767803529281764e-09
2012,1.9063815415165664e-08,3.063827413996023e-09
2013,2.3149738126448938e-08,1.9523875849358774e-09
2014,3.2265134564113396e-08,4.547434873103384e-09
2015,2.7263876489769245e-08,2.881548111233201e-09
2016,2.9620162322885335e-08,3.935546111222266e-09
2017,2.8174847344075715e-08,2.7671724911471074e-09
2018,3.639868140226099e-08,5.421080029321956e-09
2019,2.9081260066732284e-08,4.08158040698936e-09
