year,leurs_DET os_NOUN,leurs_DET boss_NOUN
1886,2.671734105064161e-07,0.0
1887,1.7171072386190644e-07,0.0
1888,2.529905316350778e-07,0.0
1889,2.813046418026488e-07,0.0
1890,2.3989054431794443e-07,0.0
1891,1.816652765995741e-07,2.5496880162734215e-09
1892,2.438451378594664e-07,0.0
1893,2.4633666928508546e-07,0.0
1894,2.2181417946853799e-07,0.0
1895,2.184757050827102e-07,0.0
1896,1.780902731951528e-07,0.0
1897,1.9985627330854072e-07,0.0
1898,1.980424211289744e-07,0.0
1899,1.8738490936698327e-07,0.0
1900,1.681901222738702e-07,0.0
1901,1.4586608276800916e-07,0.0
1902,1.2324812725950096e-07,0.0
1903,1.625466277133114e-07,5.400220270956879e-10
1904,2.0477321793777037e-07,5.374625189347171e-10
1905,1.7288543485705077e-07,0.0
1906,2.5360828281861814e-07,0.0
1907,1.871994941282651e-07,5.142843373384665e-10
1908,1.3997458303549593e-07,0.0
1909,1.7988216471920282e-07,0.0
1910,2.2659199405694608e-07,0.0
1911,2.1919941062265025e-07,0.0
1912,1.8962292891444577e-07,5.209421227725386e-10
1913,1.8560464631889317e-07,0.0
1914,1.6072184827464753e-07,0.0
1915,2.4503985152080077e-07,0.0
1916,1.7140440267127133e-07,0.0
1917,2.6648412010388256e-07,0.0
1918,2.0330886663089132e-07,0.0
1919,2.5321582874937576e-07,0.0
1920,1.9914969939804905e-07,0.0
1921,2.203669495770555e-07,0.0
1922,1.696925187033571e-07,0.0
1923,2.1550374107448533e-07,0.0
1924,1.6888027598582767e-07,0.0
1925,1.6497267196768917e-07,0.0
1926,1.8948435087651205e-07,0.0
1927,2.2632926421906063e-07,0.0
1928,1.9881311708047633e-07,0.0
1929,1.804745841660349e-07,0.0
1930,1.7015837805445244e-07,0.0
1931,1.8590731531986648e-07,0.0
1932,1.8083235220345273e-07,0.0
1933,1.8238353405308771e-07,0.0
1934,1.5695869670651064e-07,0.0
1935,1.843115766675396e-07,0.0
1936,1.7823330100696921e-07,2.424942913137329e-09
1937,1.44797860368584e-07,0.0
1938,1.646582195036217e-07,0.0
1939,1.3611705007576802e-07,0.0
1940,1.8764793541237168e-07,0.0
1941,1.387206172154265e-07,0.0
1942,1.5474480141719482e-07,0.0
1943,2.293555789734114e-07,0.0
1944,2.1207028666481165e-07,0.0
1945,2.2874292149310804e-07,0.0
1946,1.9071913115453754e-07,0.0
1947,1.8358140629892716e-07,0.0
1948,2.18524938588871e-07,0.0
1949,1.1878579719848403e-07,0.0
1950,1.893094374594284e-07,0.0
1951,1.7164856247475768e-07,0.0
1952,1.782071823441811e-07,0.0
1953,1.8100029830492304e-07,0.0
1954,1.7688290654405137e-07,0.0
1955,1.773879945154988e-07,0.0
1956,1.718064917000106e-07,0.0
1957,1.52846157508435e-07,0.0
1958,1.5965430577580264e-07,0.0
1959,1.271122624935117e-07,0.0
1960,1.398008375730342e-07,0.0
1961,1.8343140784082834e-07,6.948159270159238e-10
1962,1.6362247734491575e-07,0.0
1963,1.6682417225410973e-07,0.0
1964,1.8495263254258987e-07,0.0
1965,1.2859301978807025e-07,0.0
1966,1.7669648855189735e-07,0.0
1967,1.5875680858812302e-07,0.0
1968,1.8055492212454283e-07,4.4914158503495116e-10
1969,2.0574163350772778e-07,0.0
1970,1.7199232082987237e-07,4.5987250119061684e-10
1971,1.8755150499316642e-07,0.0
1972,1.6057359708554486e-07,0.0
1973,1.5436970901561153e-07,0.0
1974,1.2657536263560587e-07,0.0
1975,1.296505973691353e-07,0.0
1976,1.262689486303259e-07,0.0
1977,1.1224653495567338e-07,0.0
1978,1.6039596673067535e-07,0.0
1979,1.5098090688780985e-07,0.0
1980,1.216622216304586e-07,0.0
1981,1.6383172685152658e-07,0.0
1982,1.5022155874788723e-07,0.0
1983,1.187279430325816e-07,0.0
1984,1.3743650351116798e-07,0.0
1985,1.4437339146411432e-07,0.0
1986,1.6544779901650486e-07,0.0
1987,1.240495812737663e-07,6.110816852533674e-10
1988,1.2412866090549812e-07,0.0
1989,1.4543523807475367e-07,5.488122178931576e-10
1990,1.2041518981931176e-07,4.358920779878872e-09
1991,1.4243361112775688e-07,0.0
1992,1.371976168229594e-07,0.0
1993,1.2407824367954845e-07,1.1078414852150331e-09
1994,1.6563269689129356e-07,0.0
1995,1.3773024765129094e-07,0.0
1996,1.361213541883899e-07,0.0
1997,1.601494759029265e-07,0.0
1998,1.2540179206155244e-07,0.0
1999,1.4441835149980875e-07,9.140402323914998e-10
2000,1.387261896468317e-07,4.4180314962005696e-10
2001,1.3494132655722524e-07,1.3143635069212678e-09
2002,1.6648641398830932e-07,4.38122149670761e-10
2003,1.4709237827759125e-07,1.2500769308587678e-09
2004,1.33465172691416e-07,0.0
2005,1.4231848943779823e-07,4.5037495954858286e-10
2006,1.519501351410213e-07,4.1178899179428186e-10
2007,1.5498580863138045e-07,7.988958938831558e-10
2008,1.443272097390036e-07,0.0
2009,1.6450263817802124e-07,4.76819250749827e-10
2010,1.8989648076228605e-07,1.4171379625338432e-09
2011,2.1643681336058762e-07,1.529588788962144e-09
2012,2.6553170151544236e-07,3.404252713057332e-10
2013,2.870009616628977e-07,8.367375126105969e-10
2014,3.116075495412929e-07,1.2992671383216248e-09
2015,3.0012432183923465e-07,8.866301581811342e-10
2016,3.071797376463792e-07,2.0713399884186856e-09
2017,3.3684035649628186e-07,2.0124890642847504e-09
2018,3.229414868854974e-07,7.744400121190154e-10
2019,2.9770026799269544e-07,1.53059265262101e-09
