year,étiez_VERB aux_ADP,étiez_VERB beaux_ADJ
1966,4.985167390003653e-09,3.8773522170743036e-09
1967,3.944268467392931e-09,4.437302081328198e-09
1968,8.982831367632116e-09,1.3474247273492779e-09
1969,1.1354394757745467e-08,1.8167031212712459e-09
1970,8.7375777724219e-09,2.2993624781975086e-09
1971,1.0276794526475896e-08,0.0
1972,7.69522046084603e-09,5.130146862875051e-10
1973,8.269805285010534e-09,1.6539611902288698e-09
1974,5.625571564138454e-09,3.3753431161187564e-09
1975,6.282628195464213e-09,1.7134440533084216e-09
1976,6.8562320265641574e-09,0.0
1977,6.464460078348111e-09,0.0
1978,2.970295565063452e-09,0.0
1979,5.851973128301324e-09,0.0
1980,1.0233271119375331e-08,1.7055452605774235e-09
1981,1.0120879245789638e-08,2.5302198114474095e-09
1982,4.345251713999687e-09,1.2415004579935385e-09
1983,1.515675762675528e-08,0.0
1984,1.5077421977593986e-08,0.0
1985,5.414002135495366e-09,6.015558051686298e-10
1986,1.1389522214244607e-08,1.1988970927134801e-09
1987,7.332980445085013e-09,2.4443267410134695e-09
1988,1.139345240375178e-08,1.798966087207532e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,1.2531897297662908e-08,1.089730194969718e-09
1991,9.96449056600568e-09,1.1722930404189924e-09
1992,1.0468894195980738e-08,1.1019888335184191e-09
1993,1.883330469354405e-08,1.661762283333701e-09
1994,1.5297286992677073e-08,1.5824779264761446e-09
1995,8.133675954979935e-09,1.626735190995987e-09
1996,1.1209993822092201e-08,2.6690460952494277e-09
1997,9.58978851883785e-09,2.3974471297094624e-09
1998,1.2397135762398648e-08,1.9072516899143466e-09
1999,9.140402212892695e-09,9.140402323914998e-10
2000,1.0603275590881367e-08,8.836062992401139e-10
2001,1.0076787404500465e-08,1.3143635069212678e-09
2002,1.0076809608960957e-08,4.38122149670761e-10
2003,4.166922806803086e-09,2.083461403401543e-09
2004,1.189293641346012e-08,3.0833537945085254e-09
2005,1.4411998705554652e-08,9.007499190971657e-10
2006,1.4824403926638752e-08,4.1178899179428186e-10
2007,9.586750948642475e-09,3.595031605740928e-09
2008,1.1069342775726909e-08,4.257439678578834e-10
2009,2.2410505451375684e-08,1.907277002999308e-09
2010,2.3146585093059002e-08,4.723792912386671e-09
2011,2.6767803973370974e-08,3.823971805871906e-09
2012,2.927657405393802e-08,2.0425516833455504e-09
2013,2.7054513296320692e-08,3.3469500504423877e-09
2014,2.9666599843380936e-08,4.547434873103384e-09
2015,3.125371250689568e-08,3.32486305154589e-09
2016,3.4798514292333493e-08,7.2496901815100045e-09
2017,2.842640789424422e-08,2.7671724911471074e-09
2018,4.311049295324665e-08,5.421080029321956e-09
2019,3.698932360407525e-08,4.08158040698936e-09
