year,fus_VERB au_ADP,fus_VERB beau_ADV
2000,5.036556061099873e-08,3.5344251969604557e-09
2001,5.0383935246145484e-08,0.0
2002,5.607963515785741e-08,4.38122149670761e-10
2003,5.083645859826902e-08,0.0
2004,5.065509967039361e-08,0.0
2005,4.593824698417848e-08,0.0
2006,5.188541152278958e-08,0.0
2007,3.515141955290346e-08,3.994479469415779e-10
2008,4.342588511008216e-08,0.0
2009,5.72183083136224e-08,0.0
2010,4.345889692558558e-08,0.0
2011,5.162362270993981e-08,7.64794394481072e-10
2012,8.578717114460233e-08,3.404252713057332e-10
2013,7.168051041617218e-08,5.578250084070646e-10
2014,7.189277795305316e-08,4.330890368553497e-10
2015,8.622478020470226e-08,4.433150790905671e-10
2016,1.0978101983027955e-07,8.285360175719347e-10
2017,4.477788095869073e-08,0.0
2018,8.802801687579631e-08,0.0
2019,6.760117798876308e-08,0.0
