year,serais_VERB aux_ADP,serais_VERB beau_ADV
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,1.7672125984802278e-09,0.0
2001,4.381211837767296e-09,0.0
2002,4.81934359086722e-09,0.0
2003,3.333538334260311e-09,8.333845835650777e-10
2004,5.726228824443069e-09,4.404791253964646e-10
2005,3.1526248278623825e-09,0.0
2006,4.529678854225949e-09,8.235779835885637e-10
2007,7.988958827809256e-09,0.0
2008,4.257439734089985e-09,1.7029758714315335e-09
2009,3.814554005998616e-09,1.430457752249481e-09
2010,7.558068837454357e-09,9.447586046817946e-10
2011,9.177532511728259e-09,7.64794394481072e-10
2012,2.0425515501187874e-08,2.7234021704458655e-09
2013,1.338780020176955e-08,2.2313000336282585e-09
2014,1.1693403578760808e-08,1.5158115873603606e-09
2015,1.662431614590787e-08,2.659890530054554e-09
2016,1.6156452176119274e-08,1.0356699942093428e-09
2017,1.7860839918171223e-08,2.5156112748447867e-09
2018,1.5488799576246493e-08,2.5814667070633845e-10
2019,1.785691416955615e-08,2.04079020349468e-09
