year,aux_ADP eaux_NOUN,aux_ADP beaux_ADJ
1889,3.472138734750274e-06,1.156544216840416e-06
1890,3.6737336674974586e-06,1.0264168679441354e-06
1891,3.140578314742015e-06,1.0957283720358646e-06
1892,3.5279188104198056e-06,1.1070193153273067e-06
1893,3.449329160076786e-06,1.077107075531103e-06
1894,3.5118477423878858e-06,1.1084407383066264e-06
1895,3.2873672566324785e-06,1.1134437301052458e-06
1896,3.3837152635385337e-06,1.0714901268471522e-06
1897,3.165653367886989e-06,1.0523044906562973e-06
1898,3.2614757063953448e-06,1.0054896932842894e-06
1899,3.372928309985923e-06,1.0120996147833239e-06
1900,3.1634277384284815e-06,1.0122553746327867e-06
1901,3.0631878296105697e-06,8.969925993085326e-07
1902,2.8243951923911936e-06,7.920287750096122e-07
1903,3.4285998609107082e-06,9.407183512166739e-07
1904,3.286045743067234e-06,9.018621192069531e-07
1905,3.0236887518242384e-06,9.79512064347432e-07
1906,3.360181295875009e-06,9.712220219171286e-07
1907,2.879992280213628e-06,9.478260132311789e-07
1908,3.0941751774093973e-06,1.0697005432547257e-06
1909,3.0101382684222244e-06,1.0209825411777729e-06
1910,3.3903293044090788e-06,9.843925603547632e-07
1911,2.9544037545292667e-06,1.0656709292788946e-06
1912,3.0068778951175545e-06,1.141905144663724e-06
1913,2.7899029930722463e-06,1.1030218907137623e-06
1914,2.698787728405705e-06,1.0554067984003268e-06
1915,2.220673532615791e-06,7.527906706883414e-07
1916,2.2172698876943286e-06,1.0306239524027205e-06
1917,2.071557680949354e-06,9.222762997751488e-07
1918,2.064101794374551e-06,8.511404629985009e-07
1919,2.204358924728922e-06,9.8339818777049e-07
1920,2.267883445483676e-06,9.813612464881771e-07
1921,2.3990464246281817e-06,9.329624788279034e-07
1922,2.7563966220611746e-06,1.0720139727027345e-06
1923,2.380095640575064e-06,1.2187108140437886e-06
1924,2.5615658660882445e-06,1.1138363387175332e-06
1925,2.5691744021116847e-06,1.1053168798014212e-06
1926,2.1980185849201916e-06,1.2193874923127623e-06
1927,2.65909023866584e-06,1.0926240108233287e-06
1928,2.3274845055709648e-06,1.0694774061903445e-06
1929,2.3829329673930033e-06,1.0416280247227405e-06
1930,2.5124620428584876e-06,1.0209503038538514e-06
1931,2.185266243515116e-06,9.705958383676716e-07
1932,2.266432183262168e-06,9.885502532114288e-07
1933,2.4696335252372137e-06,9.405942869022965e-07
1934,2.4358552295211666e-06,9.393558997317086e-07
1935,2.161472160366884e-06,9.431007974569638e-07
1936,2.2600467524114265e-06,8.754043889780405e-07
1937,2.116566883980653e-06,8.675280263048535e-07
1938,2.1651907946562687e-06,1.0877815377341449e-06
1939,2.2145785747440527e-06,7.799965899835115e-07
1940,2.426744296180061e-06,1.1132086505938332e-06
1941,2.2815115485741444e-06,8.323237459251231e-07
1942,2.4273693295384646e-06,8.526135175657146e-07
1943,2.4416208086464053e-06,1.091616404380602e-06
1944,1.7351205627846866e-06,7.968701751792651e-07
1945,1.8582639409459034e-06,1.102323096802138e-06
1946,1.8501147280858277e-06,9.911825955555287e-07
1947,1.80243573399963e-06,9.095624307065009e-07
1948,1.9960786410422315e-06,8.588791153840702e-07
1949,1.848542678928311e-06,7.647449500325365e-07
1950,2.0292270388466704e-06,8.019062676112299e-07
1951,2.0757748222521855e-06,9.765843973497113e-07
1952,2.1015794349210637e-06,8.889269409451117e-07
1953,1.87787811967155e-06,9.64257527158452e-07
1954,2.0688458768347573e-06,9.57708554238934e-07
1955,1.8911999255522005e-06,7.743126460013627e-07
1956,1.823590656258034e-06,8.63392996208745e-07
1957,2.0585638385028915e-06,6.670453522872322e-07
1958,2.0589614422306113e-06,7.43674664960281e-07
1959,1.926835943244498e-06,7.510474553384938e-07
1960,1.8630882969716822e-06,7.813620719332448e-07
1961,1.9711927397025875e-06,7.267774542185634e-07
1962,1.7319882541499965e-06,8.529931356804354e-07
1963,1.8292464885050208e-06,6.970405408424085e-07
1964,1.8750789969601556e-06,7.51978483037874e-07
1965,1.7395626281668797e-06,7.715581418210604e-07
1966,1.699942078658978e-06,7.970728681527817e-07
1967,1.5688328369733995e-06,7.563134936106053e-07
1968,1.7224580073360585e-06,9.324179579550673e-07
1969,1.5637272010593506e-06,7.357647504591114e-07
1970,1.7167040438081926e-06,7.551106655512285e-07
1971,1.678200632682092e-06,7.635658825222436e-07
1972,1.6442120243098657e-06,8.264666782054064e-07
1973,1.5420430745649583e-06,7.012795038008335e-07
1974,1.4710869749023914e-06,5.091142440960539e-07
1975,1.5980722078978715e-06,5.568693417501436e-07
1976,1.4443795803842363e-06,6.182036251800582e-07
1977,1.3710532495991856e-06,6.200004882828125e-07
1978,1.448316185648224e-06,6.225739710430389e-07
1979,1.7269173215872513e-06,6.232351807966552e-07
1980,1.5548887062344363e-06,6.191129351407199e-07
1981,1.3789697419497315e-06,6.009271942275518e-07
1982,1.544426535993182e-06,6.164049857204645e-07
1983,1.343899265648929e-06,5.645892606764846e-07
1984,1.3813238100013336e-06,5.978777863901996e-07
1985,1.6097633457334837e-06,5.985480058257053e-07
1986,1.5879391597195536e-06,6.126364340275359e-07
1987,1.4452081895655056e-06,6.006932942170806e-07
1988,1.2604755763589992e-06,6.44629521318052e-07
1989,1.3753234755498056e-06,5.910707372436264e-07
1990,1.4270017452133743e-06,5.819159003550567e-07
1991,1.3768581208495334e-06,6.11350806423161e-07
1992,1.428728560348702e-06,6.005838919520556e-07
1993,1.2668167705953692e-06,6.486411727735231e-07
1994,1.433197537537012e-06,6.335186633066314e-07
1995,1.2363187735786596e-06,6.409336883450578e-07
1996,1.254451706955706e-06,6.838095920613796e-07
1997,1.1771465757703936e-06,6.314876266344527e-07
1998,1.1305234552949628e-06,6.303466868473606e-07
1999,1.268687850775052e-06,6.718195564303642e-07
2000,1.173870980863967e-06,6.083629422448666e-07
2001,1.1649642326361231e-06,6.65067975802458e-07
2002,1.1776723436440761e-06,6.348390044763619e-07
2003,1.1921566098749281e-06,5.675349008527064e-07
2004,1.191495990759961e-06,6.479447840490593e-07
2005,1.1597155742393284e-06,6.65203835126249e-07
2006,1.1707160831875285e-06,7.4739704558624e-07
2007,1.119253095094308e-06,8.092815235727358e-07
2008,1.3449252431740888e-06,1.1848455159224613e-06
2009,1.325557462017457e-06,1.047571899448485e-06
2010,1.300460217734667e-06,1.1502436478849631e-06
2011,1.3873370336980884e-06,2.025175604103424e-06
2012,1.4781264763286117e-06,2.0010197658848483e-06
2013,1.2366980790545767e-06,1.3186982812385395e-06
2014,1.382203651090208e-06,1.4302765407592233e-06
2015,1.5352001083712707e-06,1.6655347963023814e-06
2016,1.8057942234861457e-06,1.751110914938181e-06
2017,1.313400698421674e-06,1.2495041232796211e-06
2018,1.3883128469061035e-06,1.4453631820288138e-06
2019,1.5050827668616762e-06,2.218594033820409e-06
