year,vingt - trois ans,vingt - trois bancs
1864,1.660954403348569e-06,1.5748619075495185e-09
1865,1.8579739631263692e-06,3.6117238089161674e-09
1866,1.7016369238120888e-06,6.941097918655714e-09
1867,1.6406509040223227e-06,0.0
1868,1.6354162291065677e-06,5.409911407738832e-10
1869,1.883631069787839e-06,1.0714624743002332e-09
1870,1.690832904799322e-06,0.0
1871,1.386959706195512e-06,0.0
1872,1.4215615404822302e-06,0.0
1873,1.8073969343390672e-06,1.3120848851855271e-09
1874,1.6787775347637535e-06,0.0
1875,1.6069496489024004e-06,0.0
1876,1.6070812058899264e-06,0.0
1877,1.5167243745395353e-06,0.0
1878,1.400488642389064e-06,0.0
1879,1.752714052116744e-06,6.720529133197317e-10
1880,1.6098586996804443e-06,0.0
1881,1.7213039633645622e-06,2.305317714501598e-09
1882,1.8157876304769616e-06,0.0
1883,1.5145408553962625e-06,2.0899828534481912e-09
1884,1.6193798728636466e-06,0.0
1885,1.7350391381398822e-06,0.0
1886,1.5424762693783123e-06,7.111462529962864e-10
1887,1.5507249671031786e-06,0.0
1888,1.6836547480636455e-06,2.795607745298412e-09
1889,1.5522069105600167e-06,0.0
1890,1.5636271726293671e-06,0.0
1891,1.5354447331361598e-06,7.027207149512549e-10
1892,1.4975713575893224e-06,0.0
1893,1.7464653225829352e-06,0.0
1894,1.6081808702494982e-06,0.0
1895,1.6850646513688616e-06,0.0
1896,1.6351946268144957e-06,0.0
1897,1.638804505432745e-06,0.0
1898,1.5569026210471293e-06,0.0
1899,1.5373034010224274e-06,0.0
1900,1.597477199410946e-06,0.0
1901,1.4764627067620495e-06,0.0
1902,1.3198858717089479e-06,0.0
1903,1.360298382380165e-06,0.0
1904,1.3734114592267588e-06,0.0
1905,1.3048181415342697e-06,1.7093688686742325e-09
1906,1.2622661635930399e-06,0.0
1907,1.3618120000558065e-06,0.0
1908,1.4142621438395508e-06,0.0
1909,1.5165163524955005e-06,0.0
1910,1.481077852361068e-06,0.0
1911,1.4855680241510072e-06,0.0
1912,1.563380264357761e-06,0.0
1913,1.5733608531576238e-06,0.0
1914,1.4824893561637964e-06,0.0
1915,1.388427602222464e-06,0.0
1916,1.3532471161425974e-06,3.6280081161521593e-09
1917,1.1723314479183955e-06,0.0
1918,1.1664593415616764e-06,0.0
1919,1.3134889975674469e-06,0.0
1920,1.1714100232040892e-06,0.0
1921,1.2334872874220082e-06,0.0
1922,1.2753326963377276e-06,0.0
1923,1.1743145797993293e-06,0.0
1924,1.1940708724011984e-06,0.0
1925,1.1953667211628272e-06,0.0
1926,1.2333357553018232e-06,0.0
1927,1.3330094645880308e-06,0.0
1928,1.3296885015279258e-06,0.0
1929,1.320661041859239e-06,0.0
1930,1.3160398033562615e-06,0.0
1931,1.0986835441428866e-06,0.0
1932,1.231075223984135e-06,0.0
1933,1.2066266172894302e-06,0.0
1934,1.0991017980188644e-06,0.0
1935,1.1990420123453305e-06,0.0
1936,1.0778101220410008e-06,0.0
1937,1.0934911696125482e-06,0.0
1938,1.1819547900415728e-06,0.0
1939,9.911172362819798e-07,0.0
1940,9.879298374926293e-07,0.0
1941,1.1647420343763315e-06,0.0
1942,9.824034741257037e-07,0.0
1943,1.1753624296062526e-06,0.0
1944,1.0790329127985387e-06,0.0
1945,1.5114630862456124e-06,0.0
1946,1.1794376799656447e-06,0.0
1947,1.2390925903105199e-06,0.0
1948,1.217644992834721e-06,0.0
1949,1.0729545607546243e-06,0.0
1950,1.2480292994609954e-06,0.0
1951,1.1704666604828162e-06,0.0
1952,1.10261863994765e-06,0.0
1953,1.1491471667568476e-06,0.0
1954,1.0785110315936208e-06,0.0
1955,1.1218852478123154e-06,0.0
1956,9.55042235517567e-07,0.0
1957,1.0942451442730317e-06,0.0
1958,1.117997832977835e-06,0.0
1959,9.757685113243042e-07,0.0
1960,1.1135646751370132e-06,0.0
1961,1.0996096371229669e-06,0.0
1962,1.0973990782758847e-06,0.0
1963,1.1653986788928705e-06,0.0
1964,1.138238721054563e-06,0.0
1965,1.0348076102673076e-06,0.0
1966,1.0442972104840464e-06,0.0
1967,1.1314619818847405e-06,0.0
1968,1.2169520751115215e-06,1.976373731338299e-09
1969,1.076934129429219e-06,0.0
1970,1.0252317643733022e-06,0.0
1971,1.035238888391632e-06,0.0
1972,1.10290106647426e-06,0.0
1973,1.0364671396700942e-06,0.0
1974,8.887365545717785e-07,0.0
1975,9.296514686951696e-07,0.0
1976,9.309267987589465e-07,0.0
1977,9.105514813256832e-07,6.494660920175477e-10
1978,8.89911898838136e-07,0.0
1979,8.4382932641347e-07,6.441445155047631e-10
1980,8.390634107513506e-07,0.0
1981,1.064616025558962e-06,0.0
1982,1.1066773879520042e-06,0.0
1983,1.118345153372502e-06,0.0
1984,1.094681863378355e-06,0.0
1985,1.0216607932989064e-06,6.608413816167058e-10
1986,1.002673759131767e-06,0.0
1987,9.258164155312443e-07,0.0
1988,1.1577860234979198e-06,0.0
1989,1.0777718237875433e-06,0.0
1990,1.065047163351096e-06,1.1939991217957413e-09
1991,9.985673301571296e-07,0.0
1992,1.062769761972504e-06,1.2070071608860644e-09
1993,1.0451840743996854e-06,0.0
1994,9.601114498991592e-07,0.0
1995,9.468386039657162e-07,5.928857960135758e-10
1996,9.882003446648469e-07,0.0
1997,1.024340832600501e-06,5.234240263440881e-10
1998,1.0467550453086005e-06,5.202560049433202e-10
1999,9.531593399003668e-07,4.985142854074809e-10
2000,1.000082431090732e-06,4.81735262791716e-10
2001,9.163181466931292e-07,0.0
2002,9.856959621856731e-07,0.0
2003,1.0564305732430057e-06,0.0
2004,1.1660664966939294e-06,0.0
2005,1.0251314819242907e-06,0.0
2006,1.0949300772722381e-06,0.0
2007,1.1727809123840416e-06,0.0
2008,1.2463534559969958e-06,4.6488379812359426e-10
2009,1.2126495221309597e-06,0.0
2010,1.3765277984134627e-06,0.0
2011,1.3613207983098619e-06,0.0
2012,1.6790552592738095e-06,0.0
2013,1.6897946437666178e-06,0.0
2014,2.0653423646876945e-06,2.395155185297426e-10
2015,1.7336417812430227e-06,4.902833139475149e-10
2016,1.7574212733961758e-06,9.169952019938421e-10
2017,1.6834524245723514e-06,0.0
2018,1.545664098046018e-06,0.0
2019,1.6400181337417052e-06,0.0
